formal_vector_id,candidate_q_vector_id,W,K,qP,qC,qT,qV,request_role,archetype,center_id,profile_type,state_or_step,year,partial_year,eligible_day_count,raw_state_day_count,confirmed_state_day_count,confirmed_year_share,delta,lift,selection_path_not_independently_confirmed
R0T15_67d6724c4be0c280defb,W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,center,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2021,false,160719,4143,1502,0.0819511130510694,,,true
R0T15_67d6724c4be0c280defb,W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,center,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2022,false,171028,5809,2351,0.12827367961588826,,,true
R0T15_67d6724c4be0c280defb,W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,center,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2023,false,179495,9542,3873,0.21131601920558707,,,true
R0T15_67d6724c4be0c280defb,W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,center,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2024,false,186342,2717,1012,0.055216062854648626,,,true
R0T15_67d6724c4be0c280defb,W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,center,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2025,false,190241,9828,4157,0.22681143605412485,,,true
R0T15_67d6724c4be0c280defb,W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,center,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2026,true,91647,851,325,0.017732431252728068,,,true
R0T15_91a5b343f0936218f031,W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_depletion_W250,W250_K3_P20_C20_T20_V30,state,S_PCVT,2016,false,0,0,0,0.0,,,true
R0T15_91a5b343f0936218f031,W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_depletion_W250,W250_K3_P20_C20_T20_V30,state,S_PCVT,2017,false,94589,336,102,0.03632478632478633,,,true
R0T15_91a5b343f0936218f031,W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_depletion_W250,W250_K3_P20_C20_T20_V30,state,S_PCVT,2018,false,133028,674,180,0.0641025641025641,,,true
R0T15_91a5b343f0936218f031,W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_depletion_W250,W250_K3_P20_C20_T20_V30,state,S_PCVT,2019,false,144923,1329,352,0.12535612535612536,,,true
R0T15_91a5b343f0936218f031,W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_depletion_W250,W250_K3_P20_C20_T20_V30,state,S_PCVT,2020,false,151498,730,208,0.07407407407407407,,,true
R0T15_91a5b343f0936218f031,W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_depletion_W250,W250_K3_P20_C20_T20_V30,state,S_PCVT,2021,false,160676,992,257,0.09152421652421652,,,true
R0T15_91a5b343f0936218f031,W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_depletion_W250,W250_K3_P20_C20_T20_V30,state,S_PCVT,2022,false,171001,1487,447,0.15918803418803418,,,true
R0T15_91a5b343f0936218f031,W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_depletion_W250,W250_K3_P20_C20_T20_V30,state,S_PCVT,2023,false,179443,2195,592,0.21082621082621084,,,true
R0T15_91a5b343f0936218f031,W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_depletion_W250,W250_K3_P20_C20_T20_V30,state,S_PCVT,2024,false,186339,620,179,0.06374643874643875,,,true
R0T15_91a5b343f0936218f031,W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_depletion_W250,W250_K3_P20_C20_T20_V30,state,S_PCVT,2025,false,190225,1658,448,0.15954415954415954,,,true
R0T15_91a5b343f0936218f031,W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_depletion_W250,W250_K3_P20_C20_T20_V30,state,S_PCVT,2026,true,91644,151,43,0.015313390313390313,,,true
R0T15_1c9720c4f9f1497c6968,W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,immediate_neighbor,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2016,false,0,0,0,0.0,,,true
R0T15_1c9720c4f9f1497c6968,W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,immediate_neighbor,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2017,false,94662,1828,862,0.03182808403795739,,,true
R0T15_1c9720c4f9f1497c6968,W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,immediate_neighbor,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2018,false,133044,2997,1379,0.050917549754458516,,,true
R0T15_1c9720c4f9f1497c6968,W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,immediate_neighbor,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2019,false,144956,7965,3638,0.13432780711147213,,,true
R0T15_1c9720c4f9f1497c6968,W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,immediate_neighbor,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2020,false,151537,3565,1633,0.06029612672155965,,,true
R0T15_1c9720c4f9f1497c6968,W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,immediate_neighbor,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2021,false,160719,5221,2287,0.08444411623527674,,,true
R0T15_1c9720c4f9f1497c6968,W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,immediate_neighbor,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2022,false,171028,7259,3479,0.1284569656241923,,,true
R0T15_1c9720c4f9f1497c6968,W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,immediate_neighbor,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2023,false,179495,11938,5740,0.211941070043939,,,true
R0T15_1c9720c4f9f1497c6968,W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,immediate_neighbor,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2024,false,186342,3290,1432,0.05287449691688513,,,true
R0T15_1c9720c4f9f1497c6968,W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,immediate_neighbor,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2025,false,190241,12236,6133,0.22645201787098918,,,true
R0T15_1c9720c4f9f1497c6968,W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,immediate_neighbor,PCT_q_decoupled_W250,W250_K3_P20_C20_T25_V20,state,S_PCT,2026,true,91647,1065,500,0.01846176568326995,,,true
