formal_vector_id,candidate_q_vector_id,W,K,qP,qC,qT,qV,request_role,archetype,center_id,step_id,left_out_year,N,n11,n10,n01,n00,retention,target_marginal,lift,delta,nonanchor_target_rate,delta_nonanchor,joint_rate,independence_expected_joint_rate,joint_excess,selection_path_not_independently_confirmed
R0T15_60b6c8080a398fa8fed4,W120_K3_P20_C20_T20_V30,120,3,0.2,0.2,0.2,0.3,center,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,V_GIVEN_PCT,2024,1377716,14987,21117,330103,1011509,0.41510635940616,0.2504797795772133,1.6572449884250982,0.16462657982894668,0.24604952847768208,0.1690568309284779,0.010878149052489773,0.006563995745027066,0.0043141533074627075,true
R0T15_60b6c8080a398fa8fed4,W120_K3_P20_C20_T20_V30,120,3,0.2,0.2,0.2,0.3,center,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,V_GIVEN_PCT,2025,1374371,13694,18391,322077,1020209,0.4268038023998753,0.244308851103523,1.7469846076883324,0.18249495129635232,0.23994662836385092,0.1868571740360244,0.0099638307269289,0.005703445057889416,0.004260385669039485,true
R0T15_60b6c8080a398fa8fed4,W120_K3_P20_C20_T20_V30,120,3,0.2,0.2,0.2,0.3,center,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,V_GIVEN_PCT,2026,1473357,15716,22255,351113,1084273,0.41389481446366966,0.24897495990449023,1.6623953453891294,0.16491985455917943,0.24461225064198758,0.16928256382168208,0.010666796981315459,0.006416522405997595,0.004250274575317864,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,C_GIVEN_P,2016,1535731,138755,171534,213492,1011950,0.4471798871374751,0.22936764316146513,1.949620622045104,0.21781224397600996,0.17421632357957373,0.27296356355790136,0.09035110966699246,0.04634291853776987,0.04400819112922259,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,C_GIVEN_P,2017,1443040,135150,164326,201853,941711,0.45128825014358415,0.2335368388956647,1.9324071194832024,0.21775141124791944,0.17651220220293748,0.2747760479406467,0.09365644749972281,0.04846620908991995,0.04519023840980286,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,C_GIVEN_P,2018,1429180,134929,163549,195596,935106,0.4520567680030019,0.23126897941476932,1.9546796511444828,0.22078778858823256,0.17298633945991074,0.27907042854309116,0.09441008130536392,0.04829951611256911,0.046110565192794814,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,C_GIVEN_P,2019,1419208,126204,154399,197758,940847,0.44975998118338006,0.22826957007006726,1.97030195941284,0.2214904111133128,0.17368446476170402,0.27607551642167605,0.08892565430860029,0.04513300810760021,0.04379264620100008,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,C_GIVEN_P,2020,1411597,134864,163401,195169,918163,0.4521616683150889,0.2338011486281141,1.9339582845005638,0.2183605196869748,0.17530170694815203,0.2768599613669369,0.09554001602440357,0.04940128067399155,0.04613873535041202,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,C_GIVEN_P,2021,1400732,131031,156273,192907,920521,0.4560709213933673,0.23126336801044026,1.9720845774968487,0.22480755338292704,0.1732550286143334,0.2828158927790339,0.09354466093442572,0.04743440621251711,0.046110254721908606,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,C_GIVEN_P,2022,1390570,127875,154272,191169,917254,0.4532211932077959,0.22943397311893685,1.9753883308852846,0.22378722008885907,0.1724693551108196,0.28075183809697635,0.09195869319775343,0.04655221039831772,0.04540648279943571,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,C_GIVEN_P,2023,1381804,122162,147600,191491,920551,0.4528510316501212,0.22698805329844174,1.9950434618456194,0.22586297835167946,0.1721976328232207,0.2806533988269005,0.08840761786765707,0.044313630032836955,0.04409398783482011,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,C_GIVEN_P,2024,1377450,136282,162339,187884,890945,0.45637111924479523,0.23533776180623617,1.9392175558317133,0.22103335743855906,0.17415549637616343,0.2822156228686318,0.09893789248248576,0.051019490920425466,0.047918401562060293,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,C_GIVEN_P,2025,1373912,120794,148569,192197,912352,0.4484431789072738,0.2278100780836036,1.9684957868400383,0.22063310082367021,0.17400495586886594,0.27443822303840787,0.08791975031879772,0.0446634180812408,0.04325633223755691,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,C_GIVEN_P,2026,1472356,142284,170508,203894,955670,0.4548837566178163,0.23511840886307386,1.9347007272524008,0.21976534775474246,0.17583678003111514,0.2790469765867012,0.09663695464955487,0.049949303935392396,0.04668765071416247,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,T_GIVEN_PC,2016,1565529,50278,88477,269235,1157539,0.3623509062736478,0.20409267410568568,1.7754233848002352,0.15825823216796212,0.18870192476173522,0.17364898151191258,0.03211566186253975,0.018089015914450907,0.014026645948088844,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,T_GIVEN_PC,2017,1476879,48783,86367,250856,1090873,0.3609544950055494,0.2028866278144655,1.7790945558799114,0.15806786719108387,0.18696472983739637,0.173989765168153,0.033031142023144756,0.01856626558379191,0.014464876439352847,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,T_GIVEN_PC,2018,1464773,48614,86315,247283,1082561,0.3602931912339082,0.20200877542117449,1.7835521772889396,0.1582844158127337,0.1859488782142868,0.1743443130196214,0.03318876030620444,0.018608236265143917,0.014580524041060524,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,T_GIVEN_PC,2019,1453558,46171,80033,250417,1076937,0.3658441887737314,0.2040427695351682,1.7929779604891887,0.16180141923856323,0.1886587903453035,0.17718539842842793,0.03176412637129031,0.017715848756235643,0.014048277615054665,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,T_GIVEN_PC,2020,1446214,48648,86216,244172,1067178,0.3607189464942461,0.20247349285790348,1.7815613362653835,0.1582454536363426,0.1861989552750982,0.17451999121914788,0.03363817526313533,0.01888128945010095,0.014756885813034384,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,T_GIVEN_PC,2021,1435400,47473,83558,244859,1059510,0.362303577016126,0.20365891040824857,1.7789723822535584,0.1586446666078774,0.18772218597651433,0.17458139103961165,0.0330730110073847,0.018591076138848556,0.014481934868536148,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,T_GIVEN_PC,2022,1426525,45847,82028,243648,1055002,0.35852981427174974,0.20293720754981512,1.766703201450829,0.15559260672193462,0.18761637084664845,0.17091344342510129,0.032138939030160706,0.018191476080287837,0.013947462949872869,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,T_GIVEN_PC,2023,1418800,44537,77625,244270,1052368,0.3645732715574401,0.20355723146320834,1.7910111516884843,0.1610160400942318,0.18838719827739123,0.1761860732800489,0.03139061178460671,0.017526753954051635,0.013863857830555076,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,T_GIVEN_PC,2024,1413795,48943,87339,236378,1041135,0.35913033269250527,0.20181214391053864,1.7795278605815923,0.15731818878196663,0.1850298196574125,0.17410051303509277,0.03461817307318246,0.019453571837795457,0.015164601235387005,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,T_GIVEN_PC,2025,1410870,43497,77297,244061,1046015,0.3600923886948027,0.2038160851106055,1.7667515716406301,0.1562763035841972,0.18918342795308182,0.17090896074172088,0.030829913457653787,0.017450055770446945,0.013379857687206842,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,T_GIVEN_PC,2026,1510187,51409,90875,256931,1110972,0.3613125860954148,0.20417339044767305,1.769636020165,0.15713919564774173,0.1878283767196943,0.17348420937572048,0.034041479631330425,0.019236430115248452,0.014805049516081973,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,V_GIVEN_PCT,2016,1546257,14149,35768,241110,1255230,0.2834505278762746,0.1650818719009841,1.7170300082754566,0.1183686559752905,0.16113316492241067,0.12231736295386395,0.0091504840398459,0.0053292510880671344,0.003821232951778765,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,V_GIVEN_PCT,2017,1443950,13329,34137,222150,1174334,0.2808115282518013,0.16307974652861942,1.7219276717634626,0.11773178172318186,0.15907808467551365,0.12173344357628763,0.009230929048789778,0.0053608111421638216,0.0038701179066259568,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,V_GIVEN_PCT,2018,1429225,13012,34258,216890,1165065,0.27526972709964037,0.1608578075530445,1.7112612144043267,0.11441191954659588,0.1569443288674378,0.11832539823220256,0.009104234812573248,0.0053201900071943985,0.003784044805378849,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,V_GIVEN_PCT,2019,1418108,12669,32183,222906,1150350,0.28246232052082404,0.16611922364164083,1.7003590212422572,0.1163430968791832,0.16231933448679634,0.1201429860340277,0.008933734243090088,0.005254028197270501,0.0036797060458195873,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,V_GIVEN_PCT,2020,1411427,13024,34284,223261,1140858,0.2753022744567515,0.16740858719579546,1.6444931473841733,0.10789368726095602,0.1636668061950607,0.1116354682616908,0.009227540637950104,0.005611176095581771,0.003616364542368333,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,V_GIVEN_PCT,2021,1401387,12756,33412,217399,1137820,0.27629526945070176,0.1642337198789485,1.6823297289640051,0.11206154957175327,0.1604161393841143,0.11587913006658745,0.009102410683130356,0.005410598485194521,0.0036918121979358353,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,V_GIVEN_PCT,2022,1391534,12244,32269,209393,1137628,0.27506571114056566,0.15927530337023746,1.7269828110210654,0.1157904077703282,0.15544894994213157,0.11961676119843409,0.008798922627833744,0.0050949682716479655,0.0037039543561857785,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,V_GIVEN_PCT,2023,1383578,12132,31085,210970,1129391,0.2807228636879006,0.1612500343312773,1.7409166134574239,0.11947282935662332,0.15739789504469318,0.12332496864320744,0.008768569607206822,0.005036754511632022,0.0037318150955747992,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,V_GIVEN_PCT,2024,1377716,13333,34256,216846,1113281,0.28016978713568264,0.16707289455882054,1.676931424905939,0.11309689257686209,0.16302653806741763,0.11714324906826501,0.009677611350960576,0.005771023911430012,0.003906587439530563,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,V_GIVEN_PCT,2025,1374371,12225,29923,214217,1118006,0.2900493499098415,0.16476046133103797,1.7604305521278685,0.12528888857880352,0.1607966534131298,0.1292526964967117,0.008894978139090537,0.005052728793157443,0.0038422493459330945,true
R0T15_30cc9cff66c45b57bc80,W120_K3_P20_C20_T25_V20,120,3,0.2,0.2,0.25,0.2,center,PCT_fast_W120,W120_K3_P20_C20_T25_V20,V_GIVEN_PCT,2026,1473357,13987,36055,233078,1190237,0.27950521561888014,0.1676884828320631,1.6668122395668605,0.11181673278681703,0.16375714441286715,0.11574807120601299,0.009493286420059768,0.005695474388001076,0.003797812032058692,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,C_GIVEN_P,2016,1535731,138755,171534,213492,1011950,0.4471798871374751,0.22936764316146513,1.949620622045104,0.21781224397600996,0.17421632357957373,0.27296356355790136,0.09035110966699246,0.04634291853776987,0.04400819112922259,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,C_GIVEN_P,2017,1443040,135150,164326,201853,941711,0.45128825014358415,0.2335368388956647,1.9324071194832024,0.21775141124791944,0.17651220220293748,0.2747760479406467,0.09365644749972281,0.04846620908991995,0.04519023840980286,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,C_GIVEN_P,2018,1429180,134929,163549,195596,935106,0.4520567680030019,0.23126897941476932,1.9546796511444828,0.22078778858823256,0.17298633945991074,0.27907042854309116,0.09441008130536392,0.04829951611256911,0.046110565192794814,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,C_GIVEN_P,2019,1419208,126204,154399,197758,940847,0.44975998118338006,0.22826957007006726,1.97030195941284,0.2214904111133128,0.17368446476170402,0.27607551642167605,0.08892565430860029,0.04513300810760021,0.04379264620100008,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,C_GIVEN_P,2020,1411597,134864,163401,195169,918163,0.4521616683150889,0.2338011486281141,1.9339582845005638,0.2183605196869748,0.17530170694815203,0.2768599613669369,0.09554001602440357,0.04940128067399155,0.04613873535041202,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,C_GIVEN_P,2021,1400732,131031,156273,192907,920521,0.4560709213933673,0.23126336801044026,1.9720845774968487,0.22480755338292704,0.1732550286143334,0.2828158927790339,0.09354466093442572,0.04743440621251711,0.046110254721908606,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,C_GIVEN_P,2022,1390570,127875,154272,191169,917254,0.4532211932077959,0.22943397311893685,1.9753883308852846,0.22378722008885907,0.1724693551108196,0.28075183809697635,0.09195869319775343,0.04655221039831772,0.04540648279943571,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,C_GIVEN_P,2023,1381804,122162,147600,191491,920551,0.4528510316501212,0.22698805329844174,1.9950434618456194,0.22586297835167946,0.1721976328232207,0.2806533988269005,0.08840761786765707,0.044313630032836955,0.04409398783482011,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,C_GIVEN_P,2024,1377450,136282,162339,187884,890945,0.45637111924479523,0.23533776180623617,1.9392175558317133,0.22103335743855906,0.17415549637616343,0.2822156228686318,0.09893789248248576,0.051019490920425466,0.047918401562060293,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,C_GIVEN_P,2025,1373912,120794,148569,192197,912352,0.4484431789072738,0.2278100780836036,1.9684957868400383,0.22063310082367021,0.17400495586886594,0.27443822303840787,0.08791975031879772,0.0446634180812408,0.04325633223755691,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,C_GIVEN_P,2026,1472356,142284,170508,203894,955670,0.4548837566178163,0.23511840886307386,1.9347007272524008,0.21976534775474246,0.17583678003111514,0.2790469765867012,0.09663695464955487,0.049949303935392396,0.04668765071416247,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,T_GIVEN_PC,2016,1565529,38192,100563,202053,1224721,0.2752477388202227,0.15345930992016119,1.7936203346895225,0.1217884289000615,0.141615280345731,0.13363245847449168,0.024395587689528587,0.013601310833572527,0.01079427685595606,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,T_GIVEN_PC,2017,1476879,36982,98168,188115,1153614,0.27363669996300405,0.15241397568792028,1.7953517630384297,0.12122272427508377,0.14020342408936529,0.13343327587363876,0.025040643140027043,0.013947485754907766,0.011093157385119278,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,T_GIVEN_PC,2018,1464773,36947,97982,185502,1144342,0.273825493407644,0.15186585225150928,1.8030748146999758,0.12195964115613472,0.13949154938473987,0.13433394402290413,0.02522370360458583,0.013989271770058497,0.011234431834527332,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,T_GIVEN_PC,2019,1453558,35060,91144,187844,1139510,0.27780419004152007,0.15335060589257532,1.8115623894966975,0.12445358414894475,0.14151763583791513,0.13628655420360494,0.02412012454955358,0.013314542568006626,0.010805581981546953,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,T_GIVEN_PC,2020,1446214,36942,97922,183149,1128201,0.2739203938782774,0.15218425488897216,1.7999259784011117,0.12173613898930521,0.13966446791474435,0.13425592596353303,0.0255439374808984,0.014191659983478478,0.011352277497419922,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,T_GIVEN_PC,2021,1435400,36093,94938,183807,1120562,0.2754539002220848,0.15319771492266965,1.7980287784392022,0.12225618529941518,0.14091641245690445,0.13453748776518037,0.025144907342900934,0.013984707944846263,0.011160199398054672,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,T_GIVEN_PC,2022,1426525,34718,93157,182637,1116013,0.2714995112414467,0.15236676539142321,1.7818814394594318,0.11913274585002351,0.1406360451237824,0.13086346611766433,0.024337463416343914,0.013658295595540382,0.010679167820803533,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,T_GIVEN_PC,2023,1418800,33821,88341,183309,1113329,0.2768536860889638,0.1530377784042853,1.8090545287294333,0.12381590768467851,0.14137253419998488,0.13548115188897894,0.023837750211446292,0.013176910829873345,0.010660839381572947,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,T_GIVEN_PC,2024,1413795,37131,99151,177302,1100211,0.2724571109904463,0.15167191848888983,1.7963583088085229,0.12078519250155645,0.13878684600469818,0.1336702649857481,0.026263355012572546,0.014620332081739492,0.011643022930833054,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,T_GIVEN_PC,2025,1410870,33105,87689,183379,1106697,0.27406162557742936,0.1534400759814866,1.7861150278007971,0.12062154959594276,0.14214588907940306,0.1319157364980263,0.0234642454655638,0.013137029306816142,0.01032721615874766,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,T_GIVEN_PC,2026,1510187,39009,103275,192743,1175160,0.2741629417221894,0.15345914115271816,1.7865533435336398,0.12070380056947125,0.1409039968477297,0.13325894487445972,0.025830575948541473,0.014458328961759935,0.011372246986781537,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,V_GIVEN_PCT,2016,1546257,13147,24770,303202,1205138,0.3467310177492945,0.2045901813217337,1.6947588369552957,0.14214083642756078,0.20101701207950462,0.14571400566978987,0.008502467571690864,0.005016918859656692,0.0034855487120341727,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,V_GIVEN_PCT,2017,1443950,12399,23580,279779,1128192,0.34461769365463185,0.20234634163232798,1.7031081010637545,0.14227135202230387,0.1987107689007799,0.14590692475385195,0.00858686242598428,0.005041877506554609,0.0035449849194296706,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,V_GIVEN_PCT,2018,1429225,12170,23759,273677,1119619,0.33872359375434885,0.2000013993597929,1.693606118950205,0.13872219439455596,0.1964241625612935,0.14229943119305535,0.008515104339764558,0.005027794978116111,0.0034873093616484465,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,V_GIVEN_PCT,2019,1418108,11763,22297,279703,1104345,0.3453611274221961,0.20553159561895146,1.6803310769916067,0.13982953180324464,0.20209053443233183,0.14327059298986428,0.008294854834751656,0.004936440769519308,0.003358414065232348,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,V_GIVEN_PCT,2020,1411427,12110,23818,280301,1095198,0.33706301491872637,0.20717401608443087,1.6269560309211801,0.1298889988342955,0.20378131863418295,0.13328169628454342,0.00857996906676718,0.005273633032300949,0.003306336034466231,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,V_GIVEN_PCT,2021,1401387,11895,23210,273443,1092839,0.3388406209941604,0.20361113668101674,1.664155637640775,0.13522948431314366,0.2001365750262391,0.1387040459679213,0.008488019369381905,0.005100496117908253,0.0033875232514736517,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,V_GIVEN_PCT,2022,1391534,11405,22301,264604,1093224,0.33836705631044917,0.19834872881295032,1.7059199639718434,0.14001832749749885,0.19487298833136452,0.14349406797908465,0.008195990899252192,0.004804440461655485,0.0033915504375967073,true
R0T15_4623702357099f4800ff,W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,immediate_neighbor,PCVT_short_window_or_state_line_specific_W120,W120_K3_P20_C20_T20_V30,V_GIVEN_PCT,2023,1383578,11280,21536,265324,1085438,0.3437347635299854,0.19991933956741145,1.71936724217759,0.14381542396257394,0.19642542505637559,0.1473093384736098,0.008152774906799616,0.004741729810132984,0.003411045096666632,true
