step_id,W,q,year,N,n11,n10,n01,n00,anchor_true_count,target_true_count,retention,target_marginal_rate,lift,delta,delta_nonanchor,year_share_of_step_denominator
T_GIVEN_PC,120,0.3,2020,151961,8099,11161,31793,100908,19260,39892,0.42050882658359295,0.26251472417264954,1.6018485359588233,0.15799410241094342,0.18092510076389304,0.09718923122775107
T_GIVEN_PC,120,0.3,2021,162826,9860,14811,31140,107015,24671,41000,0.39965951927364113,0.2518025376782578,1.5871941679329242,0.14785698159538335,0.17426051091346595,0.10413812599212821
T_GIVEN_PC,120,0.3,2022,172988,12737,17181,31610,111460,29918,44347,0.42573032956748447,0.2563588225772886,1.660681404632106,0.16937150699019587,0.20478953135681835,0.11063740520019084
T_GIVEN_PC,120,0.3,2023,181754,14931,23230,30990,112603,38161,45921,0.39126333167369826,0.2526546871045479,1.5486090369334586,0.13860864456915034,0.17544501183916594,0.11624384896498882
T_GIVEN_PC,120,0.3,2024,186108,7901,9488,41814,126905,17389,49715,0.454367703720743,0.26712983858834655,1.7009245620850857,0.18723786513239643,0.2065355093620756,0.11902852340623117
T_GIVEN_PC,120,0.3,2025,189646,16068,22959,31533,119086,39027,47601,0.4117149665616112,0.2509992301445852,1.6403037026227036,0.16071573641702602,0.20235890922488742,0.12129131122734174
T_GIVEN_PC,120,0.3,2026,91202,2450,3773,19085,65894,6223,21535,0.3937007874015748,0.23612420780246046,1.6673461440723674,0.15757657959911436,0.16911588995632365,0.058329783736836116
T_GIVEN_PC,250,0.1,2017,78284,177,1257,3921,72929,1434,4098,0.12343096234309624,0.05234786163200654,2.357898842378464,0.0710831007110897,0.0724094919462192,0.053603647710286674
T_GIVEN_PC,250,0.1,2018,128438,212,1812,6724,119690,2024,6936,0.10474308300395258,0.05400270947850325,1.939589402373365,0.05074037352544933,0.05155277180424368,0.08794575270315518
T_GIVEN_PC,250,0.1,2019,140488,694,6689,5889,127216,7383,6583,0.09399972910740892,0.04685809464153522,2.0060510318762974,0.0471416344658737,0.04975646251336662,0.09619678682135244
