candidate_q_vector_id,W,K,qP,qC,qT,qV,changed_layer,changed_q,role,profile_type,state_name,year,valid_rows,raw_state_days,confirmed_state_days,unique_securities,confirmed_intervals,confirmed_interval_total_duration,step_id,N,n11,n10,n01,n00,anchor_true_count,target_true_count,child_true_count,retention,target_marginal_rate,nonanchor_target_rate,lift,delta,delta_nonanchor
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2026,,,,,,,C_GIVEN_P,90825,1689,3022,10335,75779,4711,12024,1689,0.35852260666525154,0.1323864574731627,0.12001532851801101,2.7081516758459303,0.22613614919208885,0.23850727814724054
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2016,,,,,,,T_GIVEN_PC,0,0,0,0,0,0,0,0,,,,,,
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2017,,,,,,,T_GIVEN_PC,78284,928,2254,10934,64168,3182,11862,928,0.2916404776869893,0.15152521588063972,0.1455886660807968,1.9246993049442145,0.1401152618063496,0.14605181160619252
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2018,,,,,,,T_GIVEN_PC,128438,1361,3373,19018,104686,4734,20379,1361,0.2874947190536544,0.15866799545305907,0.15373795511867036,1.8119263322936978,0.12882672360059536,0.13375676393498406
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2019,,,,,,,T_GIVEN_PC,140488,3952,12160,15941,108435,16112,19893,3952,0.24528301886792453,0.14159928250099652,0.1281678137261208,1.7322334868907145,0.10368373636692801,0.11711520514180374
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2020,,,,,,,T_GIVEN_PC,147514,1775,4299,21296,120144,6074,23071,1775,0.2922291735265064,0.15639871469826594,0.1505656108597285,1.8684883318273617,0.13583045882824046,0.1416635626667779
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2021,,,,,,,T_GIVEN_PC,156731,2449,8179,19381,126722,10628,21830,2449,0.23042905532555513,0.1392832305032189,0.1326529913827916,1.6543919500792295,0.09114582482233624,0.09777606394276353
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2022,,,,,,,T_GIVEN_PC,168340,3541,9214,21498,134087,12755,25039,3541,0.27761662093296746,0.14874064393489367,0.1381752739659993,1.8664476204263645,0.1288759769980738,0.13944134696696817
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2023,,,,,,,T_GIVEN_PC,177739,6096,18584,20363,132696,24680,26459,6096,0.24700162074554294,0.148864346035479,0.13304020018424267,1.6592396186436393,0.09813727471006395,0.11396142056130026
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2024,,,,,,,T_GIVEN_PC,183635,1527,3191,26078,152839,4718,27605,1527,0.3236540907164053,0.15032537370327007,0.14575473543598427,2.1530236895021586,0.1733287170131352,0.177899355280421
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2025,,,,,,,T_GIVEN_PC,188429,6440,17510,21420,143059,23950,27860,6440,0.2688935281837161,0.14785409889135961,0.13022939098608333,1.8186410129981851,0.12103942929235648,0.13866413719763276
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2026,,,,,,,T_GIVEN_PC,90825,493,1196,11685,77451,1689,12178,493,0.29188869153345176,0.1340820258739334,0.13109181475498116,2.176941238998666,0.15780666565951837,0.1607968767784706
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2016,,,,,,,V_GIVEN_PCT,0,0,0,0,0,0,0,0,,,,,,
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2017,,,,,,,V_GIVEN_PCT,68321,211,660,10260,57190,871,10471,211,0.24225028702640644,0.15326180822880228,0.15211267605633802,1.5806304899179748,0.08898847879760416,0.09013761097006842
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2018,,,,,,,V_GIVEN_PCT,127605,452,893,22152,104108,1345,22604,452,0.33605947955390336,0.17714039418518082,0.1754474893077776,1.8971363426152823,0.15891908536872254,0.16061199024612577
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2019,,,,,,,V_GIVEN_PCT,139621,980,2943,16996,118702,3923,17976,980,0.24980881978078,0.12874854069230274,0.12524871405621307,1.9402846699272522,0.12106027908847727,0.12456010572456694
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2020,,,,,,,V_GIVEN_PCT,146536,489,1255,13057,131735,1744,13546,489,0.28038990825688076,0.09244144783534422,0.09017763412343223,3.033162232122418,0.18794846042153654,0.19021227413344854
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2021,,,,,,,V_GIVEN_PCT,155197,677,1734,17481,135305,2411,18158,677,0.2807963500622149,0.11699968427224754,0.11441493330540756,2.399975280350565,0.16379666578996732,0.16638141675680732
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2022,,,,,,,V_GIVEN_PCT,167224,1055,2459,28679,135031,3514,29734,1055,0.30022766078542973,0.17780940534851455,0.1751817237798546,1.6884802027033936,0.12241825543691517,0.12504593700557512
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2023,,,,,,,V_GIVEN_PCT,176344,1602,4445,28358,141939,6047,29960,1602,0.26492475607739374,0.16989520482692919,0.16652084299782147,1.55934216240694,0.09502955125046456,0.09840391307957227
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2024,,,,,,,V_GIVEN_PCT,182973,414,1110,17914,163535,1524,18328,414,0.27165354330708663,0.10016778431790482,0.09872746611995657,2.711985147289806,0.1714857589891818,0.17292607718713005
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2025,,,,,,,V_GIVEN_PCT,187950,1150,5275,18602,162923,6425,19752,1150,0.17898832684824903,0.10509177972865123,0.10247624294174357,1.7031620104864524,0.0738965471195978,0.07651208390650546
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,interlayer_year,,2026,,,,,,,V_GIVEN_PCT,90641,110,380,6389,83762,490,6499,110,0.22448979591836735,0.0717004446111583,0.0708699848032745,3.130940081833626,0.15278935130720905,0.15361981111509285
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_P,2016,0,0,0,0,0,0,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_P,2017,102812,22216,18789,485,1354,19720,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_P,2018,133466,18424,14796,526,1342,17231,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_P,2019,145862,50835,44375,611,2604,43214,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_P,2020,152011,22882,19009,609,1500,17331,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_P,2021,161626,37846,32302,664,2165,35830,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_P,2022,171743,45576,37985,717,2907,42845,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_P,2023,180049,72136,63469,758,3529,55889,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_P,2024,186537,20481,16069,662,1611,16579,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_P,2025,190479,65262,57634,784,3214,58865,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_P,2026,91702,8726,7286,471,543,4210,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PC,2016,0,0,0,0,0,0,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PC,2017,93060,4925,3612,270,470,3630,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PC,2018,132919,7662,5644,393,749,6273,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PC,2019,144792,22245,17461,577,1938,17934,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PC,2020,151407,9777,7424,512,907,6458,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PC,2021,160507,15524,11943,576,1348,13467,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PC,2022,170869,19262,14848,668,1660,14482,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PC,2023,179355,32769,26644,727,2504,25548,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PC,2024,186264,8292,5861,492,874,5965,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PC,2025,190206,31098,25551,762,2267,25927,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PC,2026,91638,3009,2238,263,280,1542,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCT,2016,0,0,0,0,0,0,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCT,2017,93060,1428,472,127,194,472,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCT,2018,132919,2181,677,212,311,677,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCT,2019,144792,5352,1597,418,775,1619,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCT,2020,151407,2735,858,265,381,840,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCT,2021,160507,3633,1037,316,480,1055,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCT,2022,170869,5271,1793,443,776,1788,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCT,2023,179355,8071,2639,567,1184,2628,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCT,2024,186264,2556,771,235,345,768,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCT,2025,190206,8021,2602,562,1128,2616,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCT,2026,91638,820,257,97,112,240,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2016,0,0,0,0,0,0,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2017,92947,278,82,28,35,82,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2018,132903,607,163,77,83,163,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2019,144751,1089,279,123,148,279,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2020,151357,621,181,67,79,181,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2021,160456,809,200,83,106,203,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2022,170838,1248,373,129,156,376,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2023,179287,1875,509,198,249,505,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2024,186258,566,165,69,78,163,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2025,190189,1232,331,130,157,332,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2026,91635,132,34,16,19,33,,,,,,,,,,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2016,,,,,,,C_GIVEN_P,0,0,0,0,0,0,0,0,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2017,,,,,,,C_GIVEN_P,78284,4925,7539,7081,58739,12464,12006,4925,0.3951379974326059,0.1533646722190997,0.10758128228501974,2.576460352408306,0.24177332521350622,0.2875567151475862
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2018,,,,,,,C_GIVEN_P,128438,7662,10215,15694,94867,17877,23356,7662,0.42859540191307266,0.1818464940282471,0.14194878845162398,2.3569076995594807,0.24674890788482556,0.2866466134614487
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2019,,,,,,,C_GIVEN_P,140488,22245,27520,11922,78801,49765,34167,22245,0.4470009042499749,0.24320226638574113,0.13141099831354783,1.837980011012687,0.20379863786423377,0.3155899059364271
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2020,,,,,,,C_GIVEN_P,147514,9777,12501,16889,108347,22278,26666,9777,0.4388634527336386,0.18076928291551989,0.1348573892490977,2.4277545701098764,0.2580941698181187,0.30400606348454084
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2021,,,,,,,C_GIVEN_P,156731,15524,21203,17901,102103,36727,33425,15524,0.4226863070765377,0.21326348967338943,0.14917002766574447,1.9819909527124258,0.20942281740314828,0.27351627941079326
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2022,,,,,,,C_GIVEN_P,168340,19262,25440,18402,105236,44702,37664,19262,0.43089794640060847,0.22373767375549483,0.14883773597114155,1.925906974752507,0.20716027264511364,0.28206021042946694
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2023,,,,,,,C_GIVEN_P,177739,32769,38673,17134,89163,71442,49903,32769,0.45867976820357775,0.2807656170002082,0.1611898736558887,1.6336749959067731,0.17791415120336956,0.29748989454768904
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2024,,,,,,,C_GIVEN_P,183635,8292,11916,21247,142180,20208,29539,8292,0.41033254156769594,0.16085713507773572,0.1300091172205327,2.550912903984016,0.24947540648996022,0.28032342434716323
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2025,,,,,,,C_GIVEN_P,188429,31098,33891,19545,103895,64989,50643,31098,0.47851174814199327,0.26876436217355076,0.15833603370058327,1.7804136838387863,0.2097473859684425,0.32017571444141
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2026,,,,,,,C_GIVEN_P,90825,3009,5653,9015,73148,8662,12024,3009,0.3473793581159086,0.1323864574731627,0.10972092060903327,2.623979557624534,0.2149929006427459,0.23765843750687532
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2016,,,,,,,T_GIVEN_PC,0,0,0,0,0,0,0,0,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2017,,,,,,,T_GIVEN_PC,78284,1428,3497,10434,62925,4925,11862,1428,0.2899492385786802,0.15152521588063972,0.14223203696887907,1.9135378682257125,0.1384240226980405,0.14771720160980115
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2018,,,,,,,T_GIVEN_PC,128438,2181,5481,18198,102578,7662,20379,2181,0.2846515270164448,0.15866799545305907,0.15067563092005035,1.7940072048156503,0.12598353156338574,0.13397589609639446
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2019,,,,,,,T_GIVEN_PC,140488,5352,16893,14541,103702,22245,19893,5352,0.24059339177343222,0.14159928250099652,0.12297556726402409,1.6991144836608831,0.09899410927243571,0.11761782450940814
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2020,,,,,,,T_GIVEN_PC,147514,2735,7042,20336,117401,9777,23071,2735,0.27973816099007875,0.15639871469826594,0.14764369777184053,1.7886218664249696,0.12333944629181282,0.13209446321823823
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2021,,,,,,,T_GIVEN_PC,156731,3633,11891,18197,123010,15524,21830,3633,0.23402473589281114,0.1392832305032189,0.12886754905918263,1.6802075529645526,0.09474150538959225,0.10515718683362851
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2022,,,,,,,T_GIVEN_PC,168340,5271,13991,19768,129310,19262,25039,5271,0.27364759630360297,0.14874064393489367,0.13260172527133446,1.8397634235292353,0.1249069523687093,0.1410458710322685
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2023,,,,,,,T_GIVEN_PC,177739,8071,24698,18388,126582,32769,26459,8071,0.2462998565717599,0.148864346035479,0.12684003586949025,1.6545255001023482,0.09743551053628091,0.11945982070226965
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2024,,,,,,,T_GIVEN_PC,183635,2556,5736,25049,150294,8292,27605,2556,0.30824891461649784,0.15032537370327007,0.14285714285714285,2.0505448083898057,0.15792354091322777,0.165391771759355
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2025,,,,,,,T_GIVEN_PC,188429,8021,23077,19839,137492,31098,27860,8021,0.25792655476236415,0.14785409889135961,0.12609720906877855,1.7444667188556178,0.11007245587100453,0.1318293456935856
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2026,,,,,,,T_GIVEN_PC,90825,820,2189,11358,76458,3009,12178,820,0.2725157859754071,0.1340820258739334,0.1293386171084996,2.032455761308618,0.1384337601014737,0.1431771688669075
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2016,,,,,,,V_GIVEN_PCT,0,0,0,0,0,0,0,0,,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2017,,,,,,,V_GIVEN_PCT,68321,278,1037,10193,56813,1315,10471,278,0.21140684410646388,0.15326180822880228,0.15212070560845298,1.3793837261195414,0.058145035877661594,0.0592861384980109
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2018,,,,,,,V_GIVEN_PCT,127605,607,1558,21997,103443,2165,22604,607,0.28036951501154733,0.17714039418518082,0.17535873724489795,1.5827531394022518,0.10322912082636651,0.10501077776664938
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2019,,,,,,,V_GIVEN_PCT,139621,1089,4222,16887,117423,5311,17976,1089,0.2050461306721898,0.12874854069230274,0.12573151664060755,1.5926093575090015,0.07629758997988706,0.07931461403158224
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2020,,,,,,,V_GIVEN_PCT,146536,621,2064,12925,130926,2685,13546,621,0.23128491620111732,0.09244144783534422,0.08984991414727739,2.501961204816693,0.1388434683657731,0.14143500205383994
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2021,,,,,,,V_GIVEN_PCT,155197,809,2773,17349,134266,3582,18158,809,0.22585147962032384,0.11699968427224754,0.11442799195330278,1.9303597357988433,0.1088517953480763,0.11142348766702106
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2022,,,,,,,V_GIVEN_PCT,167224,1248,3992,28486,133498,5240,29734,1248,0.2381679389312977,0.17780940534851455,0.17585687475306203,1.3394563603903722,0.06035853358278315,0.062311064178235676
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2023,,,,,,,V_GIVEN_PCT,176344,1875,6128,28085,140256,8003,29960,1875,0.2342871423216294,0.16989520482692919,0.16683398577886552,1.3790097405061887,0.06439193749470021,0.06745315654276388
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2024,,,,,,,V_GIVEN_PCT,182973,566,1984,17762,162661,2550,18328,566,0.22196078431372548,0.10016778431790482,0.09844642867040233,2.2158899273371504,0.12179299999582066,0.12351435564332315
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2025,,,,,,,V_GIVEN_PCT,187950,1232,6772,18520,161426,8004,19752,1232,0.1539230384807596,0.10509177972865123,0.10291976481833438,1.4646534569896097,0.04883125875210838,0.05100327366242523
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,interlayer_year,,2026,,,,,,,V_GIVEN_PCT,90641,132,685,6367,83457,817,6499,132,0.16156670746634028,0.0717004446111583,0.0708830602066263,2.253357121319672,0.08986626285518197,0.09068364725971398
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,state_year,S_P,2016,0,0,0,0,0,0,,,,,,,,,,,,,,,
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,state_year,S_P,2017,102812,26426,22594,502,1526,23775,,,,,,,,,,,,,,,
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,state_year,S_P,2018,133466,22900,18669,552,1611,21969,,,,,,,,,,,,,,,
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,state_year,S_P,2019,145862,58533,51945,611,2664,50107,,,,,,,,,,,,,,,
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,state_year,S_P,2020,152011,28413,23944,626,1733,22183,,,,,,,,,,,,,,,
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,state_year,S_P,2021,161626,44596,38482,676,2389,42812,,,,,,,,,,,,,,,
