candidate_q_vector_id,W,K,qP,qC,qT,qV,changed_layer,changed_q,role,profile_type,state_name,year,valid_rows,raw_state_days,confirmed_state_days,unique_securities,confirmed_intervals,confirmed_interval_total_duration,step_id,N,n11,n10,n01,n00,anchor_true_count,target_true_count,child_true_count,retention,target_marginal_rate,nonanchor_target_rate,lift,delta,delta_nonanchor
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_P,2016,48351,21761,19241,488,1022,19717,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_P,2017,126750,22567,18240,544,1690,18390,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_P,2018,138219,22959,17870,583,1881,19358,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_P,2019,149395,40794,33815,623,2700,32686,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_P,2020,156639,23019,18290,643,1784,17543,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_P,2021,167633,34153,27800,700,2405,30171,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_P,2022,176278,39088,31289,740,2879,32086,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_P,2023,183908,51385,42382,769,3577,39473,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_P,2024,188674,22293,16751,758,1994,16985,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_P,2025,191629,51588,43763,790,3158,44853,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_P,2026,92136,7983,6198,539,643,4377,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PC,2016,37011,6278,5038,353,511,5097,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PC,2017,125417,9883,7387,468,956,7402,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PC,2018,137492,10104,7197,506,1066,7560,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PC,2019,148708,18829,14007,604,1856,14089,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PC,2020,156065,10169,7331,557,1054,6893,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PC,2021,166886,14002,10101,634,1380,11249,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PC,2022,175753,17158,12523,708,1695,11910,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PC,2023,183471,22871,17130,752,2200,16580,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PC,2024,188470,8751,5785,587,991,5965,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PC,2025,191388,24239,18919,773,2099,19151,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PC,2026,92071,2749,1832,292,309,1354,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCT,2016,37011,1608,501,179,244,501,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCT,2017,125417,2818,987,276,407,988,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCT,2018,137492,2853,875,281,394,874,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCT,2019,148708,4740,1378,403,681,1386,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCT,2020,156065,2858,824,281,373,819,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCT,2021,166886,3707,1116,346,506,1149,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCT,2022,175753,5082,1721,466,712,1696,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCT,2023,183471,5979,1882,516,859,1872,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCT,2024,188470,2669,758,255,350,761,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCT,2025,191388,6695,2215,541,897,2228,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCT,2026,92071,791,223,94,105,206,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCVT,2016,36246,97,28,12,12,28,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCVT,2017,125380,750,230,91,109,231,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCVT,2018,137470,960,242,118,130,241,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCVT,2019,148668,1219,317,136,167,317,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCVT,2020,156039,960,240,100,115,240,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCVT,2021,166834,1138,292,129,154,306,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCVT,2022,175725,1557,496,176,208,482,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCVT,2023,183436,1610,444,169,209,444,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCVT,2024,188457,726,183,84,94,183,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCVT,2025,191368,1521,409,161,195,409,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,state_year,S_PCVT,2026,92069,230,60,29,33,60,,,,,,,,,,,,,,,
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2016,,,,,,,C_GIVEN_P,27827,6278,4143,2849,14557,10421,9127,6278,0.6024373860474043,0.3279908003018651,0.1636791910835344,1.8367508646369144,0.27444658574553915,0.43875819496386986
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2017,,,,,,,C_GIVEN_P,120518,9883,11351,14488,84796,21234,24371,9883,0.46543279645850993,0.20221875570454206,0.14592482172354054,2.3016302065400147,0.26321404075396787,0.3195079747349694
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2018,,,,,,,C_GIVEN_P,134378,10104,12128,20745,91401,22232,30849,10104,0.45448002878733357,0.2295688282308116,0.18498207693542346,1.9797114106902756,0.22491120055652197,0.2694979518519101
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2019,,,,,,,C_GIVEN_P,144350,18829,21278,18583,85660,40107,37412,18829,0.4694691699703294,0.25917561482507795,0.17826616655314986,1.8113940630069776,0.21029355514525144,0.29120300341717953
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2020,,,,,,,C_GIVEN_P,151961,10169,12276,21172,108344,22445,31341,10169,0.4530630429939853,0.20624370726699615,0.16347015040612742,2.1967363222746243,0.24681933572698916,0.2895928925878579
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2021,,,,,,,C_GIVEN_P,162826,14002,19404,23434,105986,33406,37436,14002,0.4191462611506915,0.22991414147617703,0.18106938649358678,1.823055591359186,0.18923211967451445,0.2380768746571047
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2022,,,,,,,C_GIVEN_P,172988,17158,21405,25172,109253,38563,42330,17158,0.4449342634131162,0.24469905426966032,0.18725683466617074,1.818291716496767,0.20023520914345588,0.25767742874694544
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2023,,,,,,,C_GIVEN_P,181754,22871,28077,24850,105956,50948,47721,22871,0.4489086912145717,0.2625581830386126,0.18997599498493953,1.7097493820962109,0.1863505081759591,0.2589326962296322
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2024,,,,,,,C_GIVEN_P,186108,8751,13338,28457,135562,22089,37208,8751,0.3961700393861198,0.1999269241515679,0.1734981922826014,1.98157422301849,0.19624311523455187,0.22267184710351837
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2025,,,,,,,C_GIVEN_P,189646,24239,27108,24144,114155,51347,48383,24239,0.4720626326757162,0.2551227022979657,0.1745782688233465,1.8503356558381843,0.2169399303777505,0.29748436385236965
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2026,,,,,,,C_GIVEN_P,91202,2749,5169,12447,70837,7918,15196,2749,0.3471836322303612,0.16661915308874806,0.1494524758657125,2.0836958164433668,0.18056447914161314,0.1977311563646487
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2016,,,,,,,T_GIVEN_PC,27827,1608,4670,2156,19393,6278,3764,1608,0.25613252628225547,0.13526431163977432,0.10005104645227157,1.8935706187184707,0.12086821464248115,0.15608147982998388
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2017,,,,,,,T_GIVEN_PC,120518,2818,7065,16305,94330,9883,19123,2818,0.2851360922796722,0.1586733931860801,0.14737650833822932,1.7970000297736513,0.1264626990935921,0.13775958394144286
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2018,,,,,,,T_GIVEN_PC,134378,2853,7251,18962,105312,10104,21815,2853,0.28236342042755347,0.16234056169908764,0.1525821974025138,1.739327605327242,0.12002285872846583,0.12978122302503967
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2019,,,,,,,T_GIVEN_PC,144350,4740,14089,16537,108984,18829,21277,4740,0.2517393382548197,0.14739868375476273,0.13174687900829343,1.7078805036933413,0.10434065450005697,0.11999245924652627
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2020,,,,,,,T_GIVEN_PC,151961,2858,7311,21213,120579,10169,24071,2858,0.28105025076212015,0.15840248484808603,0.14960646580907244,1.7742793052246495,0.12264776591403412,0.1314437849530477
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2021,,,,,,,T_GIVEN_PC,162826,3707,10295,20673,128151,14002,24380,3707,0.26474789315812025,0.149730387038925,0.13890904692791486,1.768164087422645,0.11501750611919526,0.1258388462302054
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2022,,,,,,,T_GIVEN_PC,172988,5082,12076,21859,133971,17158,26941,5082,0.2961883669425341,0.15573912641339283,0.14027465828146057,1.9018237341099102,0.14044924052914126,0.1559137086610735
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2023,,,,,,,T_GIVEN_PC,181754,5979,16892,21436,137447,22871,27415,5979,0.2614227624502645,0.15083574501799135,0.13491688852803635,1.7331618736598715,0.11058701743227317,0.12650587392222817
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2024,,,,,,,T_GIVEN_PC,186108,2669,6082,27339,150018,8751,30008,2669,0.3049937150039995,0.16123971027575387,0.15414672102031496,1.8915545958399207,0.14375400472824565,0.15084699398368456
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2025,,,,,,,T_GIVEN_PC,189646,6695,17544,21407,144000,24239,28102,6695,0.27620776434671396,0.14818134840703204,0.12942015755076872,1.8639846871146866,0.12802641593968192,0.14678760679594524
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2026,,,,,,,T_GIVEN_PC,91202,791,1958,12142,76311,2749,12933,791,0.2877409967260822,0.14180610074340474,0.13727064090533955,2.029115780051972,0.14593489598267748,0.15047035582074267
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2016,,,,,,,V_GIVEN_PCT,18593,97,746,1728,16022,843,1825,97,0.11506524317912219,0.0981552197063411,0.09735211267605634,1.1722783925640652,0.01691002347278109,0.017713130503065846
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2017,,,,,,,V_GIVEN_PCT,118950,750,2031,20724,95445,2781,21474,750,0.2696871628910464,0.1805296343001261,0.17839526896159905,1.4938664443461844,0.08915752859092027,0.09129189392944734
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2018,,,,,,,V_GIVEN_PCT,133772,960,1871,25994,104947,2831,26954,960,0.33910279053338044,0.2014920910205424,0.19851688928601433,1.6829583176979805,0.13761069951283803,0.1405859012473661
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2019,,,,,,,V_GIVEN_PCT,143500,1219,3481,20291,118509,4700,21510,1219,0.2593617021276596,0.14989547038327525,0.14618876080691642,1.7302837868581662,0.10946623174438433,0.11317294132074315
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2020,,,,,,,V_GIVEN_PCT,150783,960,1872,19771,128180,2832,20731,960,0.3389830508474576,0.13748897422123182,0.13363208089164655,2.4655289834514593,0.2014940766262258,0.20535096995581106
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2021,,,,,,,V_GIVEN_PCT,161119,1138,2517,25685,131779,3655,26823,1138,0.3113543091655267,0.1664794344552784,0.16311664888482447,1.8702268552526,0.1448748747102483,0.14823766028070223
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2022,,,,,,,V_GIVEN_PCT,171912,1557,3497,33839,133019,5054,35396,1557,0.30807281361297983,0.20589603983433385,0.20280118424049193,1.4962541963451967,0.10217677377864598,0.10527162937248791
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2023,,,,,,,V_GIVEN_PCT,180613,1610,4334,32327,142342,5944,33937,1610,0.2708613728129206,0.18789898844490707,0.18507577188854346,1.441526508762119,0.08296238436801354,0.08578560092437715
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2024,,,,,,,V_GIVEN_PCT,185581,726,1930,26167,156758,2656,26893,726,0.2733433734939759,0.1449124640992343,0.1430476971436381,1.8862654444050697,0.1284309093947416,0.1302956763503378
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2025,,,,,,,V_GIVEN_PCT,189174,1521,5154,29124,153375,6675,30645,1521,0.22786516853932584,0.1619937200672397,0.1595844360791018,1.4066296424623406,0.06587144847208615,0.06828073246022404
W120_K3_P20_C20_T20_V20,120,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,interlayer_year,,2026,,,,,,,V_GIVEN_PCT,91038,230,559,9755,80494,789,9985,230,0.2915082382762991,0.1096794745051517,0.10808984033064079,2.657819428762916,0.18182876377114743,0.18341839794565834
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_P,2016,48351,15370,12938,465,962,13046,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_P,2017,126750,12769,9416,506,1231,9616,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_P,2018,138219,12539,9161,555,1257,9474,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_P,2019,149395,23754,17922,616,2124,17699,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_P,2020,156639,11751,8564,565,1124,8225,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_P,2021,167633,20474,15672,675,1787,16789,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_P,2022,176278,21968,16248,721,2019,15997,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_P,2023,183908,30346,22852,767,2822,22034,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_P,2024,188674,11235,7688,643,1206,7719,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_P,2025,191629,32350,25487,785,2601,26136,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_P,2026,92136,3794,2698,367,347,1911,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PC,2016,40179,4459,3406,298,403,3410,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PC,2017,125952,5917,4098,392,639,4123,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PC,2018,137801,5779,3863,432,689,4019,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PC,2019,149004,11251,7535,548,1258,7600,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PC,2020,156357,5406,3553,438,636,3331,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PC,2021,167198,8387,5655,524,923,6326,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PC,2022,175974,10049,6924,632,1096,6450,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PC,2023,183669,14380,9998,707,1587,9787,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PC,2024,188552,4513,2773,411,569,2847,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PC,2025,191467,15717,11371,733,1579,11500,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PC,2026,92107,1204,713,152,133,496,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCT,2016,40179,1259,404,146,190,404,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCT,2017,125952,1780,611,201,257,612,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCT,2018,137801,1654,432,180,216,431,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCT,2019,149004,3001,835,306,426,836,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCT,2020,156357,1603,422,176,207,424,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCT,2021,167198,2316,655,231,306,681,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCT,2022,175974,3088,1006,334,417,977,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCT,2023,183669,3836,1111,372,533,1111,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCT,2024,188552,1404,364,141,172,366,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCT,2025,191467,4615,1451,422,602,1453,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCT,2026,92107,384,108,53,56,104,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCVT,2016,39538,85,25,11,11,25,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCVT,2017,125933,576,175,70,81,176,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCVT,2018,137788,692,158,88,95,157,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCVT,2019,148979,941,240,114,134,240,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCVT,2020,156348,641,143,67,72,143,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCVT,2021,167159,838,205,98,107,219,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCVT,2022,175957,1129,356,135,150,342,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCVT,2023,183647,1201,315,130,150,315,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCVT,2024,188548,477,115,53,58,115,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCVT,2025,191449,1272,336,136,158,336,,,,,,,,,,,,,,,
W120_K3_P10_C20_T20_V20,120,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,state_year,S_PCVT,2026,92107,163,40,23,25,40,,,,,,,,,,,,,,,
