candidate_q_vector_id,W,K,qP,qC,qT,qV,changed_layer,changed_q,role,profile_type,step_id,year,N,n11,n10,n01,n00,anchor_true_count,target_true_count,child_true_count,retention,target_marginal_rate,nonanchor_target_rate,lift,delta,delta_nonanchor,evaluable_securities,security_median_delta,security_q25_delta,security_q75_delta,security_median_lift
W120_K3_P20_C20_T20_V15,120,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1545035,8190,30570,191134,1315141,38760,199324,8190,0.21130030959752322,0.12900937519214775,0.12689183582015237,1.6378678625705347,0.08229093440537547,0.08440847377737085,,,,,
W120_K3_P20_C20_T20_V15,120,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1563558,145033,175677,216341,1026507,,,,,,,,,,793,0.221302212816667,0.17608047232109514,0.26783525218951815,1.9506486293489904
W120_K3_P20_C20_T20_V15,120,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1563558,39800,105233,200029,1218496,,,,,,,,,,791,0.12139878217491848,0.08619415228543786,0.15635273758220264,1.7844270656239374
W120_K3_P20_C20_T20_V15,120,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1545035,8190,30570,191134,1315141,,,,,,,,,,790,0.06395325716701698,-0.013963916110492088,0.1626317266294402,1.491734868132122
W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1563558,145033,175677,216341,1026507,320710,361374,145033,0.45222475133297996,0.23112286208762323,0.17406875177012796,1.956642225906378,0.22110188924535673,0.278155999562852,,,,,
W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1563558,39800,105233,200029,1218496,145033,239829,39800,0.27442030434452847,0.15338669879850955,0.14101196665550483,1.789074975171152,0.12103360554601891,0.13340833768902363,,,,,
W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1545035,13299,25461,304190,1202085,38760,317489,13299,0.3431114551083591,0.20548984327215888,0.20194851537733813,1.6697246425650767,0.13762161183620022,0.14116293973102098,,,,,
W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1563558,145033,175677,216341,1026507,,,,,,,,,,793,0.221302212816667,0.17608047232109514,0.26783525218951815,1.9506486293489904
W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1563558,39800,105233,200029,1218496,,,,,,,,,,791,0.12139878217491848,0.08619415228543786,0.15635273758220264,1.7844270656239374
W120_K3_P20_C20_T20_V25,120,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1545035,13299,25461,304190,1202085,,,,,,,,,,790,0.12947781181178486,0.024103332721224696,0.23178421744066569,1.6355634475121243
W120_K3_P20_C20_T20_V30,120,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1563558,145033,175677,216341,1026507,320710,361374,145033,0.45222475133297996,0.23112286208762323,0.17406875177012796,1.956642225906378,0.22110188924535673,0.278155999562852,,,,,
W120_K3_P20_C20_T20_V30,120,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1563558,39800,105233,200029,1218496,145033,239829,39800,0.27442030434452847,0.15338669879850955,0.14101196665550483,1.789074975171152,0.12103360554601891,0.13340833768902363,,,,,
W120_K3_P20_C20_T20_V30,120,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1545035,16073,22687,366262,1140013,38760,382335,16073,0.4146800825593395,0.24746041351814035,0.24315745796750263,1.6757431084181913,0.16721966904119917,0.1715226245918369,,,,,
W120_K3_P20_C20_T20_V30,120,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1563558,145033,175677,216341,1026507,,,,,,,,,,793,0.221302212816667,0.17608047232109514,0.26783525218951815,1.9506486293489904
W120_K3_P20_C20_T20_V30,120,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1563558,39800,105233,200029,1218496,,,,,,,,,,791,0.12139878217491848,0.08619415228543786,0.15635273758220264,1.7844270656239374
W120_K3_P20_C20_T20_V30,120,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1545035,16073,22687,366262,1140013,,,,,,,,,,790,0.1653324464595829,0.05962556248553589,0.2614779482141958,1.670746336206244
W250_K3_P20_C20_T20_V20,250,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,pooled,C_GIVEN_P,,1460423,132775,155269,176618,995761,288044,309393,132775,0.46095388204579857,0.21185163476609173,0.15064923544348713,2.1758334909935626,0.24910224727970684,0.31030464660231144,,,,,
W250_K3_P20_C20_T20_V20,250,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,pooled,T_GIVEN_PC,,1460423,34615,98160,181561,1146087,132775,216176,34615,0.26070419883261153,0.14802286734733705,0.1367538684952638,1.7612427289417836,0.11268133148527448,0.12395033033734773,,,,,
W250_K3_P20_C20_T20_V20,250,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,pooled,V_GIVEN_PCT,,1442412,7860,26450,179168,1228934,34310,187028,7860,0.22908772952491985,0.1296633694117908,0.1272407822728751,1.7667883424914916,0.09942436011312905,0.10184694725204474,,,,,
W250_K3_P20_C20_T20_V20,250,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,security_summary,C_GIVEN_P,,1460423,132775,155269,176618,995761,,,,,,,,,,788,0.24857263416916764,0.19918904011887323,0.2971839249392863,2.160193913277673
W250_K3_P20_C20_T20_V20,250,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,security_summary,T_GIVEN_PC,,1460423,34615,98160,181561,1146087,,,,,,,,,,787,0.11102678844023411,0.07607528209570925,0.14830038105432844,1.7479674796747968
W250_K3_P20_C20_T20_V20,250,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,security_summary,V_GIVEN_PCT,,1442412,7860,26450,179168,1228934,,,,,,,,,,786,0.07813602835424213,-0.0030390268980187395,0.17779570151134702,1.607619887964252
W250_K3_P10_C20_T20_V20,250,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,80686,80439,228707,1070591,161125,309393,80686,0.500766485647789,0.21185163476609173,0.17602351423614906,2.3637603089572194,0.2889148508816973,0.32474297141164,,,,,
W250_K3_P10_C20_T20_V20,250,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,21757,58929,194419,1185318,80686,216176,21757,0.2696502491138488,0.14802286734733705,0.1409101879561105,1.8216796765672152,0.12162738176651172,0.12874006115773828,,,,,
W250_K3_P10_C20_T20_V20,250,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,6106,15441,180922,1239943,21547,187028,6106,0.2833805170093284,0.1296633694117908,0.12733229406030833,2.1855094333493352,0.15371714759753763,0.1560482229490201,,,,,
W250_K3_P10_C20_T20_V20,250,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,80686,80439,228707,1070591,,,,,,,,,,788,0.2852978286776463,0.21225314585317193,0.36460484974157353,2.3495889387144993
W250_K3_P10_C20_T20_V20,250,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,21757,58929,194419,1185318,,,,,,,,,,786,0.11909565817615356,0.07331327407666738,0.16848852310001458,1.805897799645431
W250_K3_P10_C20_T20_V20,250,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,6106,15441,180922,1239943,,,,,,,,,,784,0.12854165098632964,0.0029359228362878034,0.25575820475483746,1.9920191540303271
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,108522,117039,200871,1033991,225561,309393,108522,0.4811204064532432,0.21185163476609173,0.16266675952454607,2.271025224726044,0.26926877168715146,0.31845364692869715,,,,,
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,28562,79960,187614,1164287,108522,216176,28562,0.26319087373988687,0.14802286734733705,0.1387779134714746,1.7780419907844847,0.11516800639254982,0.12441296026841225,,,,,
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,7140,21154,179888,1234230,28294,187028,7140,0.25235032162295895,0.1296633694117908,0.1272086204970165,1.9461959284856571,0.12268695221116815,0.12514170112594244,,,,,
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,108522,117039,200871,1033991,,,,,,,,,,788,0.2698852582274605,0.20831101364995475,0.32907737536150694,2.2549216340011844
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,28562,79960,187614,1164287,,,,,,,,,,787,0.11292097732775697,0.07352607430013082,0.15138628067383422,1.770130988802091
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,7140,21154,179888,1234230,,,,,,,,,,785,0.09855886663409869,0.002575789948484203,0.21354220880607888,1.7703899331986952
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,154563,194551,154830,956479,349114,309393,154563,0.44272930905091173,0.21185163476609173,0.13932218671854543,2.0898083205245745,0.23087767428482,0.30340712233236633,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,40068,114495,176108,1129752,154563,216176,40068,0.259234098717028,0.14802286734733705,0.13485978588822692,1.7513111545713593,0.11121123136969097,0.1243743128288011,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,8457,31215,178571,1224169,39672,187028,8457,0.213173018753781,0.1296633694117908,0.1273015669332877,1.644049662760008,0.0835096493419902,0.0858714518204933,,,,,
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,154563,194551,154830,956479,,,,,,,,,,789,0.2333845615146858,0.18767913806532807,0.2654203323558162,2.085110231442143
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,40068,114495,176108,1129752,,,,,,,,,,788,0.11151399751300362,0.0749484535216102,0.14292521975405068,1.7571451322330793
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,8457,31215,178571,1224169,,,,,,,,,,786,0.06293988383807715,-0.007276653319236603,0.15310144524719693,1.5003612651505571
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,174751,237102,134642,913928,411853,309393,174751,0.42430430274879627,0.21185163476609173,0.12840535205088835,2.0028370478107305,0.21245266798270454,0.29589895069790795,,,,,
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,45302,129449,170874,1114798,174751,216176,45302,0.25923742925648496,0.14802286734733705,0.13290637114287315,1.751333654739858,0.11121456190914791,0.1263310581136118,,,,,
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,8930,35875,178098,1219509,44805,187028,8930,0.19930811293382436,0.1296633694117908,0.12743067257104465,1.537119649427377,0.06964474352203356,0.07187744036277971,,,,,
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,174751,237102,134642,913928,,,,,,,,,,789,0.2138690192338261,0.17785087719298245,0.2448416360502168,2.0028358252489964
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,45302,129449,170874,1114798,,,,,,,,,,788,0.11132979256942634,0.07753209361367383,0.1410275345100074,1.7532459235706035
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,8930,35875,178098,1219509,,,,,,,,,,787,0.04803047320063328,-0.013736516661139356,0.1272239925872634,1.396458411531325
W250_K3_P20_C10_T20_V20,250,3,0.2,0.1,0.2,0.2,C,0.1,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,81747,206297,85553,1086826,288044,167300,81747,0.28380039160683784,0.11455585128418273,0.07297384207666634,2.4773976049709083,0.16924454032265512,0.2108265495301715,,,,,
W250_K3_P20_C10_T20_V20,250,3,0.2,0.1,0.2,0.2,C,0.1,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,24158,57589,192018,1186658,81747,216176,24158,0.29552154819137094,0.14802286734733705,0.139277103539918,1.9964587464579162,0.1474986808440339,0.15624444465145293,,,,,
W250_K3_P20_C10_T20_V20,250,3,0.2,0.1,0.2,0.2,C,0.1,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,5198,18731,181830,1236653,23929,187028,5198,0.21722596013205733,0.1296633694117908,0.12818623839693533,1.6753070749085757,0.08756259072026654,0.08903972173512201,,,,,
W250_K3_P20_C10_T20_V20,250,3,0.2,0.1,0.2,0.2,C,0.1,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,81747,206297,85553,1086826,,,,,,,,,,788,0.1669291869773763,0.1296809810016941,0.20695109882256302,2.4595081453634084
W250_K3_P20_C10_T20_V20,250,3,0.2,0.1,0.2,0.2,C,0.1,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,24158,57589,192018,1186658,,,,,,,,,,785,0.1460620959664937,0.0970383956222376,0.19601049074494376,1.988120434218611
W250_K3_P20_C10_T20_V20,250,3,0.2,0.1,0.2,0.2,C,0.1,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,5198,18731,181830,1236653,,,,,,,,,,783,0.06718832735188562,-0.034116839765029564,0.1753112554550031,1.5127819548872181
W250_K3_P20_C15_T20_V20,250,3,0.2,0.15,0.2,0.2,C,0.15,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,109227,178817,129773,1042606,288044,239000,109227,0.3792024829539931,0.16365121612026104,0.11069202024260073,2.3171381914774876,0.21555126683373207,0.2685104627113924,,,,,
W250_K3_P20_C15_T20_V20,250,3,0.2,0.15,0.2,0.2,C,0.15,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,29929,79298,186247,1164949,109227,216176,29929,0.2740073425068893,0.14802286734733705,0.13783862592843674,1.8511149487729386,0.12598447515955224,0.13616871657845256,,,,,
W250_K3_P20_C15_T20_V20,250,3,0.2,0.15,0.2,0.2,C,0.15,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,6614,23047,180414,1232337,29661,187028,6614,0.2229864131350932,0.1296633694117908,0.12770403277010597,1.7197332920365724,0.09332304372330241,0.09528238036498723,,,,,
W250_K3_P20_C15_T20_V20,250,3,0.2,0.15,0.2,0.2,C,0.15,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,109227,178817,129773,1042606,,,,,,,,,,788,0.21349362693697402,0.17207560708727482,0.2604094032314452,2.309518101174778
W250_K3_P20_C15_T20_V20,250,3,0.2,0.15,0.2,0.2,C,0.15,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,29929,79298,186247,1164949,,,,,,,,,,786,0.12378193306892456,0.08655526512798953,0.16607785170065834,1.8303479731801549
W250_K3_P20_C15_T20_V20,250,3,0.2,0.15,0.2,0.2,C,0.15,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,6614,23047,180414,1232337,,,,,,,,,,785,0.06852269877100578,-0.014516101965127787,0.17023255813953486,1.56980056980057
W250_K3_P20_C25_T20_V20,250,3,0.2,0.25,0.2,0.2,C,0.25,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,153739,134305,225864,946515,288044,379603,153739,0.5337344294621655,0.2599267472506253,0.1926544231856763,2.053403257293605,0.2738076822115402,0.34108000627648927,,,,,
W250_K3_P20_C25_T20_V20,250,3,0.2,0.25,0.2,0.2,C,0.25,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,38440,115299,177736,1128948,153739,216176,38440,0.2500341487846285,0.14802286734733705,0.13602064462410193,1.6891589337877166,0.10201128143729143,0.11401350416052655,,,,,
W250_K3_P20_C25_T20_V20,250,3,0.2,0.25,0.2,0.2,C,0.25,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,8949,29148,178079,1226236,38097,187028,8949,0.23490038585715411,0.1296633694117908,0.12680844397446442,1.8116171662263907,0.10523701644536332,0.1080919418826897,,,,,
W250_K3_P20_C25_T20_V20,250,3,0.2,0.25,0.2,0.2,C,0.25,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,153739,134305,225864,946515,,,,,,,,,,788,0.27565771598913796,0.22167484262754578,0.3220770690245983,2.0455695475849742
W250_K3_P20_C25_T20_V20,250,3,0.2,0.25,0.2,0.2,C,0.25,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,38440,115299,177736,1128948,,,,,,,,,,787,0.10191306490865965,0.0667193203682393,0.13383079891455196,1.6936605187136917
W250_K3_P20_C25_T20_V20,250,3,0.2,0.25,0.2,0.2,C,0.25,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,8949,29148,178079,1226236,,,,,,,,,,786,0.08627942562113972,0.0004931769208253861,0.1809684633370038,1.6786248738533331
W250_K3_P20_C30_T20_V20,250,3,0.2,0.3,0.2,0.2,C,0.3,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,172153,115891,277015,895364,288044,449168,172153,0.5976621627251392,0.30756020687157076,0.23628451209037352,1.9432363139705766,0.2901019558535684,0.3613776506347657,,,,,
W250_K3_P20_C30_T20_V20,250,3,0.2,0.3,0.2,0.2,C,0.3,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,41757,130396,174419,1113851,172153,216176,41757,0.24255749246309968,0.14802286734733705,0.135390096796479,1.638648789946328,0.09453462511576263,0.10716739566662067,,,,,
W250_K3_P20_C30_T20_V20,250,3,0.2,0.3,0.2,0.2,C,0.3,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,9962,31423,177066,1223961,41385,187028,9962,0.2407152349885224,0.1296633694117908,0.12638300332541771,1.8564629014386327,0.1110518655767316,0.11433223166310469,,,,,
W250_K3_P20_C30_T20_V20,250,3,0.2,0.3,0.2,0.2,C,0.3,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,172153,115891,277015,895364,,,,,,,,,,788,0.2910665811871493,0.238135435129776,0.3406816649201566,1.9395789811987785
W250_K3_P20_C30_T20_V20,250,3,0.2,0.3,0.2,0.2,C,0.3,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,41757,130396,174419,1113851,,,,,,,,,,787,0.09403345948218897,0.061983700677956916,0.1270138191649392,1.6397219463753723
W250_K3_P20_C30_T20_V20,250,3,0.2,0.3,0.2,0.2,C,0.3,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,9962,31423,177066,1223961,,,,,,,,,,786,0.09328792346002386,0.011892428501676433,0.1827321019248298,1.7355778076695658
W250_K3_P20_C20_T10_V20,250,3,0.2,0.2,0.1,0.2,T,0.1,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,132775,155269,176618,995761,288044,309393,132775,0.46095388204579857,0.21185163476609173,0.15064923544348713,2.1758334909935626,0.24910224727970684,0.31030464660231144,,,,,
W250_K3_P20_C20_T10_V20,250,3,0.2,0.2,0.1,0.2,T,0.1,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,11916,120859,61195,1266453,132775,73111,11916,0.08974581058181133,0.05006152327099751,0.0460927896550893,1.7927103435505005,0.03968428731081382,0.04365302092672203,,,,,
W250_K3_P20_C20_T10_V20,250,3,0.2,0.2,0.1,0.2,T,0.1,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,2650,9157,184378,1246227,11807,187028,2650,0.2244431269585839,0.1296633694117908,0.12888113770048337,1.7309678745566703,0.0947797575467931,0.09556198925810053,,,,,
W250_K3_P20_C20_T10_V20,250,3,0.2,0.2,0.1,0.2,T,0.1,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,132775,155269,176618,995761,,,,,,,,,,788,0.24857263416916764,0.19918904011887323,0.2971839249392863,2.160193913277673
W250_K3_P20_C20_T10_V20,250,3,0.2,0.2,0.1,0.2,T,0.1,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,11916,120859,61195,1266453,,,,,,,,,,787,0.03797959355763555,0.019769176862015334,0.05761382158516597,1.7712147099503701
W250_K3_P20_C20_T10_V20,250,3,0.2,0.2,0.1,0.2,T,0.1,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,2650,9157,184378,1246227,,,,,,,,,,779,0.06558265582655828,-0.047024628097978464,0.1927781472931909,1.4959514170040484
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,132775,155269,176618,995761,288044,309393,132775,0.46095388204579857,0.21185163476609173,0.15064923544348713,2.1758334909935626,0.24910224727970684,0.31030464660231144,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,22800,109975,118869,1208779,132775,141669,22800,0.17171907362078703,0.09700545663824796,0.08953352093325942,1.770200147205745,0.07471361698253907,0.08218555268752761,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,5201,17387,181827,1237997,22588,187028,5201,0.23025500265627766,0.1296633694117908,0.12806305570267865,1.7757906778206836,0.10059163324448686,0.10219194695359901,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,132775,155269,176618,995761,,,,,,,,,,788,0.24857263416916764,0.19918904011887323,0.2971839249392863,2.160193913277673
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,22800,109975,118869,1208779,,,,,,,,,,787,0.07163039790626666,0.04644750496144272,0.10176324792358839,1.7345975948196115
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,5201,17387,181827,1237997,,,,,,,,,,785,0.0745310302740853,-0.016726807998797166,0.1962996571889494,1.6253665689149557
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,132775,155269,176618,995761,288044,309393,132775,0.46095388204579857,0.21185163476609173,0.15064923544348713,2.1758334909935626,0.24910224727970684,0.31030464660231144,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,46019,86756,245013,1082635,132775,291032,46019,0.3465938617962719,0.199279249915949,0.18454665694521438,1.7392370853586436,0.14731461188032288,0.1620472048510575,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,10482,35113,176546,1220271,45595,187028,10482,0.22989362868735608,0.1296633694117908,0.12639164614978196,1.7730036611747262,0.10023025927556528,0.10350198253757412,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,132775,155269,176618,995761,,,,,,,,,,788,0.24857263416916764,0.19918904011887323,0.2971839249392863,2.160193913277673
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,46019,86756,245013,1082635,,,,,,,,,,787,0.1463235294117647,0.10578916958336236,0.1863635429197566,1.740175438596491
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,10482,35113,176546,1220271,,,,,,,,,,786,0.0809452033222848,0.005578600587392152,0.1696622620305444,1.616131756756757
W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,T,0.3,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,132775,155269,176618,995761,288044,309393,132775,0.46095388204579857,0.21185163476609173,0.15064923544348713,2.1758334909935626,0.24910224727970684,0.31030464660231144,,,,,
W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,T,0.3,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,57364,75411,311297,1016351,132775,368661,57364,0.43203916399924686,0.2524343974314291,0.23447254091445927,1.7114908601812293,0.17960476656781776,0.1975666230847876,,,,,
W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,T,0.3,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,13095,43739,173933,1211645,56834,187028,13095,0.23040785445332018,0.1296633694117908,0.1255310058329448,1.7769695134296601,0.10074448504152939,0.10487684862037538,,,,,
W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,T,0.3,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,132775,155269,176618,995761,,,,,,,,,,788,0.24857263416916764,0.19918904011887323,0.2971839249392863,2.160193913277673
W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,T,0.3,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,57364,75411,311297,1016351,,,,,,,,,,787,0.179389032020611,0.13790609366969292,0.2259251417633858,1.707208387942333
W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,T,0.3,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,13095,43739,173933,1211645,,,,,,,,,,786,0.08443120148297961,0.008471020247534967,0.17564311053708592,1.6831170656597603
