candidate_q_vector_id,W,K,qP,qC,qT,qV,changed_layer,changed_q,role,state_name,total_rows,valid_rows,unknown_rows,blocked_rows,diagnostic_required_rows,raw_state_days,confirmed_state_days,unique_securities,raw_coverage,confirmed_coverage,confirmed_intervals,confirmed_interval_total_duration,mean_duration,median_duration,q25_duration,q75_duration,q90_duration,fragment_rate,open_intervals,cross_year_intervals,nonzero_years,max_year_share,year_HHI,effective_years
W250_K3_P20_C20_T20_V20,250,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,S_PCT,1730769,1503671,226030,1068,0,34615,10854,773,0.023020328249996176,0.007218334329783576,4884,10854,2.2223587223587224,2.0,1.0,3.0,4.0,0.4606879606879607,0,35,10,0.21715496591118483,0.1464065880834076,6.830293725787132
W250_K3_P20_C20_T20_V20,250,3,0.2,0.2,0.2,0.2,BASELINE,0.2,baseline,S_PCVT,1730769,1503366,226326,1077,0,7860,2143,520,0.005228267767130559,0.001425467916661678,1024,2143,2.0927734375,2.0,1.0,3.0,4.0,0.48046875,0,8,10,0.21931871208586096,0.13597646919976683,7.354213606847462
W250_K3_P10_C20_T20_V20,250,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,168499,133792,789,0.11112605990818361,0.08823659373192543,13025,133792,10.27193857965451,7.0,3.0,14.0,25.0,0.1276775431861804,0,739,10,0.22267400143506338,0.15020181642478264,6.657709099681729
W250_K3_P10_C20_T20_V20,250,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,S_PC,1730769,1508913,221343,513,0,80686,60015,785,0.053472930513555124,0.03977366488326365,7621,60015,7.874950793859074,5.0,2.0,11.0,18.0,0.14722477365175174,0,362,10,0.245888527868033,0.16898815674875473,5.917574457521083
W250_K3_P10_C20_T20_V20,250,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,S_PCT,1730769,1508913,221343,513,0,21757,6524,747,0.014418989033827663,0.004323642251077431,2961,6524,2.203309692671395,2.0,1.0,3.0,4.0,0.45829111786558596,0,25,10,0.2553648068669528,0.16278446116607226,6.143092484606394
W250_K3_P10_C20_T20_V20,250,3,0.1,0.2,0.2,0.2,P,0.1,diagnostic_nonbaseline,S_PCVT,1730769,1508703,221550,516,0,6106,1637,455,0.004047184899877577,0.0010850379431869626,779,1637,2.1014120667522467,2.0,1.0,3.0,4.0,0.4878048780487805,0,7,10,0.21747098350641417,0.14134763108312695,7.074755992280458
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,235573,193362,789,0.15536174879821565,0.12752335144995638,16070,193362,12.032482887367767,7.0,3.0,17.0,29.0,0.11425015556938395,0,1131,10,0.21721434408001572,0.1438787210958872,6.95029808705038
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,S_PC,1730769,1506275,223742,752,0,108522,82819,786,0.07204660503560106,0.0549826558895288,9654,82819,8.578723845038326,6.0,3.0,12.0,20.0,0.1331054485187487,0,502,10,0.23459592605561524,0.1602057008256704,6.241975128514066
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,S_PCT,1730769,1506275,223742,752,0,28562,8771,768,0.018962008929312376,0.005822973892549501,3950,8771,2.220506329113924,2.0,1.0,3.0,4.0,0.4539240506329114,0,30,10,0.23703112529928172,0.15385596190719875,6.499585635837562
W250_K3_P15_C20_T20_V20,250,3,0.15,0.2,0.2,0.2,P,0.15,diagnostic_nonbaseline,S_PCVT,1730769,1506007,224003,759,0,7140,1944,499,0.004741013819988885,0.0012908306535095787,919,1944,2.115342763873776,2.0,1.0,3.0,4.0,0.4722524483133841,0,8,10,0.21810699588477367,0.138065949465698,7.242915460835233
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,364384,311714,790,0.24031334437345964,0.20557717635249792,20769,311714,15.0086186142809,9.0,3.0,20.0,38.0,0.10313447927199192,0,1816,10,0.2036129272345804,0.134306774783222,7.445640784793254
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,S_PC,1730769,1501017,228405,1347,0,154563,121226,787,0.10297218485866583,0.08076257630659746,12997,121226,9.327229360621683,6.0,3.0,13.0,22.0,0.12102792952219743,0,713,10,0.21978783429297347,0.14766985383298353,6.771862868713966
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,S_PCT,1730769,1501017,228405,1347,0,40068,12703,777,0.026693901534759434,0.00846292880093963,5686,12703,2.2340837143862116,2.0,1.0,3.0,4.0,0.4579669363348575,0,40,10,0.20774620168464142,0.14038328805258107,7.123355022326065
W250_K3_P25_C20_T20_V20,250,3,0.25,0.2,0.2,0.2,P,0.25,diagnostic_nonbaseline,S_PCVT,1730769,1500621,228789,1359,0,8457,2317,541,0.005635666833930753,0.0015440274393067937,1110,2317,2.0873873873873876,2.0,1.0,3.0,4.0,0.4846846846846847,0,8,10,0.2196806214933103,0.13412470436281046,7.455748027559313
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,429506,372587,790,0.2832616780332483,0.24572327006694644,22645,372587,16.45338926915434,10.0,4.0,22.0,41.0,0.09821152572311768,0,2147,10,0.19846103057809317,0.13078262497918677,7.646275643719062
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,S_PC,1730769,1498634,230472,1663,0,174751,137962,787,0.11660685664411724,0.09205850127516124,14478,137962,9.529078602016853,6.0,3.0,13.0,22.0,0.11638347838099185,0,805,10,0.21361679302996478,0.1431660605393376,6.984895695479663
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,S_PCT,1730769,1498634,230472,1663,0,45302,14474,778,0.030228861750100425,0.009658128669174728,6428,14474,2.2517112632233975,2.0,1.0,3.0,4.0,0.4567517112632234,0,42,10,0.20181014232416747,0.1363394042586146,7.334636713705716
W250_K3_P30_C20_T20_V20,250,3,0.3,0.2,0.2,0.2,P,0.3,diagnostic_nonbaseline,S_PCVT,1730769,1498137,230952,1680,0,8930,2470,557,0.005960736568150977,0.0016487143699141,1181,2470,2.0914479254868756,2.0,1.0,3.0,4.0,0.489415749364945,0,9,10,0.21295546558704453,0.13196675900277008,7.577665827036104
W250_K3_P20_C10_T20_V20,250,3,0.2,0.1,0.2,0.2,C,0.1,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C10_T20_V20,250,3,0.2,0.1,0.2,0.2,C,0.1,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,81747,58956,785,0.054364950843635344,0.03920804484491621,8537,58956,6.9059388543985,5.0,2.0,9.0,16.0,0.15462106126273867,0,342,10,0.23149467399416515,0.156607909529838,6.385373529358511
W250_K3_P20_C10_T20_V20,250,3,0.2,0.1,0.2,0.2,C,0.1,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,24158,7298,755,0.016066014440658895,0.00485345531037042,3323,7298,2.1962082455612397,2.0,1.0,3.0,4.0,0.4673487812217875,0,22,10,0.23061112633598246,0.150888897584047,6.627392843419693
W250_K3_P20_C10_T20_V20,250,3,0.2,0.1,0.2,0.2,C,0.1,diagnostic_nonbaseline,S_PCVT,1730769,1503442,226254,1073,0,5198,1346,411,0.003457399753365943,0.0008952789665314658,669,1346,2.0119581464872947,1.0,1.0,3.0,4.0,0.5201793721973094,0,3,10,0.22808320950965824,0.14198803786023856,7.042846813506349
W250_K3_P20_C15_T20_V20,250,3,0.2,0.15,0.2,0.2,C,0.15,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C15_T20_V20,250,3,0.2,0.15,0.2,0.2,C,0.15,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,109227,82383,786,0.07264022515563577,0.054787915707624875,10211,82383,8.068063852707864,5.0,2.0,11.0,19.0,0.13867397904220938,0,498,10,0.22877292645327313,0.15458902242921846,6.468764626918248
W250_K3_P20_C15_T20_V20,250,3,0.2,0.15,0.2,0.2,C,0.15,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,29929,9189,766,0.01990395505399785,0.006111044237735516,4138,9189,2.220637989366844,2.0,1.0,3.0,4.0,0.4596423392943451,0,30,10,0.22592229840026118,0.14890315431417198,6.715774454919147
W250_K3_P20_C15_T20_V20,250,3,0.2,0.15,0.2,0.2,C,0.15,diagnostic_nonbaseline,S_PCVT,1730769,1503403,226291,1075,0,6614,1773,469,0.004399352668579217,0.0011793245058044982,860,1773,2.061627906976744,2.0,1.0,3.0,4.0,0.49534883720930234,0,7,10,0.22165820642978004,0.1378912044393419,7.252094171386386
W250_K3_P20_C25_T20_V20,250,3,0.2,0.25,0.2,0.2,C,0.25,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C25_T20_V20,250,3,0.2,0.25,0.2,0.2,C,0.25,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,153739,121444,787,0.10224244532214827,0.08076500777098182,12482,121444,9.729530523954494,6.0,3.0,13.0,23.0,0.1264220477487582,0,737,10,0.22584895095681962,0.15196787619014282,6.580338062688959
W250_K3_P20_C25_T20_V20,250,3,0.2,0.25,0.2,0.2,C,0.25,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,38440,12133,775,0.025564102785782264,0.008068919331422897,5432,12133,2.233615611192931,2.0,1.0,3.0,4.0,0.45636966126656847,0,38,10,0.2157751586582049,0.14541960617823194,6.876651823512443
W250_K3_P20_C25_T20_V20,250,3,0.2,0.25,0.2,0.2,C,0.25,diagnostic_nonbaseline,S_PCVT,1730769,1503328,226358,1083,0,8949,2450,550,0.005952792737180443,0.001629717533365972,1174,2450,2.0868824531516186,2.0,1.0,3.0,4.0,0.48637137989778534,0,8,10,0.2126530612244898,0.13474885464389838,7.4212133575658665
W250_K3_P20_C30_T20_V20,250,3,0.2,0.3,0.2,0.2,C,0.3,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C30_T20_V20,250,3,0.2,0.3,0.2,0.2,C,0.3,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,172153,137817,787,0.11448847520501493,0.0916536928623349,13253,137817,10.398928544480494,7.0,3.0,14.0,25.0,0.12072738247943862,0,828,10,0.2241958539222302,0.15114815975910476,6.61602497571766
W250_K3_P20_C30_T20_V20,250,3,0.2,0.3,0.2,0.2,C,0.3,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,41757,13344,778,0.027770037461652183,0.008874281674648245,5937,13344,2.247599797877716,2.0,1.0,3.0,4.0,0.4519117399359946,0,42,10,0.21372901678657075,0.14426411883083462,6.931730551604511
W250_K3_P20_C30_T20_V20,250,3,0.2,0.3,0.2,0.2,C,0.3,diagnostic_nonbaseline,S_PCVT,1730769,1503299,226382,1088,0,9962,2812,577,0.006626758881632995,0.0018705526977667117,1335,2812,2.106367041198502,2.0,1.0,3.0,4.0,0.48239700374531835,0,8,10,0.2059032716927454,0.13184022346820878,7.584938599873766
W250_K3_P20_C20_T10_V20,250,3,0.2,0.2,0.1,0.2,T,0.1,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C20_T10_V20,250,3,0.2,0.2,0.1,0.2,T,0.1,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,132775,103013,787,0.08830056574875754,0.06850767222351166,11445,103013,9.000698995194409,6.0,3.0,12.0,21.0,0.12844036697247707,0,616,10,0.22768000155320203,0.1532164079146038,6.526716124015626
W250_K3_P20_C20_T10_V20,250,3,0.2,0.2,0.1,0.2,T,0.1,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,11916,1225,480,0.007924605847954772,0.0008146728905458708,788,1225,1.5545685279187818,1.0,1.0,2.0,3.0,0.6573604060913706,0,3,10,0.21714285714285714,0.14644098292378177,6.828689483192493
W250_K3_P20_C20_T10_V20,250,3,0.2,0.2,0.1,0.2,T,0.1,diagnostic_nonbaseline,S_PCVT,1730769,1503562,226137,1070,0,2650,233,137,0.001762481360928249,0.0001549653423004838,155,233,1.5032258064516129,1.0,1.0,2.0,3.0,0.6838709677419355,0,1,10,0.2532188841201717,0.15522481534012417,6.442268897591076
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,132775,103013,787,0.08830056574875754,0.06850767222351166,11445,103013,9.000698995194409,6.0,3.0,12.0,21.0,0.12844036697247707,0,616,10,0.22768000155320203,0.1532164079146038,6.526716124015626
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,22800,4695,739,0.015162891350568043,0.003122358547847235,2575,4695,1.8233009708737864,1.0,1.0,2.0,3.0,0.5603883495145631,0,11,10,0.22321618743343982,0.14599289344361763,6.849648475432124
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,S_PCVT,1730769,1503459,226238,1072,0,5201,919,362,0.003459356058262979,0.000611257107776135,529,919,1.7372400756143667,1.0,1.0,2.0,3.0,0.5746691871455577,0,2,10,0.21545157780195864,0.1313498965734861,7.613253044630542
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,132775,103013,787,0.08830056574875754,0.06850767222351166,11445,103013,9.000698995194409,6.0,3.0,12.0,21.0,0.12844036697247707,0,616,10,0.22768000155320203,0.1532164079146038,6.526716124015626
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,46019,18328,782,0.03060443408165749,0.012188836520754873,6958,18328,2.634090255820638,2.0,1.0,3.0,5.0,0.37841333716585224,0,62,10,0.22681143605412485,0.14764077751153099,6.773196516943961
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,S_PCVT,1730769,1503247,226440,1082,0,10482,3600,622,0.006972905982849126,0.002394816021585275,1539,3600,2.3391812865497075,2.0,1.0,3.0,4.0,0.40870695256660167,0,15,10,0.22138888888888889,0.13703395061728396,7.2974616545417685
W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,T,0.3,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,T,0.3,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,132775,103013,787,0.08830056574875754,0.06850767222351166,11445,103013,9.000698995194409,6.0,3.0,12.0,21.0,0.12844036697247707,0,616,10,0.22768000155320203,0.1532164079146038,6.526716124015626
W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,T,0.3,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,57364,27083,784,0.03814930260675374,0.018011253791554136,8562,27083,3.1631628124270033,2.0,1.0,4.0,7.0,0.30892314879701005,0,115,10,0.22645201787098918,0.14825329003722645,6.745212870142036
W250_K3_P20_C20_T30_V20,250,3,0.2,0.2,0.3,0.2,T,0.3,diagnostic_nonbaseline,S_PCVT,1730769,1503141,226544,1084,0,13095,5375,660,0.008711757579628259,0.0035758455128294684,1936,5375,2.7763429752066116,2.0,1.0,4.0,6.0,0.3367768595041322,0,31,10,0.224,0.13784578907517578,7.254483482659297
W250_K3_P20_C20_T20_V10,250,3,0.2,0.2,0.2,0.1,V,0.1,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C20_T20_V10,250,3,0.2,0.2,0.2,0.1,V,0.1,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,132775,103013,787,0.08830056574875754,0.06850767222351166,11445,103013,9.000698995194409,6.0,3.0,12.0,21.0,0.12844036697247707,0,616,10,0.22768000155320203,0.1532164079146038,6.526716124015626
W250_K3_P20_C20_T20_V10,250,3,0.2,0.2,0.2,0.1,V,0.1,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,34615,10854,773,0.023020328249996176,0.007218334329783576,4884,10854,2.2223587223587224,2.0,1.0,3.0,4.0,0.4606879606879607,0,35,10,0.21715496591118483,0.1464065880834076,6.830293725787132
W250_K3_P20_C20_T20_V10,250,3,0.2,0.2,0.2,0.1,V,0.1,diagnostic_nonbaseline,S_PCVT,1730769,1503366,226326,1077,0,3471,837,293,0.002308819010141243,0.0005567506515379489,422,837,1.9834123222748816,1.0,1.0,2.0,4.0,0.5165876777251185,0,2,10,0.23536439665471923,0.13873437163220181,7.208019096025435
W250_K3_P20_C20_T20_V15,250,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C20_T20_V15,250,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,132775,103013,787,0.08830056574875754,0.06850767222351166,11445,103013,9.000698995194409,6.0,3.0,12.0,21.0,0.12844036697247707,0,616,10,0.22768000155320203,0.1532164079146038,6.526716124015626
W250_K3_P20_C20_T20_V15,250,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,34615,10854,773,0.023020328249996176,0.007218334329783576,4884,10854,2.2223587223587224,2.0,1.0,3.0,4.0,0.4606879606879607,0,35,10,0.21715496591118483,0.1464065880834076,6.830293725787132
W250_K3_P20_C20_T20_V15,250,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,S_PCVT,1730769,1503366,226326,1077,0,5557,1440,418,0.0036963720078809817,0.0009578505832910948,702,1440,2.051282051282051,2.0,1.0,3.0,4.0,0.4843304843304843,0,5,10,0.23472222222222222,0.13992862654320987,7.146500503177601
W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,132775,103013,787,0.08830056574875754,0.06850767222351166,11445,103013,9.000698995194409,6.0,3.0,12.0,21.0,0.12844036697247707,0,616,10,0.22768000155320203,0.1532164079146038,6.526716124015626
W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,34615,10854,773,0.023020328249996176,0.007218334329783576,4884,10854,2.2223587223587224,2.0,1.0,3.0,4.0,0.4606879606879607,0,35,10,0.21715496591118483,0.1464065880834076,6.830293725787132
W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,S_PCVT,1730769,1503366,226326,1077,0,10172,2808,587,0.006766150092525705,0.0018678086374176348,1319,2808,2.1288855193328278,2.0,1.0,3.0,4.0,0.4746019711902957,0,10,10,0.21082621082621084,0.134547406271053,7.432324618621381
W250_K3_P20_C20_T20_V30,250,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,S_P,1730769,1516287,214482,0,0,300660,252341,789,0.19828699975664238,0.16642034126784705,18711,252341,13.486238041793598,8.0,3.0,18.0,34.0,0.10683555127999572,0,1474,10,0.21044538937390278,0.13866356142513298,7.211699957237277
W250_K3_P20_C20_T20_V30,250,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,S_PC,1730769,1503671,226030,1068,0,132775,103013,787,0.08830056574875754,0.06850767222351166,11445,103013,9.000698995194409,6.0,3.0,12.0,21.0,0.12844036697247707,0,616,10,0.22768000155320203,0.1532164079146038,6.526716124015626
W250_K3_P20_C20_T20_V30,250,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,S_PCT,1730769,1503671,226030,1068,0,34615,10854,773,0.023020328249996176,0.007218334329783576,4884,10854,2.2223587223587224,2.0,1.0,3.0,4.0,0.4606879606879607,0,35,10,0.21715496591118483,0.1464065880834076,6.830293725787132
W250_K3_P20_C20_T20_V30,250,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,S_PCVT,1730769,1503366,226326,1077,0,12866,3591,640,0.008558128892099462,0.002388639892082168,1674,3591,2.1451612903225805,2.0,1.0,3.0,4.0,0.480884109916368,0,15,10,0.2049568365357839,0.135054908846112,7.404395801262194
