candidate_cell_id,qualified_event_count,natural_finalized_zone_count,quality_break_zone_count,right_censored_zone_count,component_count_mean,component_count_median,component_count_q90,component_count_q95,component_count_max,bridge_count_mean,bridge_count_median,bridge_count_q90,bridge_count_q95,bridge_count_max,zone_span_days_sum,duration_mean,duration_median,duration_q90,duration_q95,max_zone_span,confirmed_density,bridged_gap_count,bridged_day_count,raw_false_bridged_day_count,preconfirmation_gap_day_count,total_nonconfirmed_gap_day_count,bridged_day_ratio,raw_false_bridged_day_ratio,nonconfirmed_gap_ratio,max_single_gap,merge_ratio,zone_revision_count,top_zone_confirmed_day_share,open_event_ratio,mega_zone_concentration,active_zone_count,gap_pending_zone_count,reentry_pending_zone_count,confirmed_event_coverage,zone_span_coverage,events_per_security_mean,events_per_security_median,events_per_security_q90,events_per_security_max,events_per_year,nonzero_years,max_year_share,duration_q95_ratio
r2_s_pcvt_w120_q20_shared__d1__g1,1381,1379,2,0,1.0318609703113686,1.0,1,1,2,0.03186097031136857,0.0,0,0,1,3071,2.223750905141202,2.0,4,6,17,0.9570172582220775,44,44,44,88,132,0.014327580592640833,0.014327580592640833,0.0429827417779225,1,0.03186097031136857,44,0.004763525008506295,0.0,0.052425919895799415,0,0,0,0.0018349345567062832,0.0019173474051190865,2.238249594813614,2.0,4,10,125.54545454545455,11,0.14699493120926865,1.2
r2_s_pcvt_w120_q20_shared__d1__g2,1355,1353,2,0,1.051660516605166,1.0,1,2,3,0.05166051660516605,0.0,0,1,2,3180,2.3468634686346865,2.0,5,6,17,0.9242138364779874,70,96,96,145,241,0.03018867924528302,0.03018867924528302,0.07578616352201258,2,0.05092250922509225,70,0.004763525008506295,0.0,0.055345911949685536,0,0,0,0.0018349345567062832,0.0019854004390357197,2.1961102106969204,2.0,4,9,123.18181818181819,11,0.14833948339483394,1.2
r2_s_pcvt_w120_q20_shared__d2__g0,716,715,1,0,1.0,1.0,1,1,1,0.0,0.0,0,0,0,2230,3.1145251396648046,3.0,5,6,13,1.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.005829596412556054,0.0,0.037219730941704034,0,0,0,0.001392277666367816,0.001392277666367816,1.5946547884187083,1.0,3,6,65.0909090909091,11,0.15223463687150837,1.2
r2_s_pcvt_w120_q20_shared__d2__g1,705,703,2,0,1.0156028368794325,1.0,1,1,2,0.015602836879432624,0.0,0,0,1,2263,3.2099290780141843,3.0,5,7,14,0.9854175872735307,11,11,11,22,33,0.004860804242156429,0.004860804242156429,0.014582412726469289,1,0.015602836879432624,11,0.005829596412556054,0.0,0.040653999116217414,0,0,0,0.001392277666367816,0.0014128808784710169,1.5701559020044544,1.0,3,6,64.0909090909091,11,0.15460992907801419,1.4
r2_s_pcvt_w120_q20_shared__d2__g2,698,696,2,0,1.0257879656160458,1.0,1,1,2,0.025787965616045846,0.0,0,0,1,2294,3.286532951289398,3.0,5,7,16,0.972101133391456,18,25,25,39,64,0.010897994768962511,0.010897994768962511,0.02789886660854403,2,0.025787965616045846,18,0.005829596412556054,0.0,0.03879686137750654,0,0,0,0.001392277666367816,0.0014322354110528116,1.55456570155902,1.0,3,5,63.45454545454545,11,0.1518624641833811,1.4
r2_s_pcvt_w120_q20_shared__d3__g0,382,381,1,0,1.0,1.0,1,1,1,0.0,0.0,0,0,0,1562,4.0890052356020945,4.0,6,7,13,1.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.008322663252240717,0.0,0.029449423815621,0,0,0,0.0009752187062181742,0.0009752187062181742,1.2818791946308725,1.0,2,4,34.72727272727273,11,0.1806282722513089,1.4
r2_s_pcvt_w120_q20_shared__d3__g1,378,376,2,0,1.0105820105820107,1.0,1,1,2,0.010582010582010581,0.0,0,0,1,1574,4.164021164021164,4.0,6,8,14,0.9923761118170267,4,4,4,8,12,0.0025412960609911056,0.0025412960609911056,0.007623888182973317,1,0.010582010582010581,4,0.008322663252240717,0.0,0.03176620076238882,0,0,0,0.0009752187062181742,0.000982710783346611,1.2684563758389262,1.0,2,4,34.36363636363637,11,0.18253968253968253,1.6
r2_s_pcvt_w120_q20_shared__d3__g2,376,374,2,0,1.0159574468085106,1.0,1,1,2,0.015957446808510637,0.0,0,0,1,1582,4.207446808510638,4.0,7,8,16,0.9873577749683944,6,8,8,12,20,0.0050568900126422255,0.0050568900126422255,0.012642225031605562,2,0.015957446808510637,6,0.008322663252240717,0.0,0.0347661188369153,0,0,0,0.0009752187062181742,0.0009877055014322353,1.261744966442953,1.0,2,4,34.18181818181818,11,0.18085106382978725,1.6
r2_s_pcvt_w120_qv30_primary__d1__g0,2177,2174,3,0,1.0,1.0,1,1,1,0.0,0.0,0,0,0,4564,2.0964630225080385,2.0,4,5,16,1.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0035056967572304996,0.0,0.04951796669588081,0,0,0,0.00284948666784875,0.00284948666784875,3.0923295454545454,3.0,5,11,197.9090909090909,11,0.15296279283417547,1.0
r2_s_pcvt_w120_qv30_primary__d1__g1,2102,2098,4,0,1.0356803044719316,1.0,1,1,3,0.0356803044719315,0.0,0,0,2,4789,2.2783063748810655,2.0,5,6,17,0.9530173313844227,75,75,75,150,225,0.015660889538525787,0.015660889538525787,0.046982668615577365,1,0.03377735490009515,75,0.0035056967572304996,0.0,0.05804969722280225,0,0,0,0.00284948666784875,0.0029899631140069376,2.9857954545454546,3.0,5,11,191.0909090909091,11,0.1555661274976213,1.2
r2_s_pcvt_w120_qv30_primary__d1__g2,2054,2049,5,0,1.0598831548198637,1.0,1,2,3,0.05988315481986368,0.0,0,1,2,4992,2.430379746835443,2.0,5,7,18,0.9142628205128205,123,171,171,257,428,0.034254807692307696,0.034254807692307696,0.08573717948717949,2,0.05598831548198637,123,0.0035056967572304996,0.0,0.059895833333333336,0,0,0,0.00284948666784875,0.0031167040854296582,2.9176136363636362,3.0,5,10,186.72727272727272,11,0.1572541382667965,1.4
r2_s_pcvt_w120_qv30_primary__d2__g0,1108,1106,2,0,1.0,1.0,1,1,1,0.0,0.0,0,0,0,3495,3.154332129963899,3.0,5,6,16,1.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.004577968526466381,0.0,0.03891273247496423,0,0,0,0.0021820674636571827,0.0021820674636571827,1.9136442141623489,2.0,3,7,100.72727272727273,11,0.15162454873646208,1.2
r2_s_pcvt_w120_qv30_primary__d2__g1,1086,1083,3,0,1.0202578268876612,1.0,1,1,3,0.020257826887661142,0.0,0,0,2,3561,3.2790055248618786,3.0,5,7,17,0.9814658803706824,22,22,22,44,66,0.006178039876439202,0.006178039876439202,0.018534119629317607,1,0.019337016574585635,22,0.004577968526466381,0.0,0.039595619208087615,0,0,0,0.0021820674636571827,0.0022232738878635843,1.8756476683937824,2.0,3,7,98.72727272727273,11,0.15377532228360957,1.4
r2_s_pcvt_w120_qv30_primary__d2__g2,1074,1070,4,0,1.031657355679702,1.0,1,1,3,0.03165735567970205,0.0,0,0,2,3614,3.364990689013035,3.0,6,8,18,0.9670724958494743,34,46,46,73,119,0.012728278915329275,0.012728278915329275,0.032927504150525734,2,0.0297951582867784,34,0.004577968526466381,0.0,0.043718871057000556,0,0,0,0.0021820674636571827,0.002256363895180846,1.854922279792746,2.0,3,7,97.63636363636364,11,0.15363128491620112,1.6
r2_s_pcvt_w120_qv30_primary__d3__g0,580,579,1,0,1.0,1.0,1,1,1,0.0,0.0,0,0,0,2439,4.205172413793103,4.0,6,8,16,1.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.006560065600656006,0.0,0.031160311603116032,0,0,0,0.0015227646763547548,0.0015227646763547548,1.4871794871794872,1.0,3,4,52.72727272727273,11,0.1706896551724138,1.6
r2_s_pcvt_w120_qv30_primary__d3__g1,573,571,2,0,1.012216404886562,1.0,1,1,2,0.012216404886561954,0.0,0,0,1,2460,4.293193717277487,4.0,7,9,16,0.9914634146341463,7,7,7,14,21,0.002845528455284553,0.002845528455284553,0.00853658536585366,1,0.012216404886561954,7,0.006560065600656006,0.0,0.032520325203252036,0,0,0,0.0015227646763547548,0.001535875811329519,1.4692307692307693,1.0,2,4,52.09090909090909,11,0.17102966841186737,1.8
r2_s_pcvt_w120_qv30_primary__d3__g2,570,567,3,0,1.0175438596491229,1.0,1,1,2,0.017543859649122806,0.0,0,0,1,2474,4.340350877192982,4.0,7,9,18,0.9858528698464026,10,13,13,22,35,0.005254648342764754,0.005254648342764754,0.014147130153597413,2,0.017543859649122806,10,0.006560065600656006,0.0,0.03597413096200485,0,0,0,0.0015227646763547548,0.0015446165679793619,1.4615384615384615,1.0,2,4,51.81818181818182,11,0.17017543859649123,1.8
r2_s_pcvt_w250_q20_shared__d1__g0,1023,1023,0,0,1.0,1.0,1,1,1,0.0,0.0,0,0,0,2142,2.093841642228739,2.0,4,5,12,1.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0056022408963585435,0.0,0.04715219421101774,0,0,0,0.0014248027426455034,0.0014248027426455034,1.9673076923076922,2.0,4,6,102.3,10,0.22287390029325513,1.0
