pair_id,a_candidate_id,pcvt_indicator_id,pcvt_layer,security_id,common_count,eligible,pearson_raw,spearman_midrank,reason
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,000999.SZ,2487,True,0.5091879041077362,0.48304347312301765,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,001203.SZ,1188,True,0.7441437263626975,0.6627548041371603,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,001221.SZ,162,True,0.7979212337149866,0.7063851947821006,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,001280.SZ,78,False,,,insufficient_common_rows
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,001286.SZ,721,True,0.7031994532180224,0.6675599640388661,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,001309.SZ,909,True,0.6555205812922626,0.5141582353036102,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,001386.SZ,108,True,0.6000608023567536,0.6091819333695354,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,001389.SZ,483,True,0.5865458222119514,0.5201525222682127,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,001391.SZ,302,True,0.8276474268164705,0.6661298393155857,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,001696.SZ,2352,True,0.7310654199192949,0.6138827730857958,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,001965.SZ,2004,True,0.6016361303323291,0.5105351037609515,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,001979.SZ,2294,True,0.6387184988037509,0.5597338070321182,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002001.SZ,2424,True,0.46731066281185885,0.550794843115493,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002007.SZ,2487,True,0.5473761553378114,0.5909750972899833,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002008.SZ,2487,True,0.6938134197597426,0.5819829128754739,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002025.SZ,2235,True,0.643640186003786,0.5155144629048986,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002027.SZ,2487,True,0.38947989250572024,0.5267017076412114,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002028.SZ,2487,True,0.6555902149817082,0.5950569692670158,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002032.SZ,2427,True,0.6494032999016174,0.5839097534693735,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002044.SZ,2330,True,0.629726855248806,0.6152321336280998,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002049.SZ,2022,True,0.551257238768598,0.5336496892594592,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002050.SZ,2354,True,0.6098455078994994,0.5830106354609409,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002056.SZ,2487,True,0.4435417005047532,0.5893827974952113,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002064.SZ,2295,True,0.6957669684236021,0.5893776559255347,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002065.SZ,2297,True,0.4542740783988793,0.55714335657147,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002074.SZ,2287,True,0.7038618594961553,0.6066140655259569,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002078.SZ,2357,True,0.651898950576485,0.6126048733523674,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002085.SZ,2318,True,0.6922674589132799,0.6057394444503902,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002120.SZ,2318,True,0.5079162406313605,0.5272643304367107,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002126.SZ,2443,True,0.5549622530200837,0.5968800432618024,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002130.SZ,2328,True,0.4646501488637912,0.5325510274213646,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002131.SZ,2354,True,0.38333914556052295,0.5976015014443712,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002138.SZ,2487,True,0.6874806484357815,0.5325464536248744,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002142.SZ,2362,True,0.6169321054322275,0.5256108378635951,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002152.SZ,2375,True,0.5111354010328265,0.5307664898889123,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002153.SZ,2356,True,0.24866854474500624,0.4896278366952931,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002155.SZ,2411,True,0.6160737173948598,0.4983850494075094,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002157.SZ,2208,True,0.4193071570416584,0.5759874524138275,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002179.SZ,2487,True,0.42872964989258466,0.49059069101834724,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002185.SZ,2353,True,0.5256155181660777,0.5053173522845795,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002195.SZ,2487,True,0.37556708679091605,0.5239124606233008,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002202.SZ,2422,True,0.656996293936919,0.6141766563436913,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002203.SZ,2358,True,0.6685620199517208,0.5937919578601089,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002223.SZ,2423,True,0.5989742614661772,0.5712515415354259,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002230.SZ,2348,True,0.5588302853576745,0.5402585938038852,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002236.SZ,2426,True,0.3204982023575008,0.5246140332617798,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002241.SZ,2487,True,0.5272823468306174,0.5695616793432483,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002244.SZ,2487,True,0.6754182510489795,0.6314729280053937,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002252.SZ,1882,True,0.315727074531207,0.5453774146739309,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002261.SZ,2467,True,0.6783348219700569,0.6088722735417984,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002262.SZ,2487,True,0.5161710084737557,0.5561796438811443,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002265.SZ,2286,True,0.6991064009333503,0.5965392137311073,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002266.SZ,2211,True,0.6622371095203954,0.6060716780690988,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002271.SZ,2487,True,0.47602892288620285,0.5632946741306981,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002273.SZ,2487,True,0.5444442234206691,0.5030634193882135,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002281.SZ,2487,True,0.3968218913760487,0.5414077423902723,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002299.SZ,2313,True,0.6066081710642902,0.5145200262404908,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002304.SZ,2487,True,0.6462501676249155,0.6167377484732011,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002311.SZ,2487,True,0.6603178740979793,0.5597242072858508,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002312.SZ,1904,True,0.6330148812865454,0.5995072398893481,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002318.SZ,2419,True,0.6398271138384153,0.5914485317562626,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002335.SZ,2363,True,0.6301144634771345,0.5734240987994342,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002340.SZ,2421,True,0.627875737760185,0.5940043027465155,
A1__C1_LogMASpread_5_60,A1_LogBodyCenterToMACloudCenter_5_60,C1_LogMASpread_5_60,C,002352.SZ,2256,True,0.6518641605812991,0.5765196091044489,
