source_level,layer,indicator_id,raw_source_indicator_id,W,validity_status,reason_code,total_row_count,reason_occurrence_count,row_count,row_prevalence,reason_occurrence_share
indicator_score,V,V2_AmountLevel20Pct,V2_LogAmount20_base,500,unknown,raw_metric_not_valid,1730769,1745969,15200,0.00878222339318534,0.008705767399077533
indicator_score,V,V2_AmountLevel20Pct,V2_LogAmount20_base,500,unknown,window_insufficient,1730769,1745969,15200,0.00878222339318534,0.008705767399077533
indicator_score,V,V2_AmountLevel20Pct,V2_LogAmount20_base,500,valid,valid_no_blocker,1730769,1745969,1319004,0.7620913016121735,0.7554567120034777
raw_metric,C,C1_LogMASpread_5_60,C1_LogMASpread_5_60,,unknown,window_insufficient,1730769,1730769,47200,0.027271114747259743,0.027271114747259743
raw_metric,C,C1_LogMASpread_5_60,C1_LogMASpread_5_60,,valid,valid_no_blocker,1730769,1730769,1683569,0.9727288852527403,0.9727288852527403
raw_metric,C,C2_AdjVWAPSpread_5_60,C2_AdjVWAPSpread_5_60,,blocked,daily_vwap_range_fail,1730769,1739090,32505,0.01878066917075589,0.0186908095613223
raw_metric,C,C2_AdjVWAPSpread_5_60,C2_AdjVWAPSpread_5_60,,blocked,window_insufficient,1730769,1739090,8321,0.00480768952991416,0.004784686243955172
raw_metric,C,C2_AdjVWAPSpread_5_60,C2_AdjVWAPSpread_5_60,,unknown,window_insufficient,1730769,1739090,38879,0.022463425217345585,0.022355944775716036
raw_metric,C,C2_AdjVWAPSpread_5_60,C2_AdjVWAPSpread_5_60,,valid,valid_no_blocker,1730769,1739090,1659385,0.9587559056118985,0.9541685594190065
raw_metric,P,P1_NATR14,P1_NATR14,,unknown,window_insufficient,1730769,1730769,11200,0.006471111973926041,0.006471111973926041
raw_metric,P,P1_NATR14,P1_NATR14,,valid,valid_no_blocker,1730769,1730769,1719569,0.993528888026074,0.993528888026074
raw_metric,P,P2_LogRange20,P2_LogRange20,,unknown,window_insufficient,1730769,1730769,15200,0.00878222339318534,0.00878222339318534
raw_metric,P,P2_LogRange20,P2_LogRange20,,valid,valid_no_blocker,1730769,1730769,1715569,0.9912177766068146,0.9912177766068146
raw_metric,T,T1_ER20,T1_ER20,,unknown,window_insufficient,1730769,1730769,16000,0.009244445677037201,0.009244445677037201
raw_metric,T,T1_ER20,T1_ER20,,valid,valid_no_blocker,1730769,1730769,1714769,0.9907555543229628,0.9907555543229628
raw_metric,T,T2_AbsTrendT20,T2_AbsTrendT20,,unknown,window_insufficient,1730769,1730769,15200,0.00878222339318534,0.00878222339318534
raw_metric,T,T2_AbsTrendT20,T2_AbsTrendT20,,valid,valid_no_blocker,1730769,1730769,1715569,0.9912177766068146,0.9912177766068146
raw_metric,V,V1_TurnoverShrink20_60,V1_TurnoverShrink20_60,,blocked,provider_turnover_crosscheck_fail,1730769,1732688,1242,0.0007176000956800127,0.0007168053336780771
raw_metric,V,V1_TurnoverShrink20_60,V1_TurnoverShrink20_60,,blocked,share_field_status_invalid,1730769,1732688,88,5.084445122370461e-05,5.078813958427599e-05
raw_metric,V,V1_TurnoverShrink20_60,V1_TurnoverShrink20_60,,blocked,window_insufficient,1730769,1732688,3,1.7333335644444752e-06,1.7314138494639543e-06
raw_metric,V,V1_TurnoverShrink20_60,V1_TurnoverShrink20_60,,unknown,share_field_status_invalid,1730769,1732688,3700,0.0021377780628148526,0.002135410414338877
raw_metric,V,V1_TurnoverShrink20_60,V1_TurnoverShrink20_60,,unknown,turnover_field_status_invalid,1730769,1732688,1653,0.0009550667940089059,0.0009540090310546388
raw_metric,V,V1_TurnoverShrink20_60,V1_TurnoverShrink20_60,,unknown,window_insufficient,1730769,1732688,63197,0.036513827090732504,0.03647338701485784
raw_metric,V,V1_TurnoverShrink20_60,V1_TurnoverShrink20_60,,valid,valid_no_blocker,1730769,1732688,1662805,0.9607319058753653,0.9596678686526369
raw_metric,V,V2_AmountLevel20Pct,V2_LogAmount20_base,,unknown,window_insufficient,1730769,1730769,15200,0.00878222339318534,0.00878222339318534
raw_metric,V,V2_AmountLevel20Pct,V2_LogAmount20_base,,valid,valid_no_blocker,1730769,1730769,1715569,0.9912177766068146,0.9912177766068146
