candidate_cell_id,metric_id,independent_value,production_value,status
r2_s_pcvt_w250_qv30_primary__d1__g2,raw_false_bridged_days,115,115,passed
r2_s_pcvt_w250_qv30_primary__d2__g0,confirmed_days,3591,3591,passed
r2_s_pcvt_w250_qv30_primary__d2__g0,qualified_components,869,869,passed
r2_s_pcvt_w250_qv30_primary__d2__g0,event_count,869,869,passed
r2_s_pcvt_w250_qv30_primary__d2__g0,confirmed_event_coverage,0.7758284600389863,0.7758284600389863,passed
r2_s_pcvt_w250_qv30_primary__d2__g0,raw_false_bridged_days,0,0,passed
r2_s_pcvt_w250_qv30_primary__d2__g1,confirmed_days,3591,3591,passed
r2_s_pcvt_w250_qv30_primary__d2__g1,qualified_components,869,869,passed
r2_s_pcvt_w250_qv30_primary__d2__g1,event_count,851,851,passed
r2_s_pcvt_w250_qv30_primary__d2__g1,confirmed_event_coverage,0.7758284600389863,0.7758284600389863,passed
r2_s_pcvt_w250_qv30_primary__d2__g1,raw_false_bridged_days,18,18,passed
r2_s_pcvt_w250_qv30_primary__d2__g2,confirmed_days,3591,3591,passed
r2_s_pcvt_w250_qv30_primary__d2__g2,qualified_components,869,869,passed
r2_s_pcvt_w250_qv30_primary__d2__g2,event_count,840,840,passed
r2_s_pcvt_w250_qv30_primary__d2__g2,confirmed_event_coverage,0.7758284600389863,0.7758284600389863,passed
r2_s_pcvt_w250_qv30_primary__d2__g2,raw_false_bridged_days,40,40,passed
r2_s_pcvt_w250_qv30_primary__d3__g0,confirmed_days,3591,3591,passed
r2_s_pcvt_w250_qv30_primary__d3__g0,qualified_components,464,464,passed
r2_s_pcvt_w250_qv30_primary__d3__g0,event_count,464,464,passed
r2_s_pcvt_w250_qv30_primary__d3__g0,confirmed_event_coverage,0.5502645502645502,0.5502645502645502,passed
r2_s_pcvt_w250_qv30_primary__d3__g0,raw_false_bridged_days,0,0,passed
r2_s_pcvt_w250_qv30_primary__d3__g1,confirmed_days,3591,3591,passed
r2_s_pcvt_w250_qv30_primary__d3__g1,qualified_components,464,464,passed
r2_s_pcvt_w250_qv30_primary__d3__g1,event_count,458,458,passed
r2_s_pcvt_w250_qv30_primary__d3__g1,confirmed_event_coverage,0.5502645502645502,0.5502645502645502,passed
r2_s_pcvt_w250_qv30_primary__d3__g1,raw_false_bridged_days,6,6,passed
r2_s_pcvt_w250_qv30_primary__d3__g2,confirmed_days,3591,3591,passed
r2_s_pcvt_w250_qv30_primary__d3__g2,qualified_components,464,464,passed
r2_s_pcvt_w250_qv30_primary__d3__g2,event_count,456,456,passed
r2_s_pcvt_w250_qv30_primary__d3__g2,confirmed_event_coverage,0.5502645502645502,0.5502645502645502,passed
r2_s_pcvt_w250_qv30_primary__d3__g2,raw_false_bridged_days,10,10,passed
