candidate_cell_id,from_state,to_state,reason_code,transition_count,hard_break_count
r2_s_pct_w120_q20_shared__d3__g0,COMPONENT_FORMING,QUALIFIED_ACTIVE,d_qualification,1244,0
r2_s_pct_w120_q20_shared__d3__g0,COMPONENT_FORMING,UNQUALIFIED_CLOSED,normal_short_interval_drop,3846,0
r2_s_pct_w120_q20_shared__d3__g0,CONFIRMED_ACTIVE,CONFIRMED_EXITED,natural_state_exit,5527,0
r2_s_pct_w120_q20_shared__d3__g0,CONFIRMED_ACTIVE,CONFIRMED_EXITED,quality_interruption,1,1
r2_s_pct_w120_q20_shared__d3__g0,GAP_PENDING,FINALIZED,raw_false_gap_exceeds_g,1682,0
r2_s_pct_w120_q20_shared__d3__g0,QUALIFIED_ACTIVE,GAP_PENDING,gap_pending,1447,0
r2_s_pct_w120_q20_shared__d3__g0,RAW_NOT_CONFIRMED,CONFIRMED_ACTIVE,k3_confirmation,5528,0
r2_s_pct_w120_q20_shared__d3__g1,COMPONENT_FORMING,QUALIFIED_ACTIVE,d_qualification,1244,0
r2_s_pct_w120_q20_shared__d3__g1,COMPONENT_FORMING,UNQUALIFIED_CLOSED,normal_short_interval_drop,3846,0
r2_s_pct_w120_q20_shared__d3__g1,CONFIRMED_ACTIVE,CONFIRMED_EXITED,natural_state_exit,5527,0
r2_s_pct_w120_q20_shared__d3__g1,CONFIRMED_ACTIVE,CONFIRMED_EXITED,quality_interruption,1,1
r2_s_pct_w120_q20_shared__d3__g1,GAP_PENDING,FINALIZED,raw_false_gap_exceeds_g,1579,0
r2_s_pct_w120_q20_shared__d3__g1,GAP_PENDING,REENTRY_PENDING_QUALIFICATION,reentry_pending,41,0
r2_s_pct_w120_q20_shared__d3__g1,GAP_PENDING,REENTRY_PENDING_QUALIFICATION,unqualified_reentry_observed,62,0
r2_s_pct_w120_q20_shared__d3__g1,QUALIFIED_ACTIVE,GAP_PENDING,gap_pending,1447,0
r2_s_pct_w120_q20_shared__d3__g1,RAW_NOT_CONFIRMED,CONFIRMED_ACTIVE,k3_confirmation,5528,0
r2_s_pct_w120_q20_shared__d3__g1,REENTRY_PENDING_QUALIFICATION,FINALIZED,unqualified_reentry_blocks_merge,62,0
