state_name,eligible_day_count,valid_day_count,unknown_day_count,blocked_day_count,diagnostic_required_day_count,raw_state_true_day_count,raw_state_false_day_count,raw_state_null_day_count,confirmed_state_true_day_count,confirmed_state_false_day_count,confirmed_state_null_day_count,unique_security_count_raw_true,unique_security_count_confirmed_true,nonzero_year_count_raw,nonzero_year_count_confirmed,candidate_config_id,W,q,K,raw_coverage,confirmed_coverage,year_coverage_raw,year_coverage_confirmed,unknown_ratio,blocked_ratio,diagnostic_required_ratio,raw_segment_count,raw_fragment_rate,raw_average_duration,raw_fragment_denominator_zero,raw_duration_denominator_zero,confirmed_interval_count,confirmed_interval_total_days,confirmed_interval_average_duration,unique_security_count_confirmed_interval,nonzero_year_count_confirmed_interval,confirmed_interval_status
S_PCVT,1730769,1601692,127424,1653,0,10768,1590924,129077,5598,1596094,129077,762,715,11,11,R0_W120_Q20_K2_WEAK_D010,120,0.2,2,0.006221511940646037,0.0032344004312533908,1.0,1.0,0.07362276537192428,0.0009550667940089059,0.0,5170,0.4801263001485884,2.0827852998065763,False,False,2657,5598,2.106887467068122,715,11,computed
S_P,1730769,1619612,111157,0,0,337590,1282022,111157,275639,1343973,111157,794,794,11,11,R0_W120_Q20_K3_WEAK_D010,120,0.2,3,0.1950520260069368,0.15925811012330357,1.0,1.0,0.06422405300765151,0.0,0.0,34398,0.1018928285790456,9.814233385661957,False,False,23733,275639,11.61416592929676,794,11,computed
S_PC,1730769,1602732,126422,1615,0,145033,1457699,128037,107250,1495482,128037,791,791,11,11,R0_W120_Q20_K3_WEAK_D010,120,0.2,3,0.08379685561735853,0.06196667492888999,1.0,1.0,0.07304383196139981,0.0009331112355259425,0.0,21020,0.14493253259602987,6.899762131303521,False,False,14117,107250,7.597223206063611,791,11,computed
S_PCT,1730769,1602732,126422,1615,0,39800,1562932,128037,12480,1590252,128037,790,777,11,11,R0_W120_Q20_K3_WEAK_D010,120,0.2,3,0.02299555862163004,0.007210667628089017,1.0,1.0,0.07304383196139981,0.0009331112355259425,0.0,17599,0.4421859296482412,2.2614921302346724,False,False,5528,12480,2.2575976845151953,777,11,computed
S_PCVT,1730769,1601692,127424,1653,0,10768,1590924,129077,2941,1598751,129077,762,617,11,11,R0_W120_Q20_K3_WEAK_D010,120,0.2,3,0.006221511940646037,0.0016992446710104006,1.0,1.0,0.07362276537192428,0.0009550667940089059,0.0,5170,0.4801263001485884,2.0827852998065763,False,False,1426,2941,2.0624123422159886,617,11,computed
S_P,1730769,1619612,111157,0,0,337590,1282022,111157,230879,1388733,111157,794,794,11,11,R0_W120_Q20_K5_WEAK_D010,120,0.2,5,0.1950520260069368,0.133396773341792,1.0,1.0,0.06422405300765151,0.0,0.0,34398,0.1018928285790456,9.814233385661957,False,False,18843,230879,12.252772913018097,794,11,computed
S_PC,1730769,1602732,126422,1615,0,145033,1457699,128037,81027,1521705,128037,791,790,11,11,R0_W120_Q20_K5_WEAK_D010,120,0.2,5,0.08379685561735853,0.04681560624208083,1.0,1.0,0.07304383196139981,0.0009331112355259425,0.0,21020,0.14493253259602987,6.899762131303521,False,False,10481,81027,7.7308462932926245,790,11,computed
S_PCT,1730769,1602732,126422,1615,0,39800,1562932,128037,3938,1598794,128037,790,670,11,11,R0_W120_Q20_K5_WEAK_D010,120,0.2,5,0.02299555862163004,0.0022752891922607813,1.0,1.0,0.07304383196139981,0.0009331112355259425,0.0,17599,0.4421859296482412,2.2614921302346724,False,False,1682,3938,2.3412604042806184,670,11,computed
S_PCVT,1730769,1601692,127424,1653,0,10768,1590924,129077,798,1600894,129077,762,298,11,11,R0_W120_Q20_K5_WEAK_D010,120,0.2,5,0.006221511940646037,0.0004610667281422304,1.0,1.0,0.07362276537192428,0.0009550667940089059,0.0,5170,0.4801263001485884,2.0827852998065763,False,False,382,798,2.089005235602094,298,11,computed
S_P,1730769,1619612,111157,0,0,475043,1144569,111157,435682,1183930,111157,794,794,11,11,R0_W120_Q30_K2_WEAK_D010,120,0.3,2,0.27446932548479896,0.2517274113414326,1.0,1.0,0.06422405300765151,0.0,0.0,39361,0.08285776234993464,12.068875282640176,False,False,32049,435682,13.594246310337295,794,11,computed
S_PC,1730769,1598202,130163,2404,0,251148,1347054,132567,222789,1375413,132567,792,792,11,11,R0_W120_Q30_K2_WEAK_D010,120,0.3,2,0.14510775268103368,0.12872255049634007,1.0,1.0,0.07520529891626208,0.0013889779629748394,0.0,28359,0.11291748291843853,8.856024542473289,False,False,23279,222789,9.570385325830147,792,11,computed
S_PCT,1730769,1598202,130163,2404,0,102437,1495765,132567,70633,1527569,132567,791,791,11,11,R0_W120_Q30_K2_WEAK_D010,120,0.3,2,0.05918583011366624,0.04081018321913554,1.0,1.0,0.07520529891626208,0.0013889779629748394,0.0,31804,0.3104737546003885,3.220884165513772,False,False,21464,70633,3.290765933656355,791,11,computed
S_PCVT,1730769,1595951,132335,2483,0,39199,1556752,134818,25605,1570346,134818,787,782,11,11,R0_W120_Q30_K2_WEAK_D010,120,0.3,2,0.02264831413088633,0.014794001972533596,1.0,1.0,0.07646023241691988,0.0014346224135052107,0.0,13594,0.34679456108574197,2.8835515668677356,False,False,8644,25605,2.9621702915316983,782,11,computed
S_P,1730769,1619612,111157,0,0,475043,1144569,111157,403633,1215979,111157,794,794,11,11,R0_W120_Q30_K3_WEAK_D010,120,0.3,3,0.27446932548479896,0.2332102088724723,1.0,1.0,0.06422405300765151,0.0,0.0,39361,0.08285776234993464,12.068875282640176,False,False,27847,403633,14.494667289115524,794,11,computed
S_PC,1730769,1598202,130163,2404,0,251148,1347054,132567,199510,1398692,132567,792,792,11,11,R0_W120_Q30_K3_WEAK_D010,120,0.3,3,0.14510775268103368,0.11527245981410575,1.0,1.0,0.07520529891626208,0.0013889779629748394,0.0,28359,0.11291748291843853,8.856024542473289,False,False,20055,199510,9.948142607828471,792,11,computed
S_PCT,1730769,1598202,130163,2404,0,102437,1495765,132567,49169,1549033,132567,791,791,11,11,R0_W120_Q30_K3_WEAK_D010,120,0.3,3,0.05918583011366624,0.028408759343390134,1.0,1.0,0.07520529891626208,0.0013889779629748394,0.0,31804,0.3104737546003885,3.220884165513772,False,False,15030,49169,3.2713905522288758,791,11,computed
S_PCVT,1730769,1595951,132335,2483,0,39199,1556752,134818,16961,1578990,134818,787,778,11,11,R0_W120_Q30_K3_WEAK_D010,120,0.3,3,0.02264831413088633,0.009799690195514249,1.0,1.0,0.07646023241691988,0.0014346224135052107,0.0,13594,0.34679456108574197,2.8835515668677356,False,False,5783,16961,2.9329067957807364,778,11,computed
S_P,1730769,1619612,111157,0,0,475043,1144569,111157,350807,1268805,111157,794,794,11,11,R0_W120_Q30_K5_WEAK_D010,120,0.3,5,0.27446932548479896,0.20268851591402434,1.0,1.0,0.06422405300765151,0.0,0.0,39361,0.08285776234993464,12.068875282640176,False,False,22686,350807,15.463589879220665,794,11,computed
S_PC,1730769,1598202,130163,2404,0,251148,1347054,132567,161727,1436475,132567,792,791,11,11,R0_W120_Q30_K5_WEAK_D010,120,0.3,5,0.14510775268103368,0.09344227912563721,1.0,1.0,0.07520529891626208,0.0013889779629748394,0.0,28359,0.11291748291843853,8.856024542473289,False,False,15697,161727,10.303051538510543,791,11,computed
S_PCT,1730769,1598202,130163,2404,0,102437,1495765,132567,23715,1574487,132567,791,784,11,11,R0_W120_Q30_K5_WEAK_D010,120,0.3,5,0.05918583011366624,0.013702001826933577,1.0,1.0,0.07520529891626208,0.0013889779629748394,0.0,31804,0.3104737546003885,3.220884165513772,False,False,7098,23715,3.3410819949281487,784,11,computed
S_PCVT,1730769,1595951,132335,2483,0,39199,1556752,134818,7388,1588563,134818,787,726,11,11,R0_W120_Q30_K5_WEAK_D010,120,0.3,5,0.02264831413088633,0.004268622791371928,1.0,1.0,0.07646023241691988,0.0014346224135052107,0.0,13594,0.34679456108574197,2.8835515668677356,False,False,2460,7388,3.0032520325203254,726,11,computed
S_P,1730769,1516287,214482,0,0,168499,1347788,214482,149115,1367172,214482,789,789,10,10,R0_W250_Q10_K2_WEAK_D010,250,0.1,2,0.09735499075844321,0.08615534482071265,0.9090909090909091,0.9090909090909091,0.12392294985639331,0.0,0.0,19384,0.11503925839322489,8.692684688402807,False,False,15323,149115,9.731449455067546,789,10,computed
S_PC,1730769,1508913,221343,513,0,51967,1456946,221856,43225,1465688,221856,784,783,10,10,R0_W250_Q10_K2_WEAK_D010,250,0.1,2,0.030025381781162014,0.024974447774370814,0.9090909090909091,0.9090909090909091,0.12788708371827784,0.00029640003952000526,0.0,8742,0.1682221409740797,5.944520704644246,False,False,6902,43225,6.262677484787019,783,10,computed
S_PCT,1730769,1508913,221343,513,0,5427,1503486,221856,1649,1507264,221856,747,579,10,10,R0_W250_Q10_K2_WEAK_D010,250,0.1,2,0.003135600418080056,0.0009527556825896466,0.9090909090909091,0.9090909090909091,0.12788708371827784,0.00029640003952000526,0.0,3778,0.6961488852036116,1.4364743250397036,False,False,1119,1649,1.4736371760500446,579,10,computed
S_PCVT,1730769,1508851,221405,513,0,612,1508239,221918,156,1508695,221918,296,92,10,10,R0_W250_Q10_K2_WEAK_D010,250,0.1,2,0.00035360004714667293,9.013334535111271e-05,0.9090909090909091,0.9090909090909091,0.12792290594527636,0.00029640003952000526,0.0,456,0.7450980392156863,1.3421052631578947,False,False,108,156,1.4444444444444444,92,10,computed
S_P,1730769,1516287,214482,0,0,168499,1347788,214482,133792,1382495,214482,789,789,10,10,R0_W250_Q10_K3_WEAK_D010,250,0.1,3,0.09735499075844321,0.07730205475138507,0.9090909090909091,0.9090909090909091,0.12392294985639331,0.0,0.0,19384,0.11503925839322489,8.692684688402807,False,False,13025,133792,10.27193857965451,789,10,computed
S_PC,1730769,1508913,221343,513,0,51967,1456946,221856,36323,1472590,221856,784,781,10,10,R0_W250_Q10_K3_WEAK_D010,250,0.1,3,0.030025381781162014,0.020986625020438892,0.9090909090909091,0.9090909090909091,0.12788708371827784,0.00029640003952000526,0.0,8742,0.1682221409740797,5.944520704644246,False,False,5666,36323,6.410695375926579,781,10,computed
S_PCT,1730769,1508913,221343,513,0,5427,1503486,221856,530,1508383,221856,747,274,10,10,R0_W250_Q10_K3_WEAK_D010,250,0.1,3,0.003135600418080056,0.0003062222630518573,0.9090909090909091,0.9090909090909091,0.12788708371827784,0.00029640003952000526,0.0,3778,0.6961488852036116,1.4364743250397036,False,False,341,530,1.5542521994134897,274,10,computed
S_PCVT,1730769,1508851,221405,513,0,612,1508239,221918,48,1508803,221918,296,27,10,9,R0_W250_Q10_K3_WEAK_D010,250,0.1,3,0.00035360004714667293,2.7733337031111604e-05,0.9090909090909091,0.8181818181818182,0.12792290594527636,0.00029640003952000526,0.0,456,0.7450980392156863,1.3421052631578947,False,False,29,48,1.6551724137931034,27,9,computed
S_P,1730769,1516287,214482,0,0,168499,1347788,214482,109405,1406882,214482,789,787,10,10,R0_W250_Q10_K5_WEAK_D010,250,0.1,5,0.09735499075844321,0.06321178620601593,0.9090909090909091,0.9090909090909091,0.12392294985639331,0.0,0.0,19384,0.11503925839322489,8.692684688402807,False,False,10045,109405,10.891488302638129,787,10,computed
S_PC,1730769,1508913,221343,513,0,51967,1456946,221856,25914,1482999,221856,784,771,10,10,R0_W250_Q10_K5_WEAK_D010,250,0.1,5,0.030025381781162014,0.014972535329671377,0.9090909090909091,0.9090909090909091,0.12788708371827784,0.00029640003952000526,0.0,8742,0.1682221409740797,5.944520704644246,False,False,3941,25914,6.575488454706927,771,10,computed
S_PCT,1730769,1508913,221343,513,0,5427,1503486,221856,66,1508847,221856,747,37,10,7,R0_W250_Q10_K5_WEAK_D010,250,0.1,5,0.003135600418080056,3.8133338417778456e-05,0.9090909090909091,0.6363636363636364,0.12788708371827784,0.00029640003952000526,0.0,3778,0.6961488852036116,1.4364743250397036,False,False,39,66,1.6923076923076923,37,7,computed
S_PCVT,1730769,1508851,221405,513,0,612,1508239,221918,11,1508840,221918,296,4,10,2,R0_W250_Q10_K5_WEAK_D010,250,0.1,5,0.00035360004714667293,6.355556402963076e-06,0.9090909090909091,0.18181818181818182,0.12792290594527636,0.00029640003952000526,0.0,456,0.7450980392156863,1.3421052631578947,False,False,4,11,2.75,4,2,computed
S_P,1730769,1516287,214482,0,0,300660,1215627,214482,274012,1242275,214482,789,789,10,10,R0_W250_Q20_K2_WEAK_D010,250,0.2,2,0.1737146898286253,0.15831806555351985,0.9090909090909091,0.9090909090909091,0.12392294985639331,0.0,0.0,26648,0.08863167697731657,11.282647853497448,False,False,21671,274012,12.644178856536385,789,10,computed
S_PC,1730769,1503671,226030,1068,0,132775,1370896,227098,116401,1387270,227098,787,787,10,10,R0_W250_Q20_K2_WEAK_D010,250,0.2,2,0.0767144546730384,0.06725392007830046,0.9090909090909091,0.9090909090909091,0.1305951285237949,0.0006170667489422332,0.0,16374,0.12332140839766523,8.108892146085257,False,False,13388,116401,8.694427845832088,787,10,computed
S_PCT,1730769,1503671,226030,1068,0,34615,1469056,227098,19479,1484192,227098,786,783,10,10,R0_W250_Q20_K2_WEAK_D010,250,0.2,2,0.01999978044441517,0.011254534833937978,0.9090909090909091,0.9090909090909091,0.1305951285237949,0.0006170667489422332,0.0,15136,0.4372670807453416,2.2869318181818183,False,False,8625,19479,2.2584347826086955,783,10,computed
S_PCVT,1730769,1503366,226326,1077,0,7860,1495506,227403,4113,1499253,227403,726,656,10,10,R0_W250_Q20_K2_WEAK_D010,250,0.2,2,0.004541333938844525,0.0023764003168533754,0.9090909090909091,0.9090909090909091,0.13076615076882012,0.0006222667496355666,0.0,3747,0.4767175572519084,2.0976781425140114,False,False,1970,4113,2.087817258883249,656,10,computed
S_P,1730769,1516287,214482,0,0,300660,1215627,214482,252341,1263946,214482,789,789,10,10,R0_W250_Q20_K3_WEAK_D010,250,0.2,3,0.1737146898286253,0.14579704166182778,0.9090909090909091,0.9090909090909091,0.12392294985639331,0.0,0.0,26648,0.08863167697731657,11.282647853497448,False,False,18711,252341,13.486238041793598,789,10,computed
S_PC,1730769,1503671,226030,1068,0,132775,1370896,227098,103013,1400658,227098,787,787,10,10,R0_W250_Q20_K3_WEAK_D010,250,0.2,3,0.0767144546730384,0.05951863015803958,0.9090909090909091,0.9090909090909091,0.1305951285237949,0.0006170667489422332,0.0,16374,0.12332140839766523,8.108892146085257,False,False,11445,103013,9.000698995194409,787,10,computed
S_PCT,1730769,1503671,226030,1068,0,34615,1469056,227098,10854,1492817,227098,786,773,10,10,R0_W250_Q20_K3_WEAK_D010,250,0.2,3,0.01999978044441517,0.006271200836160112,0.9090909090909091,0.9090909090909091,0.1305951285237949,0.0006170667489422332,0.0,15136,0.4372670807453416,2.2869318181818183,False,False,4884,10854,2.2223587223587224,773,10,computed
S_PCVT,1730769,1503366,226326,1077,0,7860,1495506,227403,2143,1501223,227403,726,520,10,10,R0_W250_Q20_K3_WEAK_D010,250,0.2,3,0.004541333938844525,0.00123817794286817,0.9090909090909091,0.9090909090909091,0.13076615076882012,0.0006222667496355666,0.0,3747,0.4767175572519084,2.0976781425140114,False,False,1024,2143,2.0927734375,520,10,computed
S_P,1730769,1516287,214482,0,0,300660,1215627,214482,216918,1299369,214482,789,789,10,10,R0_W250_Q20_K5_WEAK_D010,250,0.2,5,0.1737146898286253,0.12533041671072223,0.9090909090909091,0.9090909090909091,0.12392294985639331,0.0,0.0,26648,0.08863167697731657,11.282647853497448,False,False,15069,216918,14.394983077841927,789,10,computed
S_PC,1730769,1503671,226030,1068,0,132775,1370896,227098,81593,1422078,227098,787,786,10,10,R0_W250_Q20_K5_WEAK_D010,250,0.2,5,0.0767144546730384,0.04714262850790602,0.9090909090909091,0.9090909090909091,0.1305951285237949,0.0006170667489422332,0.0,16374,0.12332140839766523,8.108892146085257,False,False,8758,81593,9.316396437542817,786,10,computed
S_PCT,1730769,1503671,226030,1068,0,34615,1469056,227098,3336,1500335,227098,786,637,10,10,R0_W250_Q20_K5_WEAK_D010,250,0.2,5,0.01999978044441517,0.0019274669236622566,0.9090909090909091,0.9090909090909091,0.1305951285237949,0.0006170667489422332,0.0,15136,0.4372670807453416,2.2869318181818183,False,False,1442,3336,2.3134535367545075,637,10,computed
S_PCVT,1730769,1503366,226326,1077,0,7860,1495506,227403,587,1502779,227403,726,226,10,10,R0_W250_Q20_K5_WEAK_D010,250,0.2,5,0.004541333938844525,0.00033915560077630235,0.9090909090909091,0.9090909090909091,0.13076615076882012,0.0006222667496355666,0.0,3747,0.4767175572519084,2.0976781425140114,False,False,275,587,2.1345454545454547,226,10,computed
S_P,1730769,1516287,214482,0,0,429506,1086781,214482,398305,1117982,214482,791,790,10,10,R0_W250_Q30_K2_WEAK_D010,250,0.3,2,0.24815905531009627,0.23013180846201892,0.9090909090909091,0.9090909090909091,0.12392294985639331,0.0,0.0,31201,0.07264392115593263,13.765776737925066,False,False,25718,398305,15.48740181973715,790,10,computed
S_PC,1730769,1498634,230472,1663,0,232009,1266625,232135,209372,1289262,232135,788,788,10,10,R0_W250_Q30_K2_WEAK_D010,250,0.3,2,0.13404966231773274,0.12097050501828956,0.9090909090909091,0.9090909090909091,0.13316161775488236,0.0009608445725570542,0.0,22637,0.09756949083871747,10.249105446834827,False,False,19024,209372,11.005677039529015,788,10,computed
S_PCT,1730769,1498634,230472,1663,0,92041,1406593,232135,64408,1434226,232135,787,787,10,10,R0_W250_Q30_K2_WEAK_D010,250,0.3,2,0.05317925153501132,0.037213516072913254,0.9090909090909091,0.9090909090909091,0.13316161775488236,0.0009608445725570542,0.0,27633,0.30022489977292727,3.3308363188940757,False,False,19116,64408,3.369324126386273,787,10,computed
S_PCVT,1730769,1497667,231387,1715,0,31445,1466222,233102,20927,1476740,233102,775,762,10,10,R0_W250_Q30_K2_WEAK_D010,250,0.3,2,0.018168224644652176,0.012091157167709844,0.9090909090909091,0.9090909090909091,0.13369028449203793,0.000990889021007425,0.0,10518,0.3344887899507076,2.989636813082335,False,False,6939,20927,3.01585242830379,762,10,computed
S_P,1730769,1516287,214482,0,0,429506,1086781,214482,372587,1143700,214482,791,790,10,10,R0_W250_Q30_K3_WEAK_D010,250,0.3,3,0.24815905531009627,0.21527251759189123,0.9090909090909091,0.9090909090909091,0.12392294985639331,0.0,0.0,31201,0.07264392115593263,13.765776737925066,False,False,22645,372587,16.45338926915434,790,10,computed
S_PC,1730769,1498634,230472,1663,0,232009,1266625,232135,190348,1308286,232135,788,788,10,10,R0_W250_Q30_K3_WEAK_D010,250,0.3,3,0.13404966231773274,0.10997885910829233,0.9090909090909091,0.9090909090909091,0.13316161775488236,0.0009608445725570542,0.0,22637,0.09756949083871747,10.249105446834827,False,False,16666,190348,11.42133685347414,788,10,computed
S_PCT,1730769,1498634,230472,1663,0,92041,1406593,232135,45292,1453342,232135,787,786,10,10,R0_W250_Q30_K3_WEAK_D010,250,0.3,3,0.05317925153501132,0.026168714600273056,0.9090909090909091,0.9090909090909091,0.13316161775488236,0.0009608445725570542,0.0,27633,0.30022489977292727,3.3308363188940757,False,False,13726,45292,3.299723153140026,786,10,computed
S_PCVT,1730769,1497667,231387,1715,0,31445,1466222,233102,13988,1483679,233102,775,756,10,10,R0_W250_Q30_K3_WEAK_D010,250,0.3,3,0.018168224644652176,0.008081956633149773,0.9090909090909091,0.9090909090909091,0.13369028449203793,0.000990889021007425,0.0,10518,0.3344887899507076,2.989636813082335,False,False,4702,13988,2.9749042960442367,756,10,computed
S_P,1730769,1516287,214482,0,0,429506,1086781,214482,329521,1186766,214482,791,790,10,10,R0_W250_Q30_K5_WEAK_D010,250,0.3,5,0.24815905531009627,0.19038993649643599,0.9090909090909091,0.9090909090909091,0.12392294985639331,0.0,0.0,31201,0.07264392115593263,13.765776737925066,False,False,18643,329521,17.675320495628387,790,10,computed
S_PC,1730769,1498634,230472,1663,0,232009,1266625,232135,158866,1339768,232135,788,787,10,10,R0_W250_Q30_K5_WEAK_D010,250,0.3,5,0.13404966231773274,0.09178925668301201,0.9090909090909091,0.9090909090909091,0.13316161775488236,0.0009608445725570542,0.0,22637,0.09756949083871747,10.249105446834827,False,False,13332,158866,11.916141614161416,787,10,computed
S_PCT,1730769,1498634,230472,1663,0,92041,1406593,232135,21874,1476760,232135,787,782,10,10,R0_W250_Q30_K5_WEAK_D010,250,0.3,5,0.05317925153501132,0.012638312796219483,0.9090909090909091,0.9090909090909091,0.13316161775488236,0.0009608445725570542,0.0,27633,0.30022489977292727,3.3308363188940757,False,False,6707,21874,3.261368719248546,782,10,computed
S_PCVT,1730769,1497667,231387,1715,0,31445,1466222,233102,6151,1491516,233102,775,688,10,10,R0_W250_Q30_K5_WEAK_D010,250,0.3,5,0.018168224644652176,0.003553911584965989,0.9090909090909091,0.9090909090909091,0.13369028449203793,0.000990889021007425,0.0,10518,0.3344887899507076,2.989636813082335,False,False,2093,6151,2.9388437649307213,688,10,computed
S_P,1730769,1319004,411765,0,0,142778,1176226,411765,128297,1190707,411765,772,771,9,9,R0_W500_Q10_K2_WEAK_D010,500,0.1,2,0.0824939665547511,0.07412716543917762,0.8181818181818182,0.8181818181818182,0.23790869838782644,0.0,0.0,14481,0.1014231884463993,9.859678199019404,False,False,11567,128297,11.091640010374341,771,9,computed
S_PC,1730769,1315922,414377,470,0,47470,1268452,414847,40427,1275495,414847,756,753,9,9,R0_W500_Q10_K2_WEAK_D010,500,0.1,2,0.027427114768059747,0.023357825336598935,0.8181818181818182,0.8181818181818182,0.2394178541446028,0.00027155559176296777,0.0,7043,0.1483673899304824,6.740025557290927,False,False,5673,40427,7.126211880839063,753,9,computed
S_PCT,1730769,1315922,414377,470,0,4637,1311285,414847,1386,1314536,414847,714,519,9,9,R0_W500_Q10_K2_WEAK_D010,500,0.1,2,0.002679155912776344,0.0008008001067733476,0.8181818181818182,0.8181818181818182,0.2394178541446028,0.00027155559176296777,0.0,3251,0.7010998490403278,1.426330359889265,False,False,996,1386,1.391566265060241,519,9,computed
