security_id,indicator_id,row_count,valid_count,valid_rate,zero_count,zero_rate_among_valid,first_date,last_date,first_valid_date,last_valid_date,min_value,median_value,max_value
000596.SZ,A2b_BodyToMACloudGapMean20_5_60,2546,2468,0.969363707776905,33,0.013371150729335495,2016-01-04,2026-06-30,2016-04-29,2026-06-30,0.0,0.004829923921623713,0.026474102313155966
000598.SZ,A1_LogBodyCenterToMACloudCenter_5_60,2546,2487,0.9768263943440691,0,0.0,2016-01-04,2026-06-30,2016-04-01,2026-06-30,1.2723594014829587e-05,0.015189309046967914,0.12640349380728377
000598.SZ,A2_BodyCenterOutsideMACloudRate20_5_60,2546,2468,0.969363707776905,2,0.0008103727714748784,2016-01-04,2026-06-30,2016-04-29,2026-06-30,0.0,0.5,0.95
000598.SZ,A2b_BodyToMACloudGapMean20_5_60,2546,2468,0.969363707776905,27,0.01094003241491086,2016-01-04,2026-06-30,2016-04-29,2026-06-30,0.0,0.002132845869470823,0.01462362402616626
000617.SZ,A1_LogBodyCenterToMACloudCenter_5_60,2546,2234,0.8774548311076198,0,0.0,2016-01-04,2026-06-30,2017-04-18,2026-06-30,1.5385301045611754e-05,0.023602223199562733,0.3333524422831813
000617.SZ,A2_BodyCenterOutsideMACloudRate20_5_60,2546,2215,0.8699921445404556,16,0.007223476297968397,2016-01-04,2026-06-30,2017-05-16,2026-06-30,0.0,0.5,0.95
000617.SZ,A2b_BodyToMACloudGapMean20_5_60,2546,2215,0.8699921445404556,23,0.01038374717832957,2016-01-04,2026-06-30,2017-05-16,2026-06-30,0.0,0.0030308608609617817,0.03465510715526328
000623.SZ,A1_LogBodyCenterToMACloudCenter_5_60,2546,2431,0.9548311076197957,0,0.0,2016-01-04,2026-06-30,2016-06-24,2026-06-30,4.436719317268967e-06,0.016606460777137677,0.2910336639569113
000623.SZ,A2_BodyCenterOutsideMACloudRate20_5_60,2546,2412,0.9473684210526315,15,0.006218905472636816,2016-01-04,2026-06-30,2016-07-21,2026-06-30,0.0,0.5,0.95
000623.SZ,A2b_BodyToMACloudGapMean20_5_60,2546,2412,0.9473684210526315,51,0.021144278606965175,2016-01-04,2026-06-30,2016-07-21,2026-06-30,0.0,0.002286554366275273,0.02379995581188967
000625.SZ,A1_LogBodyCenterToMACloudCenter_5_60,2546,2429,0.9540455616653575,0,0.0,2016-01-04,2026-06-30,2016-06-28,2026-06-30,3.537921421070678e-05,0.033470129353458056,0.3188330552856318
000625.SZ,A2_BodyCenterOutsideMACloudRate20_5_60,2546,2410,0.9465828750981933,8,0.0033195020746887966,2016-01-04,2026-06-30,2016-07-25,2026-06-30,0.0,0.5,1.0
000625.SZ,A2b_BodyToMACloudGapMean20_5_60,2546,2410,0.9465828750981933,34,0.014107883817427386,2016-01-04,2026-06-30,2016-07-25,2026-06-30,0.0,0.005124256195822996,0.022276385423563562
