indicator_id,total_row_count,valid_count,unknown_count,blocked_count,diagnostic_required_count,valid_rate,valid_raw_null_count,nonvalid_raw_nonnull_count,nonfinite_valid_count,domain_violation_count,min_value,q01_value,q05_value,q25_value,median_value,q75_value,q95_value,q99_value,max_value,mean_value,stddev_pop_value,zero_count,zero_rate_among_valid,positive_count,unique_value_count,discrete_grid_step,grid_violation_count,grid_residual_max,first_valid_date,last_valid_date
A1_LogBodyCenterToMACloudCenter_5_60,1751066,1632073,42899,76094,0,0.9320453940628166,0,0,0,0,2.019977962675057e-09,0.0004920154373288633,0.0024706534704785456,0.012703355764678292,0.028126699618408857,0.053031040908646965,0.11341545727721206,0.18595078380175417,0.7947215781715684,0.03932139684480209,0.03939848873479712,0,0.0,1632073,1632073,,0,,2016-04-01,2026-06-30
A2_BodyCenterOutsideMACloudRate20_5_60,1751066,1602937,55631,92498,0,0.9154063867381355,0,0,0,0,0.0,0.05,0.2,0.35,0.5,0.6,0.8,0.8999999999999999,1.0,0.4945088921149099,0.18345014844961344,9504,0.005929116365771082,1593433,21,0.05,0,0.0,2016-04-29,2026-06-30
A2b_BodyToMACloudGapMean20_5_60,1751066,1602937,55631,92498,0,0.9154063867381355,0,0,0,0,0.0,0.0,0.0005222081871579221,0.0020934812456790074,0.003913380896463403,0.00669767220016233,0.013655253932440685,0.022486203114645234,0.1105009072095422,0.00511887432528508,0.004688529961967685,23721,0.014798460575805536,1579216,916315,,0,,2016-04-29,2026-06-30
