task_id,run_id,code_commit,state_line,candidate_config_id,profile_role,W,q,K,analysis_level,year,eligible_day_count,state_true_day_count,coverage,unique_security_count,onset_count,segment_or_interval_count,duration_total_days,year_share_of_state_days,nonzero_year_count,max_year_share,year_hhi
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,raw,2017,133205,1181,0.0088660335572989,210,503,503,1181,0.034118156868409646,10,0.21071789686552073,0.14240700698751244
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,raw,2018,142250,1788,0.012569420035149385,334,803,803,1788,0.05165390726563628,10,0.21071789686552073,0.14240700698751244
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,raw,2019,153590,4700,0.030600950582720228,546,2134,2134,4700,0.13577928643651596,10,0.21071789686552073,0.14240700698751244
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,raw,2020,162718,2235,0.01373541956022075,407,995,995,2235,0.06456738408204536,10,0.21071789686552073,0.14240700698751244
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,raw,2021,173268,3030,0.017487360620541587,497,1418,1418,3030,0.08753430593673263,10,0.21071789686552073,0.14240700698751244
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,raw,2022,180738,4460,0.024676603702597128,594,1873,1873,4460,0.1288458760652896,10,0.21071789686552073,0.14240700698751244
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,raw,2023,187126,7212,0.038540876201062384,701,3053,3053,7212,0.20834898165535173,10,0.21071789686552073,0.14240700698751244
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,raw,2024,190070,2058,0.010827589835323828,408,943,943,2058,0.059453993933265926,10,0.21071789686552073,0.14240700698751244
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,raw,2025,192701,7294,0.03785138634464793,724,3128,3128,7294,0.21071789686552073,10,0.21071789686552073,0.14240700698751244
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,raw,2026,92686,657,0.007088449172474807,180,286,286,657,0.018980210891232124,10,0.21071789686552073,0.14240700698751244
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,confirmed,2017,133205,391,0.002935325250553658,111,163,163,391,0.03602358577482956,10,0.21715496591118483,0.1464065880834076
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,confirmed,2018,142250,531,0.0037328646748681898,174,244,244,531,0.04892205638474295,10,0.21715496591118483,0.1464065880834076
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,confirmed,2019,153590,1373,0.008939384074484016,383,677,677,1373,0.12649714391007924,10,0.21715496591118483,0.1464065880834076
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,confirmed,2020,162718,691,0.0042466107007214935,223,303,303,691,0.0636631656532154,10,0.21715496591118483,0.1464065880834076
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,confirmed,2021,173268,857,0.004946095066602027,278,398,398,857,0.07895706651925558,10,0.21715496591118483,0.1464065880834076
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,confirmed,2022,180738,1494,0.008266108953291504,394,653,653,1494,0.13764510779436154,10,0.21715496591118483,0.1464065880834076
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,confirmed,2023,187126,2349,0.012553039128715412,528,1057,1057,2349,0.21641791044776118,10,0.21715496591118483,0.1464065880834076
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,confirmed,2024,190070,608,0.003198821486820645,198,275,275,608,0.05601621522019532,10,0.21715496591118483,0.1464065880834076
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,confirmed,2025,192701,2357,0.012231384372680993,535,1019,1019,2357,0.21715496591118483,10,0.21715496591118483,0.1464065880834076
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W250_Q20_K3_WEAK_D010,reference_baseline,250,0.2,3,confirmed,2026,92686,203,0.0021901905357874975,82,95,95,203,0.018702782384374426,10,0.21715496591118483,0.1464065880834076
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,raw,2016,122417,1608,0.013135430536608478,316,702,702,1608,0.04040201005025126,11,0.16821608040201005,0.11186045933183505
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,raw,2017,133205,2818,0.02115536203595961,419,1160,1160,2818,0.07080402010050252,11,0.16821608040201005,0.11186045933183505
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,raw,2018,142250,2853,0.020056239015817223,482,1296,1296,2853,0.07168341708542714,11,0.16821608040201005,0.11186045933183505
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,raw,2019,153590,4740,0.030861384204700828,583,2169,2169,4740,0.11909547738693467,11,0.16821608040201005,0.11186045933183505
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,raw,2020,162718,2858,0.01756412935262233,533,1334,1334,2858,0.07180904522613066,11,0.16821608040201005,0.11186045933183505
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,raw,2021,173268,3707,0.021394602580972828,597,1670,1670,3707,0.09314070351758794,11,0.16821608040201005,0.11186045933183505
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,raw,2022,180738,5082,0.028118049331075923,682,2147,2147,5082,0.12768844221105527,11,0.16821608040201005,0.11186045933183505
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,raw,2023,187126,5979,0.031951733056870775,729,2623,2623,5979,0.15022613065326634,11,0.16821608040201005,0.11186045933183505
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,raw,2024,190070,2669,0.014042194980796549,559,1250,1250,2669,0.0670603015075377,11,0.16821608040201005,0.11186045933183505
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,raw,2025,192701,6695,0.034742943731480375,748,2872,2872,6695,0.16821608040201005,11,0.16821608040201005,0.11186045933183505
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,raw,2026,92686,791,0.008534190708413353,244,376,376,791,0.019874371859296483,11,0.16821608040201005,0.11186045933183505
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,confirmed,2016,122417,501,0.004092568842562716,179,244,244,501,0.04014423076923077,11,0.17748397435897437,0.11459613586867193
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,confirmed,2017,133205,987,0.007409631770579183,276,407,407,987,0.07908653846153846,11,0.17748397435897437,0.11459613586867193
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,confirmed,2018,142250,875,0.006151142355008787,281,394,394,875,0.07011217948717949,11,0.17748397435897437,0.11459613586867193
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,confirmed,2019,153590,1378,0.00897193827723159,403,681,681,1378,0.11041666666666666,11,0.17748397435897437,0.11459613586867193
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,confirmed,2020,162718,824,0.005063975712582504,281,373,373,824,0.06602564102564103,11,0.17748397435897437,0.11459613586867193
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,confirmed,2021,173268,1116,0.006440889258258882,346,506,506,1116,0.08942307692307692,11,0.17748397435897437,0.11459613586867193
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,confirmed,2022,180738,1721,0.009522070621562705,466,712,712,1721,0.13790064102564104,11,0.17748397435897437,0.11459613586867193
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,confirmed,2023,187126,1882,0.010057394482861816,516,859,859,1882,0.15080128205128204,11,0.17748397435897437,0.11459613586867193
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,confirmed,2024,190070,758,0.003988004419424423,255,350,350,758,0.060737179487179487,11,0.17748397435897437,0.11459613586867193
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,confirmed,2025,192701,2215,0.011494491466053627,541,897,897,2215,0.17748397435897437,11,0.17748397435897437,0.11459613586867193
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCT,R0_W120_Q20_K3_WEAK_D010,fast_structural_convergence_challenger,120,0.2,3,confirmed,2026,92686,223,0.0024059728545842954,94,105,105,223,0.017868589743589743,11,0.17748397435897437,0.11459613586867193
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,raw,2017,133205,248,0.0018617919747757217,72,118,118,248,0.03155216284987277,10,0.22353689567430027,0.1367832747379394
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,raw,2018,142250,525,0.0036906854130052723,165,254,254,525,0.06679389312977099,10,0.22353689567430027,0.1367832747379394
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,raw,2019,153590,1048,0.00682336089589166,280,514,514,1048,0.13333333333333333,10,0.22353689567430027,0.1367832747379394
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,raw,2020,162718,546,0.0033554984697452034,155,256,256,546,0.06946564885496183,10,0.22353689567430027,0.1367832747379394
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,raw,2021,173268,743,0.0042881547660271946,220,363,363,743,0.094529262086514,10,0.22353689567430027,0.1367832747379394
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,raw,2022,180738,1169,0.006467925948057409,275,533,533,1169,0.14872773536895675,10,0.22353689567430027,0.1367832747379394
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,raw,2023,187126,1757,0.009389395380652608,436,838,838,1757,0.22353689567430027,10,0.22353689567430027,0.1367832747379394
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,raw,2024,190070,502,0.002641132214447309,149,239,239,502,0.0638676844783715,10,0.22353689567430027,0.1367832747379394
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,raw,2025,192701,1202,0.006237642773000659,310,578,578,1202,0.1529262086513995,10,0.22353689567430027,0.1367832747379394
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,raw,2026,92686,120,0.0012946939127807867,39,54,54,120,0.015267175572519083,10,0.22353689567430027,0.1367832747379394
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,confirmed,2017,133205,76,0.0005705491535603018,27,32,32,76,0.03546430237984134,10,0.21931871208586096,0.13597646919976683
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,confirmed,2018,142250,138,0.0009701230228471002,62,67,67,138,0.06439570695286981,10,0.21931871208586096,0.13597646919976683
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,confirmed,2019,153590,267,0.0017383944267204895,119,143,143,267,0.1245916938870742,10,0.21931871208586096,0.13597646919976683
R1-T04,R1-T04-20260710T0810Z,3b72e127b7ffaaa82d22e4defc6da8cf9cd0e38c,S_PCVT,R0_W250_Q20_K3_WEAK_D010,reference_depletion_profile,250,0.2,3,confirmed,2020,162718,161,0.0009894418564633293,60,71,71,161,0.0751283247783481,10,0.21931871208586096,0.13597646919976683
