route_id,state_line,window_track_id,W,K,qP,qC,qT,qV,candidate_role,r1_handoff_row_id,r1_handoff_status,r1_required_R2_decision,selection_eligible,fallback_eligible,independent_product_eligible,t03_geometry_role,paired_primary_route_id,role_reason_code,role_capabilities,selection_path_not_independently_confirmed,warning_codes,source_artifact_refs,source_artifact_hashes,source_matrix_sha256,contract_version
r2_s_pct_w120_qt25_primary,S_PCT,short_reference,120,3,0.2,0.2,0.25,0.2,primary,q_W120_K3_P20_C20_T25_V20_S_PCT,review_candidate,accept_or_reject_qT_decoupling_and_converge_qT,True,False,True,primary,r2_s_pct_w120_qt25_primary,pre_registered_primary_q_vector_route,"[""primary""]",True,"[""affected_lift_deterioration_vs_baseline"",""layer_q_complexity_added"",""same_sample_formal_revalidation_only"",""selection_path_not_independently_confirmed""]","[""R1-T14-01"",""R0-T15"",""R1-T14-02""]","{""R1-T14-01"":{""path"":""data/generated/r1/r1_t14_01/R1-T14-01-20260710T2113Z/r1_t14_01_result_package.json"",""sha256"":""300bbc213a1b42b317f1a8ea7452b846ee5406882eae7aff79e9c4ce12138a35""},""R0-T15"":{""path"":""data/generated/r0/r0_t15/R0-T15-20260710T2136Z/r0_t15_result_package.json"",""sha256"":""aaea43c420289d95a384b49ce045f69045007ba6a5ac669079d6d3f055d72ac2""},""R1-T14-02"":{""path"":""data/generated/r1/r1_t14_02/R1-T14-02-20260711T1100Z/r1_t14_02_result_package.json"",""sha256"":""cb5c6c454f7023059ea237c32d574aca13e5b82343ba6ee36e6839711a13eb25""}}",c3dddd698a0876743e822a55864be06074f94c14a4cd142b44de062a35d83134,r2_t01_candidate_convergence_shortlist.v1
r2_s_pct_w250_qt25_primary,S_PCT,long_reference,250,3,0.2,0.2,0.25,0.2,primary,q_W250_K3_P20_C20_T25_V20_S_PCT,review_candidate,accept_or_reject_qT_decoupling_and_converge_qT,True,False,True,primary,r2_s_pct_w250_qt25_primary,pre_registered_primary_q_vector_route,"[""primary""]",True,"[""affected_lift_deterioration_vs_baseline"",""layer_q_complexity_added"",""same_sample_formal_revalidation_only"",""selection_path_not_independently_confirmed""]","[""R1-T14-01"",""R0-T15"",""R1-T14-02""]","{""R1-T14-01"":{""path"":""data/generated/r1/r1_t14_01/R1-T14-01-20260710T2113Z/r1_t14_01_result_package.json"",""sha256"":""300bbc213a1b42b317f1a8ea7452b846ee5406882eae7aff79e9c4ce12138a35""},""R0-T15"":{""path"":""data/generated/r0/r0_t15/R0-T15-20260710T2136Z/r0_t15_result_package.json"",""sha256"":""aaea43c420289d95a384b49ce045f69045007ba6a5ac669079d6d3f055d72ac2""},""R1-T14-02"":{""path"":""data/generated/r1/r1_t14_02/R1-T14-02-20260711T1100Z/r1_t14_02_result_package.json"",""sha256"":""cb5c6c454f7023059ea237c32d574aca13e5b82343ba6ee36e6839711a13eb25""}}",c3dddd698a0876743e822a55864be06074f94c14a4cd142b44de062a35d83134,r2_t01_candidate_convergence_shortlist.v1
r2_s_pcvt_w120_qv30_primary,S_PCVT,short_reference,120,3,0.2,0.2,0.2,0.3,primary,q_W120_K3_P20_C20_T20_V30_S_PCVT,review_candidate,accept_or_reject_qV_selectivity_heterogeneity_tradeoff,True,False,True,primary,r2_s_pcvt_w120_qv30_primary,pre_registered_primary_q_vector_route,"[""primary""]",True,"[""V_security_negative_delta_share_material"",""V_selectivity_reduced_but_guard_passed"",""layer_q_complexity_added"",""same_sample_formal_revalidation_only"",""selection_path_not_independently_confirmed""]","[""R1-T14-01"",""R0-T15"",""R1-T14-02""]","{""R1-T14-01"":{""path"":""data/generated/r1/r1_t14_01/R1-T14-01-20260710T2113Z/r1_t14_01_result_package.json"",""sha256"":""300bbc213a1b42b317f1a8ea7452b846ee5406882eae7aff79e9c4ce12138a35""},""R0-T15"":{""path"":""data/generated/r0/r0_t15/R0-T15-20260710T2136Z/r0_t15_result_package.json"",""sha256"":""aaea43c420289d95a384b49ce045f69045007ba6a5ac669079d6d3f055d72ac2""},""R1-T14-02"":{""path"":""data/generated/r1/r1_t14_02/R1-T14-02-20260711T1100Z/r1_t14_02_result_package.json"",""sha256"":""cb5c6c454f7023059ea237c32d574aca13e5b82343ba6ee36e6839711a13eb25""}}",c3dddd698a0876743e822a55864be06074f94c14a4cd142b44de062a35d83134,r2_t01_candidate_convergence_shortlist.v1
r2_s_pcvt_w250_qv30_primary,S_PCVT,long_reference,250,3,0.2,0.2,0.2,0.3,primary,q_W250_K3_P20_C20_T20_V30_S_PCVT,review_candidate,accept_or_reject_qV_selectivity_heterogeneity_tradeoff,True,False,True,primary,r2_s_pcvt_w250_qv30_primary,pre_registered_primary_q_vector_route,"[""primary""]",True,"[""V_security_negative_delta_share_material"",""V_selectivity_reduced_but_guard_passed"",""layer_q_complexity_added"",""same_sample_formal_revalidation_only"",""selection_path_not_independently_confirmed""]","[""R1-T14-01"",""R0-T15"",""R1-T14-02""]","{""R1-T14-01"":{""path"":""data/generated/r1/r1_t14_01/R1-T14-01-20260710T2113Z/r1_t14_01_result_package.json"",""sha256"":""300bbc213a1b42b317f1a8ea7452b846ee5406882eae7aff79e9c4ce12138a35""},""R0-T15"":{""path"":""data/generated/r0/r0_t15/R0-T15-20260710T2136Z/r0_t15_result_package.json"",""sha256"":""aaea43c420289d95a384b49ce045f69045007ba6a5ac669079d6d3f055d72ac2""},""R1-T14-02"":{""path"":""data/generated/r1/r1_t14_02/R1-T14-02-20260711T1100Z/r1_t14_02_result_package.json"",""sha256"":""cb5c6c454f7023059ea237c32d574aca13e5b82343ba6ee36e6839711a13eb25""}}",c3dddd698a0876743e822a55864be06074f94c14a4cd142b44de062a35d83134,r2_t01_candidate_convergence_shortlist.v1
