upstream_task,scope_id,year,metric,actual_value,expected_value,absolute_difference,mismatch_count,status
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,pooled,state_null_day_count,227403,227403,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,pooled,coverage,0.004541333938844525,0.004541333938844525,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,pooled,max_year_share,0.22353689567430027,0.22353689567430027,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,pooled,year_hhi,0.1367832747379394,0.1367832747379394,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2016,year_state_true_count,0,0,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2016,year_state_share,0.0,0.0,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2017,year_state_true_count,248,248,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2017,year_state_share,0.03155216284987277,0.03155216284987277,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2018,year_state_true_count,525,525,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2018,year_state_share,0.06679389312977099,0.06679389312977099,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2019,year_state_true_count,1048,1048,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2019,year_state_share,0.13333333333333333,0.13333333333333333,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2020,year_state_true_count,546,546,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2020,year_state_share,0.06946564885496183,0.06946564885496183,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2021,year_state_true_count,743,743,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2021,year_state_share,0.094529262086514,0.094529262086514,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2022,year_state_true_count,1169,1169,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2022,year_state_share,0.14872773536895675,0.14872773536895675,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2023,year_state_true_count,1757,1757,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2023,year_state_share,0.22353689567430027,0.22353689567430027,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2024,year_state_true_count,502,502,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2024,year_state_share,0.0638676844783715,0.0638676844783715,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2025,year_state_true_count,1202,1202,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2025,year_state_share,0.1529262086513995,0.1529262086513995,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2026,year_state_true_count,120,120,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|raw,2026,year_state_share,0.015267175572519083,0.015267175572519083,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,eligible_day_count,1730769,1730769,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,valid_day_count,1503366,1503366,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,unknown_day_count,226326,226326,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,blocked_day_count,1077,1077,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,state_true_day_count,2143,2143,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,state_false_day_count,1501223,1501223,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,state_null_day_count,227403,227403,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,coverage,0.00123817794286817,0.00123817794286817,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,max_year_share,0.21931871208586096,0.21931871208586096,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,year_hhi,0.13597646919976683,0.13597646919976683,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2016,year_state_true_count,0,0,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2016,year_state_share,0.0,0.0,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2017,year_state_true_count,76,76,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2017,year_state_share,0.03546430237984134,0.03546430237984134,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2018,year_state_true_count,138,138,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2018,year_state_share,0.06439570695286981,0.06439570695286981,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2019,year_state_true_count,267,267,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2019,year_state_share,0.1245916938870742,0.1245916938870742,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2020,year_state_true_count,161,161,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2020,year_state_share,0.0751283247783481,0.0751283247783481,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2021,year_state_true_count,183,183,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2021,year_state_share,0.08539430704619692,0.08539430704619692,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2022,year_state_true_count,353,353,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2022,year_state_share,0.16472235184321046,0.16472235184321046,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2023,year_state_true_count,470,470,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2023,year_state_share,0.21931871208586096,0.21931871208586096,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2024,year_state_true_count,141,141,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2024,year_state_share,0.06579561362575828,0.06579561362575828,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2025,year_state_true_count,320,320,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2025,year_state_share,0.14932337844143723,0.14932337844143723,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2026,year_state_true_count,34,34,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,2026,year_state_share,0.015865608959402706,0.015865608959402706,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,confirmed_interval_count,1024,1024,0.0,0,matched
R1-T04,R0_W250_Q20_K3_WEAK_D010|S_PCVT|confirmed,pooled,confirmed_total_duration,2143,2143,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2016,N,27827,27827,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2016,n11,6278,6278,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2016,n10,4143,4143,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2016,n01,2849,2849,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2016,n00,14557,14557,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2016,retention,0.6024373860474043,0.6024373860474043,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2016,target_marginal_rate,0.3279908003018651,0.3279908003018651,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2016,association_lift,1.8367508646369144,1.8367508646369144,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2016,absolute_increment,0.27444658574553915,0.27444658574553915,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2017,N,120518,120518,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2017,n11,9883,9883,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2017,n10,11351,11351,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2017,n01,14488,14488,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2017,n00,84796,84796,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2017,retention,0.46543279645850993,0.46543279645850993,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2017,target_marginal_rate,0.20221875570454206,0.20221875570454206,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2017,association_lift,2.3016302065400147,2.3016302065400147,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2017,absolute_increment,0.26321404075396787,0.26321404075396787,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2018,N,134378,134378,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2018,n11,10104,10104,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2018,n10,12128,12128,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2018,n01,20745,20745,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2018,n00,91401,91401,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2018,retention,0.45448002878733357,0.45448002878733357,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2018,target_marginal_rate,0.2295688282308116,0.2295688282308116,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2018,association_lift,1.9797114106902756,1.9797114106902756,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2018,absolute_increment,0.22491120055652197,0.22491120055652197,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2019,N,144350,144350,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2019,n11,18829,18829,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2019,n10,21278,21278,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2019,n01,18583,18583,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2019,n00,85660,85660,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2019,retention,0.4694691699703294,0.4694691699703294,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2019,target_marginal_rate,0.25917561482507795,0.25917561482507795,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2019,association_lift,1.8113940630069776,1.8113940630069776,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2019,absolute_increment,0.21029355514525144,0.21029355514525144,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2020,N,151961,151961,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2020,n11,10169,10169,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2020,n10,12276,12276,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2020,n01,21172,21172,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2020,n00,108344,108344,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2020,retention,0.4530630429939853,0.4530630429939853,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2020,target_marginal_rate,0.20624370726699615,0.20624370726699615,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2020,association_lift,2.1967363222746243,2.1967363222746243,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2020,absolute_increment,0.24681933572698916,0.24681933572698916,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2021,N,162826,162826,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2021,n11,14002,14002,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2021,n10,19404,19404,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2021,n01,23434,23434,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2021,n00,105986,105986,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2021,retention,0.4191462611506915,0.4191462611506915,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2021,target_marginal_rate,0.22991414147617703,0.22991414147617703,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2021,association_lift,1.823055591359186,1.823055591359186,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2021,absolute_increment,0.18923211967451445,0.18923211967451445,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2022,N,172988,172988,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2022,n11,17158,17158,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2022,n10,21405,21405,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2022,n01,25172,25172,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2022,n00,109253,109253,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2022,retention,0.4449342634131162,0.4449342634131162,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2022,target_marginal_rate,0.24469905426966032,0.24469905426966032,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2022,association_lift,1.818291716496767,1.818291716496767,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2022,absolute_increment,0.20023520914345588,0.20023520914345588,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2023,N,181754,181754,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2023,n11,22871,22871,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2023,n10,28077,28077,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2023,n01,24850,24850,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2023,n00,105956,105956,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2023,retention,0.4489086912145717,0.4489086912145717,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2023,target_marginal_rate,0.2625581830386126,0.2625581830386126,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2023,association_lift,1.7097493820962109,1.7097493820962109,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2023,absolute_increment,0.1863505081759591,0.1863505081759591,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2024,N,186108,186108,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2024,n11,8751,8751,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2024,n10,13338,13338,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2024,n01,28457,28457,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2024,n00,135562,135562,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2024,retention,0.3961700393861198,0.3961700393861198,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2024,target_marginal_rate,0.1999269241515679,0.1999269241515679,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2024,association_lift,1.98157422301849,1.98157422301849,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2024,absolute_increment,0.19624311523455187,0.19624311523455187,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2025,N,189646,189646,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2025,n11,24239,24239,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2025,n10,27108,27108,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2025,n01,24144,24144,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2025,n00,114155,114155,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2025,retention,0.4720626326757162,0.4720626326757162,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2025,target_marginal_rate,0.2551227022979657,0.2551227022979657,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2025,association_lift,1.8503356558381843,1.8503356558381843,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2025,absolute_increment,0.2169399303777505,0.2169399303777505,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2026,N,91202,91202,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2026,n11,2749,2749,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2026,n10,5169,5169,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2026,n01,12447,12447,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2026,n00,70837,70837,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2026,retention,0.3471836322303612,0.3471836322303612,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2026,target_marginal_rate,0.16661915308874806,0.16661915308874806,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2026,association_lift,2.0836958164433668,2.0836958164433668,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,2026,absolute_increment,0.18056447914161314,0.18056447914161314,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,pooled,pooled_N,1563558,1563558,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,pooled,pooled_n11,145033,145033,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,pooled,pooled_n10,175677,175677,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,pooled,pooled_n01,216341,216341,0.0,0,matched
R1-T06,C_GIVEN_P|W120|q0.2,pooled,pooled_n00,1026507,1026507,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2016,N,0,0,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2016,n11,0,0,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2016,n10,0,0,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2016,n01,0,0,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2016,n00,0,0,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2017,N,78284,78284,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2017,n11,4073,4073,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2017,n10,5786,5786,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2017,n01,7933,7933,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2017,n00,60492,60492,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2017,retention,0.41312506339385335,0.41312506339385335,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2017,target_marginal_rate,0.1533646722190997,0.1533646722190997,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2017,association_lift,2.6937433335602545,2.6937433335602545,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2017,absolute_increment,0.2597603911747537,0.2597603911747537,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2018,N,128438,128438,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2018,n11,6284,6284,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2018,n10,7835,7835,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2018,n01,17072,17072,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2018,n00,97247,97247,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2018,retention,0.4450740137403499,0.4450740137403499,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2018,target_marginal_rate,0.1818464940282471,0.1818464940282471,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2018,association_lift,2.4475259537927325,2.4475259537927325,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2018,absolute_increment,0.2632275197121028,0.2632275197121028,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2019,N,140488,140488,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2019,n11,19540,19540,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2019,n10,22559,22559,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2019,n01,14627,14627,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2019,n00,83762,83762,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2019,retention,0.46414404142616217,0.46414404142616217,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2019,target_marginal_rate,0.24320226638574113,0.24320226638574113,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2019,association_lift,1.9084692273795965,1.9084692273795965,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2019,absolute_increment,0.22094177504042103,0.22094177504042103,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2020,N,147514,147514,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2020,n11,7869,7869,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2020,n10,9443,9443,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2020,n01,18797,18797,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2020,n00,111405,111405,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2020,retention,0.4545402033271719,0.4545402033271719,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2020,target_marginal_rate,0.18076928291551989,0.18076928291551989,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2020,association_lift,2.5144769951850456,2.5144769951850456,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2020,absolute_increment,0.27377092041165196,0.27377092041165196,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2021,N,156731,156731,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2021,n11,13164,13164,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2021,n10,17262,17262,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2021,n01,20261,20261,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2021,n00,106044,106044,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2021,retention,0.43265628081246305,0.43265628081246305,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2021,target_marginal_rate,0.21326348967338943,0.21326348967338943,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2021,association_lift,2.0287405100379403,2.0287405100379403,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2021,absolute_increment,0.21939279113907362,0.21939279113907362,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2022,N,168340,168340,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2022,n11,16147,16147,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2022,n10,19551,19551,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2022,n01,21517,21517,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2022,n00,111125,111125,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2022,retention,0.4523222589500812,0.4523222589500812,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2022,target_marginal_rate,0.22373767375549483,0.22373767375549483,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2022,association_lift,2.0216633674505275,2.0216633674505275,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2022,absolute_increment,0.22858458519458638,0.22858458519458638,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2023,N,177739,177739,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2023,n11,29141,29141,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2023,n10,31762,31762,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2023,n01,20762,20762,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2023,n00,96074,96074,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2023,retention,0.47848217657586656,0.47848217657586656,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2023,target_marginal_rate,0.2807656170002082,0.2807656170002082,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2023,association_lift,1.7042050294054052,1.7042050294054052,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2023,absolute_increment,0.19771655957565837,0.19771655957565837,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2024,N,183635,183635,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2024,n11,6488,6488,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2024,n10,8816,8816,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2024,n01,23051,23051,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2024,n00,145280,145280,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2024,retention,0.4239414532148458,0.4239414532148458,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2024,target_marginal_rate,0.16085713507773572,0.16085713507773572,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2024,association_lift,2.635515378350933,2.635515378350933,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2024,absolute_increment,0.2630843181371101,0.2630843181371101,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2025,N,188429,188429,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2025,n11,27744,27744,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2025,n10,28016,28016,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2025,n01,22899,22899,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2025,n00,109770,109770,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2025,retention,0.4975609756097561,0.4975609756097561,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2025,target_marginal_rate,0.26876436217355076,0.26876436217355076,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2025,association_lift,1.851290742514676,1.851290742514676,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2025,absolute_increment,0.22879661343620533,0.22879661343620533,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2026,N,90825,90825,0.0,0,matched
R1-T06,C_GIVEN_P|W250|q0.2,2026,n11,2325,2325,0.0,0,matched
