scope_type,candidate_config_id,state_line,W,q,K,removed_year,confirmed_state_days_without_year,confirmed_coverage_without_year,confirmed_interval_count_without_confirmation_year,max_remaining_year_share,remaining_year_hhi,pooled_sign,leave_one_out_sign,sign_flip,relative_count_change,relative_metric_change,removed_year_denominator_share,removed_year_state_or_child_share,partial_year_removed,step_id,N_without_year,n11_without_year,n10_without_year,n01_without_year,n00_without_year,retention_without_year,target_marginal_without_year,lift_without_year,delta_without_year,pooled_delta_sign,leave_one_out_delta_sign,pooled_lift_excess_sign,leave_one_out_lift_excess_sign
interlayer_step,,,120,0.2,,2018,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.08594372578439687,-0.001420614985227986,0.08594372578439687,0.06966690339439989,False,C_GIVEN_P,1429180,134929,163549,195596,935106,0.4520567680030019,0.23126897941476932,1.9546796511444828,0.22078778858823256,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2019,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.09232148727453666,0.0017572073639087193,0.09232148727453666,0.12982562589203836,False,C_GIVEN_P,1419208,126204,154399,197758,940847,0.44975998118338006,0.22826957007006726,1.97030195941284,0.2214904111133128,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2020,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.09718923122775107,-0.012398670892132542,0.09718923122775107,0.07011507725827915,False,C_GIVEN_P,1411597,134864,163401,195169,918163,0.4521616683150889,0.2338011486281141,1.9339582845005638,0.2183605196869748,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2021,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.10413812599212821,0.016759984051778674,0.10413812599212821,0.09654354526211276,False,C_GIVEN_P,1400732,131031,156273,192907,920521,0.4560709213933673,0.23126336801044026,1.9720845774968487,0.22480755338292704,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2022,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.11063740520019084,0.012145218897349293,0.11063740520019084,0.1183041100990809,False,C_GIVEN_P,1390570,127875,154272,191169,917254,0.4532211932077959,0.22943397311893685,1.9753883308852846,0.22378722008885907,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2023,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.11624384896498882,0.021533461892039037,0.11624384896498882,0.1576951452428068,False,C_GIVEN_P,1381804,122162,147600,191491,920551,0.4528510316501212,0.22698805329844174,1.9950434618456194,0.22586297835167946,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2024,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.11902852340623117,-0.0003099557721174299,0.11902852340623117,0.060337992043190174,False,C_GIVEN_P,1377450,136282,162339,187884,890945,0.45637111924479523,0.23533776180623617,1.9392175558317133,0.22103335743855906,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2025,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.12129131122734174,-0.0021202370693734884,0.12129131122734174,0.16712748133183483,False,C_GIVEN_P,1373912,120794,148569,192197,912352,0.4484431789072738,0.2278100780836036,1.9684957868400383,0.22063310082367021,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2026,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.058329783736836116,-0.0060449121225332825,0.058329783736836116,0.01895430695083188,True,C_GIVEN_P,1472356,142284,170508,203894,955670,0.4548837566178163,0.23511840886307386,1.9347007272524008,0.21976534775474246,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2016,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,0.0,0.0,0.0,0.0,False,C_GIVEN_P,1460423,132775,155269,176618,995761,0.46095388204579857,0.21185163476609173,2.1758334909935626,0.24910224727970684,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2017,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.053603647710286674,-0.006493767344914012,0.053603647710286674,0.030675955563923933,False,C_GIVEN_P,1382139,128702,149483,168685,935269,0.46264895662958105,0.21516432138880387,2.1502122361335654,0.24748463524077718,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2018,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.08794575270315518,-0.008329010042517883,0.08794575270315518,0.047328186782150256,False,C_GIVEN_P,1331985,126491,147434,159546,898514,0.46177238295153783,0.21474491079103744,2.15032980875098,0.2470274721605004,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2019,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.09619678682135244,0.011203247970106441,0.09619678682135244,0.14716625870834119,False,C_GIVEN_P,1319935,113235,132710,161991,911999,0.4604078147553315,0.20851481322943932,2.208034084603484,0.25189300152589217,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2020,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.10100772173541502,-0.01237316774771259,0.10100772173541502,0.05926567501412163,False,C_GIVEN_P,1312909,124906,145826,157821,884356,0.46136400573260644,0.2153439423448236,2.142451748161267,0.24602006338778284,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2021,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.10731890691943362,0.014097927818645514,0.10731890691943362,0.09914517040105442,False,C_GIVEN_P,1303692,119611,138007,156357,889717,0.4642959731074692,0.21168190032615067,2.1933664257175565,0.25261407278131853,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2022,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.11526797373089852,0.011118525546885659,0.11526797373089852,0.12161174919977405,False,C_GIVEN_P,1292083,116628,135718,155101,884636,0.4621749502666973,0.21030305328682444,2.1976616270822955,0.2518718969798729,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2023,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.12170378034309237,0.019467659879512555,0.12170378034309237,0.21947655808698927,False,C_GIVEN_P,1282684,103634,123507,155856,899687,0.4562540448443918,0.2023023597394214,2.255307577390974,0.2539516851049704,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2024,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.1257409668294734,-0.021105708060851224,0.1257409668294734,0.0488646205987573,False,C_GIVEN_P,1276788,126287,146453,153567,850481,0.46303072523282246,0.21918595726150308,2.1125017816738905,0.24384476797131938,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2025,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.1290235774155844,-0.001431960111816171,0.1290235774155844,0.20895499905855772,False,C_GIVEN_P,1271994,105031,127253,153719,885991,0.4521663136505312,0.2034207708526927,2.222812900350121,0.24874554279783853,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2026,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.06219088579130841,-0.01116165334745168,0.06219088579130841,0.01751082658633026,True,C_GIVEN_P,1369598,130450,151030,166919,921199,0.46344322864857185,0.21712137430107228,2.134489200524018,0.24632185434749956,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2016,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.017797229140204585,0.004123334819643509,0.017797229140204585,0.04040201005025126,False,T_GIVEN_PC,1535731,38192,100563,197873,1199103,0.2752477388202227,0.15371507119410888,1.7906359908759002,0.12153266762611381,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2017,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.0770793280453939,-0.002826296766872086,0.0770793280453939,0.07080402010050252,False,T_GIVEN_PC,1443040,36982,98168,183724,1124166,0.27363669996300405,0.15294517130502272,1.789116306374151,0.12069152865798133,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2018,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.08594372578439687,0.002041350020826633,0.08594372578439687,0.07168341708542714,False,T_GIVEN_PC,1429180,36947,97982,181067,1113184,0.273825493407644,0.152544815908423,1.7950494861262887,0.121280677499221,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2019,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.09232148727453666,0.0229261513021392,0.09232148727453666,0.11909547738693467,False,T_GIVEN_PC,1419208,35060,91144,183492,1109512,0.27780419004152007,0.1539957497421097,1.8039730999507924,0.12380844029941038,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2020,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.09718923122775107,0.00033088396999590784,0.09718923122775107,0.07180904522613066,False,T_GIVEN_PC,1411597,36942,97922,178816,1097917,0.2739203938782774,0.15284674025235248,1.792124538776753,0.1210736536259249,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2021,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.10413812599212821,0.005028135560487102,0.10413812599212821,0.09314070351758794,False,T_GIVEN_PC,1400732,36093,94938,179356,1090345,0.2754539002220848,0.153811721300006,1.790851164618454,0.12164217892207882,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2022,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.11063740520019084,-0.02171421109531712,0.11063740520019084,0.12768844221105527,False,T_GIVEN_PC,1390570,34718,93157,178170,1084525,0.2714995112414467,0.1530940549558814,1.7734164224710578,0.11840545628556531,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2023,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.11624384896498882,0.017332747902274594,0.11624384896498882,0.15022613065326634,False,T_GIVEN_PC,1381804,33821,88341,178593,1081049,0.2768536860889638,0.15372223557031242,1.8009996085591091,0.1231314505186514,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2024,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.11902852340623117,-0.007453870391215865,0.11902852340623117,0.0670603015075377,False,T_GIVEN_PC,1377450,37131,99151,172690,1068478,0.2724571109904463,0.15232567425314894,1.7886486459114683,0.12013143673729734,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2025,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.12129131122734174,-0.008899940990537628,0.12129131122734174,0.16821608040201005,False,T_GIVEN_PC,1373912,33105,87689,178622,1074496,0.27406162557742936,0.15410521197864202,1.7784059478495284,0.11995641359878734,positive,positive,positive,positive
interlayer_step,,,120,0.2,,2026,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.058329783736836116,-0.008053122448875728,0.058329783736836116,0.019874371859296483,True,T_GIVEN_PC,1472356,39009,103275,187887,1142185,0.2741629417221894,0.15410403462206151,1.779076987793156,0.1200589071001279,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2016,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,0.0,0.0,0.0,0.0,False,T_GIVEN_PC,1460423,34615,98160,181561,1146087,0.26070419883261153,0.14802286734733705,1.7612427289417836,0.11268133148527448,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2017,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.053603647710286674,-0.006455584740406711,0.053603647710286674,0.034118156868409646,False,T_GIVEN_PC,1382139,33434,95268,170880,1082557,0.25977840282202297,0.14782449522081353,1.75734341209133,0.11195390760120943,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2018,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.08794575270315518,-0.001395895871937549,0.08794575270315518,0.05165390726563628,False,T_GIVEN_PC,1331985,32827,93664,162970,1042524,0.2595204401894206,0.14699640010961085,1.765488406490934,0.11252404007980976,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2019,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.09619678682135244,0.024824033948939138,0.09619678682135244,0.13577928643651596,False,T_GIVEN_PC,1319935,29915,83320,166368,1040332,0.2641851017794851,0.14870656509600852,1.7765530500211668,0.1154785366834766,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2020,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.10100772173541502,-0.004687310325451407,0.10100772173541502,0.06456738408204536,False,T_GIVEN_PC,1312909,32380,92526,160725,1027278,0.25923494467839814,0.1470817855616802,1.7625224203556151,0.11215315911671794,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2021,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.10731890691943362,0.020495464595544008,0.10731890691943362,0.08753430593673263,False,T_GIVEN_PC,1303692,31585,88026,162761,1021320,0.26406434190835293,0.14907355418304324,1.7713694649294784,0.11499078772530968,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2022,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.11526797373089852,-0.018224500519071027,0.11526797373089852,0.1288458760652896,False,T_GIVEN_PC,1292083,30155,86473,160982,1014473,0.25855712178893575,0.14792935128780427,1.7478419227696023,0.11062777050113148,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2023,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.12170378034309237,0.034019354386698196,0.12170378034309237,0.20834898165535173,False,T_GIVEN_PC,1282684,27403,76231,162314,1016736,0.2644209429337862,0.14790626529994916,1.787760257468127,0.11651467763383705,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2024,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.1257409668294734,-0.022819797346677665,0.1257409668294734,0.059453993933265926,False,T_GIVEN_PC,1276788,32557,93730,156014,994487,0.2578016739648578,0.1476917076288311,1.7455392594738472,0.11010996633602671,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2025,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.1290235774155844,-0.005377979708010718,0.1290235774155844,0.21071789686552073,False,T_GIVEN_PC,1271994,27321,77710,160995,1005968,0.2601232017213965,0.14804786815032148,1.7570209214851953,0.11207533357107505,positive,positive,positive,positive
interlayer_step,,,250,0.2,,2026,,,,,,delta:positive|lift_excess:positive,delta:positive|lift_excess:positive,False,-0.06219088579130841,-0.011664666701460427,0.06219088579130841,0.018980210891232124,True,T_GIVEN_PC,1369598,33958,96492,170040,1069108,0.260314296665389,0.14894735535536704,1.747693311132087,0.11136694131002198,positive,positive,positive,positive
