pair_id,tail_fraction,left_indicator_id,right_indicator_id,left_threshold,right_threshold,left_selected_count,left_realized_rate,right_selected_count,right_realized_rate,intersection_count,union_count,jaccard,left_containment,right_containment
A1_A2,0.01,A1_LogBodyCenterToMACloudCenter_5_60,A2_BodyCenterOutsideMACloudRate20_5_60,0.0004908722905652141,0.05,16030,0.010000393028546974,21418,0.01336172288742477,525,36923,0.014218779622457546,0.03275109170305677,0.0245120926323653
A1_A2,0.05,A1_LogBodyCenterToMACloudCenter_5_60,A2_BodyCenterOutsideMACloudRate20_5_60,0.0024652333794161763,0.2,80147,0.05000009357822547,127183,0.07934372966623142,13105,194225,0.06747329128587978,0.16351204661434615,0.10304050069584772
A1_A2,0.1,A1_LogBodyCenterToMACloudCenter_5_60,A2_BodyCenterOutsideMACloudRate20_5_60,0.0049446565119817265,0.25,160294,0.10000018715645094,198687,0.12395184589288288,38680,320301,0.12076140879984765,0.24130659912410946,0.19467806147357403
A1_A2b,0.01,A1_LogBodyCenterToMACloudCenter_5_60,A2b_BodyToMACloudGapMean20_5_60,0.0004908722905652141,0.0,16030,0.010000393028546974,23721,0.014798460575805536,593,39158,0.015143776495224475,0.03699313786650031,0.024998946081531134
A1_A2b,0.05,A1_LogBodyCenterToMACloudCenter_5_60,A2b_BodyToMACloudGapMean20_5_60,0.0024652333794161763,0.0005222050593880923,80147,0.05000009357822547,80147,0.05000009357822547,10606,149688,0.0708540430762653,0.13233184024355246,0.13233184024355246
A1_A2b,0.1,A1_LogBodyCenterToMACloudCenter_5_60,A2b_BodyToMACloudGapMean20_5_60,0.0049446565119817265,0.0010059734391789643,160294,0.10000018715645094,160294,0.10000018715645094,39616,280972,0.1409962558546759,0.24714586946485834,0.24714586946485834
A2_A2b,0.01,A2_BodyCenterOutsideMACloudRate20_5_60,A2b_BodyToMACloudGapMean20_5_60,0.05,0.0,21418,0.01336172288742477,23721,0.014798460575805536,15820,29319,0.5395818411269143,0.7386310579886077,0.6669196070991948
A2_A2b,0.05,A2_BodyCenterOutsideMACloudRate20_5_60,A2b_BodyToMACloudGapMean20_5_60,0.2,0.0005222050593880923,127183,0.07934372966623142,80147,0.05000009357822547,55334,151996,0.36404905392247167,0.43507386993544733,0.6904063782799107
A2_A2b,0.1,A2_BodyCenterOutsideMACloudRate20_5_60,A2b_BodyToMACloudGapMean20_5_60,0.25,0.0010059734391789643,198687,0.12395184589288288,160294,0.10000018715645094,96677,262304,0.3685685311699402,0.48657939371977027,0.6031230114664304
