global_mean,total_ss,between_group_ss,within_group_ss,eta_squared,within_variance_ratio,reconciliation_residual
0.005118874325285084,35.2362631807123,6.584116766296882,28.652146414413615,0.1868562716917414,0.8131437283082075,1.8047785488306545e-12
