state_name,eligible_day_count,valid_day_count,unknown_day_count,blocked_day_count,diagnostic_required_day_count,raw_state_true_day_count,raw_state_false_day_count,raw_state_null_day_count,confirmed_state_true_day_count,confirmed_state_false_day_count,confirmed_state_null_day_count,unique_security_count_raw_true,unique_security_count_confirmed_true,nonzero_year_count_raw,nonzero_year_count_confirmed,candidate_config_id,W,q,K,raw_coverage,confirmed_coverage,year_coverage_raw,year_coverage_confirmed,unknown_ratio,blocked_ratio,diagnostic_required_ratio,raw_segment_count,raw_fragment_rate,raw_average_duration,raw_fragment_denominator_zero,raw_duration_denominator_zero,confirmed_interval_count,confirmed_interval_total_days,confirmed_interval_average_duration,unique_security_count_confirmed_interval,nonzero_year_count_confirmed_interval,confirmed_interval_status
S_PCVT,1730769,1176226,554073,470,0,0,1176226,554543,0,1176226,554543,0,0,0,0,R0_W500_Q10_K3_WEAK_D010,500,0.1,3,0.0,0.0,0.0,0.0,0.32013110935081457,0.00027155559176296777,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_P,1730769,1176226,554073,470,0,142778,1176226,411765,0,1176226,554543,772,0,9,0,R0_W500_Q10_K5_WEAK_D010,500,0.1,5,0.0824939665547511,0.0,0.8181818181818182,0.0,0.32013110935081457,0.00027155559176296777,0.0,14481,0.1014231884463993,9.859678199019404,False,False,0,0,,0,0,zero_confirmed_input_fact
S_PC,1730769,1176226,554073,470,0,0,1176226,554543,0,1176226,554543,0,0,0,0,R0_W500_Q10_K5_WEAK_D010,500,0.1,5,0.0,0.0,0.0,0.0,0.32013110935081457,0.00027155559176296777,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCT,1730769,1176226,554073,470,0,0,1176226,554543,0,1176226,554543,0,0,0,0,R0_W500_Q10_K5_WEAK_D010,500,0.1,5,0.0,0.0,0.0,0.0,0.32013110935081457,0.00027155559176296777,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCVT,1730769,1176226,554073,470,0,0,1176226,554543,0,1176226,554543,0,0,0,0,R0_W500_Q10_K5_WEAK_D010,500,0.1,5,0.0,0.0,0.0,0.0,0.32013110935081457,0.00027155559176296777,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_P,1730769,1055844,673995,930,0,263160,1055844,411765,0,1055844,674925,777,0,9,0,R0_W500_Q20_K2_WEAK_D010,500,0.2,2,0.15204802027306938,0.0,0.8181818181818182,0.0,0.389419385255918,0.0005373334049777873,0.0,20277,0.07705198358413133,12.978251220594762,False,False,0,0,,0,0,zero_confirmed_input_fact
S_PC,1730769,1055844,673995,930,0,0,1055844,674925,0,1055844,674925,0,0,0,0,R0_W500_Q20_K2_WEAK_D010,500,0.2,2,0.0,0.0,0.0,0.0,0.389419385255918,0.0005373334049777873,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCT,1730769,1055844,673995,930,0,0,1055844,674925,0,1055844,674925,0,0,0,0,R0_W500_Q20_K2_WEAK_D010,500,0.2,2,0.0,0.0,0.0,0.0,0.389419385255918,0.0005373334049777873,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCVT,1730769,1055844,673995,930,0,0,1055844,674925,0,1055844,674925,0,0,0,0,R0_W500_Q20_K2_WEAK_D010,500,0.2,2,0.0,0.0,0.0,0.0,0.389419385255918,0.0005373334049777873,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_P,1730769,1055844,673995,930,0,263160,1055844,411765,0,1055844,674925,777,0,9,0,R0_W500_Q20_K3_WEAK_D010,500,0.2,3,0.15204802027306938,0.0,0.8181818181818182,0.0,0.389419385255918,0.0005373334049777873,0.0,20277,0.07705198358413133,12.978251220594762,False,False,0,0,,0,0,zero_confirmed_input_fact
S_PC,1730769,1055844,673995,930,0,0,1055844,674925,0,1055844,674925,0,0,0,0,R0_W500_Q20_K3_WEAK_D010,500,0.2,3,0.0,0.0,0.0,0.0,0.389419385255918,0.0005373334049777873,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCT,1730769,1055844,673995,930,0,0,1055844,674925,0,1055844,674925,0,0,0,0,R0_W500_Q20_K3_WEAK_D010,500,0.2,3,0.0,0.0,0.0,0.0,0.389419385255918,0.0005373334049777873,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCVT,1730769,1055844,673995,930,0,0,1055844,674925,0,1055844,674925,0,0,0,0,R0_W500_Q20_K3_WEAK_D010,500,0.2,3,0.0,0.0,0.0,0.0,0.389419385255918,0.0005373334049777873,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_P,1730769,1055844,673995,930,0,263160,1055844,411765,0,1055844,674925,777,0,9,0,R0_W500_Q20_K5_WEAK_D010,500,0.2,5,0.15204802027306938,0.0,0.8181818181818182,0.0,0.389419385255918,0.0005373334049777873,0.0,20277,0.07705198358413133,12.978251220594762,False,False,0,0,,0,0,zero_confirmed_input_fact
S_PC,1730769,1055844,673995,930,0,0,1055844,674925,0,1055844,674925,0,0,0,0,R0_W500_Q20_K5_WEAK_D010,500,0.2,5,0.0,0.0,0.0,0.0,0.389419385255918,0.0005373334049777873,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCT,1730769,1055844,673995,930,0,0,1055844,674925,0,1055844,674925,0,0,0,0,R0_W500_Q20_K5_WEAK_D010,500,0.2,5,0.0,0.0,0.0,0.0,0.389419385255918,0.0005373334049777873,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCVT,1730769,1055844,673995,930,0,0,1055844,674925,0,1055844,674925,0,0,0,0,R0_W500_Q20_K5_WEAK_D010,500,0.2,5,0.0,0.0,0.0,0.0,0.389419385255918,0.0005373334049777873,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_P,1730769,942429,786939,1401,0,376575,942429,411765,0,942429,788340,781,0,9,0,R0_W500_Q30_K2_WEAK_D010,500,0.3,2,0.21757669567689275,0.0,0.8181818181818182,0.0,0.4546759272901236,0.00080946677459557,0.0,23624,0.06273385115846777,15.940357263799527,False,False,0,0,,0,0,zero_confirmed_input_fact
S_PC,1730769,942429,786939,1401,0,0,942429,788340,0,942429,788340,0,0,0,0,R0_W500_Q30_K2_WEAK_D010,500,0.3,2,0.0,0.0,0.0,0.0,0.4546759272901236,0.00080946677459557,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCT,1730769,942429,786939,1401,0,0,942429,788340,0,942429,788340,0,0,0,0,R0_W500_Q30_K2_WEAK_D010,500,0.3,2,0.0,0.0,0.0,0.0,0.4546759272901236,0.00080946677459557,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCVT,1730769,942429,786939,1401,0,0,942429,788340,0,942429,788340,0,0,0,0,R0_W500_Q30_K2_WEAK_D010,500,0.3,2,0.0,0.0,0.0,0.0,0.4546759272901236,0.00080946677459557,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_P,1730769,942429,786939,1401,0,376575,942429,411765,0,942429,788340,781,0,9,0,R0_W500_Q30_K3_WEAK_D010,500,0.3,3,0.21757669567689275,0.0,0.8181818181818182,0.0,0.4546759272901236,0.00080946677459557,0.0,23624,0.06273385115846777,15.940357263799527,False,False,0,0,,0,0,zero_confirmed_input_fact
S_PC,1730769,942429,786939,1401,0,0,942429,788340,0,942429,788340,0,0,0,0,R0_W500_Q30_K3_WEAK_D010,500,0.3,3,0.0,0.0,0.0,0.0,0.4546759272901236,0.00080946677459557,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCT,1730769,942429,786939,1401,0,0,942429,788340,0,942429,788340,0,0,0,0,R0_W500_Q30_K3_WEAK_D010,500,0.3,3,0.0,0.0,0.0,0.0,0.4546759272901236,0.00080946677459557,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCVT,1730769,942429,786939,1401,0,0,942429,788340,0,942429,788340,0,0,0,0,R0_W500_Q30_K3_WEAK_D010,500,0.3,3,0.0,0.0,0.0,0.0,0.4546759272901236,0.00080946677459557,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_P,1730769,942429,786939,1401,0,376575,942429,411765,0,942429,788340,781,0,9,0,R0_W500_Q30_K5_WEAK_D010,500,0.3,5,0.21757669567689275,0.0,0.8181818181818182,0.0,0.4546759272901236,0.00080946677459557,0.0,23624,0.06273385115846777,15.940357263799527,False,False,0,0,,0,0,zero_confirmed_input_fact
S_PC,1730769,942429,786939,1401,0,0,942429,788340,0,942429,788340,0,0,0,0,R0_W500_Q30_K5_WEAK_D010,500,0.3,5,0.0,0.0,0.0,0.0,0.4546759272901236,0.00080946677459557,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCT,1730769,942429,786939,1401,0,0,942429,788340,0,942429,788340,0,0,0,0,R0_W500_Q30_K5_WEAK_D010,500,0.3,5,0.0,0.0,0.0,0.0,0.4546759272901236,0.00080946677459557,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCVT,1730769,942429,786939,1401,0,0,942429,788340,0,942429,788340,0,0,0,0,R0_W500_Q30_K5_WEAK_D010,500,0.3,5,0.0,0.0,0.0,0.0,0.4546759272901236,0.00080946677459557,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
