state_name,eligible_day_count,valid_day_count,unknown_day_count,blocked_day_count,diagnostic_required_day_count,raw_state_true_day_count,raw_state_false_day_count,raw_state_null_day_count,confirmed_state_true_day_count,confirmed_state_false_day_count,confirmed_state_null_day_count,unique_security_count_raw_true,unique_security_count_confirmed_true,nonzero_year_count_raw,nonzero_year_count_confirmed,candidate_config_id,W,q,K,raw_coverage,confirmed_coverage,year_coverage_raw,year_coverage_confirmed,unknown_ratio,blocked_ratio,diagnostic_required_ratio,raw_segment_count,raw_fragment_rate,raw_average_duration,raw_fragment_denominator_zero,raw_duration_denominator_zero,confirmed_interval_count,confirmed_interval_total_days,confirmed_interval_average_duration,unique_security_count_confirmed_interval,nonzero_year_count_confirmed_interval,confirmed_interval_status
S_P,1730769,1086781,642325,1663,0,429506,1086781,214482,0,1086781,643988,791,0,10,0,R0_W250_Q30_K5_WEAK_D010,250,0.3,5,0.24815905531009627,0.0,0.9090909090909091,0.0,0.3711211605939325,0.0009608445725570542,0.0,31201,0.07264392115593263,13.765776737925066,False,False,0,0,,0,0,zero_confirmed_input_fact
S_PC,1730769,1086781,642325,1663,0,0,1086781,643988,0,1086781,643988,0,0,0,0,R0_W250_Q30_K5_WEAK_D010,250,0.3,5,0.0,0.0,0.0,0.0,0.3711211605939325,0.0009608445725570542,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCT,1730769,1086781,642325,1663,0,0,1086781,643988,0,1086781,643988,0,0,0,0,R0_W250_Q30_K5_WEAK_D010,250,0.3,5,0.0,0.0,0.0,0.0,0.3711211605939325,0.0009608445725570542,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCVT,1730769,1086781,642325,1663,0,0,1086781,643988,0,1086781,643988,0,0,0,0,R0_W250_Q30_K5_WEAK_D010,250,0.3,5,0.0,0.0,0.0,0.0,0.3711211605939325,0.0009608445725570542,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_P,1730769,1176226,554073,470,0,142778,1176226,411765,0,1176226,554543,772,0,9,0,R0_W500_Q10_K2_WEAK_D010,500,0.1,2,0.0824939665547511,0.0,0.8181818181818182,0.0,0.32013110935081457,0.00027155559176296777,0.0,14481,0.1014231884463993,9.859678199019404,False,False,0,0,,0,0,zero_confirmed_input_fact
S_PC,1730769,1176226,554073,470,0,0,1176226,554543,0,1176226,554543,0,0,0,0,R0_W500_Q10_K2_WEAK_D010,500,0.1,2,0.0,0.0,0.0,0.0,0.32013110935081457,0.00027155559176296777,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCT,1730769,1176226,554073,470,0,0,1176226,554543,0,1176226,554543,0,0,0,0,R0_W500_Q10_K2_WEAK_D010,500,0.1,2,0.0,0.0,0.0,0.0,0.32013110935081457,0.00027155559176296777,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCVT,1730769,1176226,554073,470,0,0,1176226,554543,0,1176226,554543,0,0,0,0,R0_W500_Q10_K2_WEAK_D010,500,0.1,2,0.0,0.0,0.0,0.0,0.32013110935081457,0.00027155559176296777,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_P,1730769,1176226,554073,470,0,142778,1176226,411765,0,1176226,554543,772,0,9,0,R0_W500_Q10_K3_WEAK_D010,500,0.1,3,0.0824939665547511,0.0,0.8181818181818182,0.0,0.32013110935081457,0.00027155559176296777,0.0,14481,0.1014231884463993,9.859678199019404,False,False,0,0,,0,0,zero_confirmed_input_fact
S_PC,1730769,1176226,554073,470,0,0,1176226,554543,0,1176226,554543,0,0,0,0,R0_W500_Q10_K3_WEAK_D010,500,0.1,3,0.0,0.0,0.0,0.0,0.32013110935081457,0.00027155559176296777,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
S_PCT,1730769,1176226,554073,470,0,0,1176226,554543,0,1176226,554543,0,0,0,0,R0_W500_Q10_K3_WEAK_D010,500,0.1,3,0.0,0.0,0.0,0.0,0.32013110935081457,0.00027155559176296777,0.0,0,,,True,True,0,0,,0,0,zero_confirmed_input_fact
