security_id,candidate_variant,baseline_variant,W,q,valid_row_count,baseline_true_count,candidate_true_count,jaccard,baseline_retention,candidate_precision
600066.SH,c2_only,baseline_pair,120,0.2,2366,606,638,0.85949177877429,0.9488448844884488,0.9012539184952978
600085.SH,c2_only,baseline_pair,120,0.2,2367,475,538,0.8121645796064401,0.9557894736842105,0.8438661710037175
600089.SH,c2_only,baseline_pair,120,0.2,2361,600,631,0.8291233283803864,0.93,0.884310618066561
600095.SH,c2_only,baseline_pair,120,0.2,2013,439,489,0.6934306569343066,0.8656036446469249,0.7770961145194274
600098.SH,c2_only,baseline_pair,120,0.2,2367,549,572,0.7543035993740219,0.8779599271402551,0.8426573426573427
600100.SH,c2_only,baseline_pair,120,0.2,2261,507,530,0.8386524822695035,0.9329388560157791,0.8924528301886793
600104.SH,c2_only,baseline_pair,120,0.2,2367,554,571,0.8781302170283807,0.9494584837545126,0.9211908931698775
600105.SH,c2_only,baseline_pair,120,0.2,2297,439,486,0.768642447418738,0.9157175398633257,0.8271604938271605
600109.SH,c2_only,baseline_pair,120,0.2,2357,515,557,0.7866666666666666,0.916504854368932,0.8473967684021544
600111.SH,c2_only,baseline_pair,120,0.2,2367,592,613,0.8065967016491754,0.9087837837837838,0.8776508972267537
600115.SH,c2_only,baseline_pair,120,0.2,2366,564,572,0.8411669367909238,0.9202127659574468,0.9073426573426573
600118.SH,c2_only,baseline_pair,120,0.2,2367,511,536,0.8368421052631579,0.9334637964774951,0.8899253731343284
600126.SH,c2_only,baseline_pair,120,0.2,2298,494,535,0.7680412371134021,0.9048582995951417,0.8355140186915888
600131.SH,c2_only,baseline_pair,120,0.2,2291,553,540,0.8247078464106845,0.8933092224231465,0.9148148148148149
600132.SH,c2_only,baseline_pair,120,0.2,2307,526,542,0.8573913043478261,0.9372623574144486,0.9095940959409594
600141.SH,c2_only,baseline_pair,120,0.2,2348,534,546,0.8243243243243243,0.9138576779026217,0.8937728937728938
600143.SH,c2_only,baseline_pair,120,0.2,2100,513,516,0.8950276243093923,0.9473684210526315,0.9418604651162791
600150.SH,c2_only,baseline_pair,120,0.2,2163,488,512,0.8382352941176471,0.9344262295081968,0.890625
600153.SH,c2_only,baseline_pair,120,0.2,2260,563,580,0.8028391167192429,0.9040852575488455,0.8775862068965518
600157.SH,c2_only,baseline_pair,120,0.2,2094,514,523,0.8386524822695035,0.9202334630350194,0.904397705544933
600160.SH,c2_only,baseline_pair,120,0.2,2356,585,618,0.7848664688427299,0.9042735042735043,0.8559870550161812
600161.SH,c2_only,baseline_pair,120,0.2,2126,486,478,0.8052434456928839,0.8847736625514403,0.899581589958159
600166.SH,c2_only,baseline_pair,120,0.2,2363,553,582,0.8822553897180763,0.9620253164556962,0.9140893470790378
600170.SH,c2_only,baseline_pair,120,0.2,2311,564,589,0.7848297213622291,0.898936170212766,0.8607809847198642
600171.SH,c2_only,baseline_pair,120,0.2,2201,473,494,0.7874306839186691,0.9006342494714588,0.8623481781376519
600176.SH,c2_only,baseline_pair,120,0.2,2355,526,560,0.7980132450331126,0.9163498098859315,0.8607142857142858
600177.SH,c2_only,baseline_pair,120,0.2,2367,590,593,0.8659305993690851,0.9305084745762712,0.9258010118043845
600183.SH,c2_only,baseline_pair,120,0.2,2367,503,522,0.791958041958042,0.9005964214711729,0.867816091954023
600188.SH,c2_only,baseline_pair,120,0.2,2366,583,606,0.8491446345256609,0.9365351629502573,0.900990099009901
600196.SH,c2_only,baseline_pair,120,0.2,2366,562,601,0.831496062992126,0.9395017793594306,0.8785357737104825
600208.SH,c2_only,baseline_pair,120,0.2,2221,463,507,0.6987740805604203,0.8617710583153347,0.7869822485207101
600219.SH,c2_only,baseline_pair,120,0.2,2325,580,561,0.8462783171521036,0.9017241379310345,0.9322638146167558
600221.SH,c2_only,baseline_pair,120,0.2,2146,497,516,0.7897526501766784,0.8993963782696177,0.8662790697674418
600233.SH,c2_only,baseline_pair,120,0.2,2275,578,597,0.810477657935285,0.9100346020761245,0.88107202680067
600256.SH,c2_only,baseline_pair,120,0.2,2354,561,589,0.84,0.9358288770053476,0.8913412563667232
600276.SH,c2_only,baseline_pair,120,0.2,2366,611,630,0.8774583963691377,0.9492635024549918,0.9206349206349206
600282.SH,c2_only,baseline_pair,120,0.2,2348,544,583,0.826580226904376,0.9375,0.8747855917667239
600292.SH,c2_only,baseline_pair,120,0.2,2169,482,507,0.7290209790209791,0.8651452282157677,0.8224852071005917
600295.SH,c2_only,baseline_pair,120,0.2,2296,529,544,0.7706270627062707,0.8827977315689981,0.8584558823529411
600298.SH,c2_only,baseline_pair,120,0.2,2367,586,595,0.8865814696485623,0.947098976109215,0.9327731092436975
600299.SH,c2_only,baseline_pair,120,0.2,2367,573,597,0.8600953895071543,0.944153577661431,0.9061976549413735
600309.SH,c2_only,baseline_pair,120,0.2,2182,506,504,0.8878504672897196,0.9387351778656127,0.9424603174603174
600312.SH,c2_only,baseline_pair,120,0.2,2367,515,536,0.8120689655172414,0.9145631067961165,0.878731343283582
600316.SH,c2_only,baseline_pair,120,0.2,2307,550,567,0.8192182410423453,0.9145454545454546,0.8871252204585538
600329.SH,c2_only,baseline_pair,120,0.2,2362,559,581,0.8152866242038217,0.9159212880143113,0.8812392426850258
600332.SH,c2_only,baseline_pair,120,0.2,2319,540,583,0.823051948051948,0.9388888888888889,0.869639794168096
600339.SH,c2_only,baseline_pair,120,0.2,2178,453,492,0.7729831144465291,0.9094922737306843,0.8373983739837398
600346.SH,c2_only,baseline_pair,120,0.2,2195,504,503,0.8443223443223443,0.9146825396825397,0.9165009940357853
600348.SH,c2_only,baseline_pair,120,0.2,2367,579,596,0.8533123028391167,0.9343696027633851,0.9077181208053692
600350.SH,c2_only,baseline_pair,120,0.2,2357,570,581,0.8328025477707006,0.9175438596491228,0.9001721170395869
600352.SH,c2_only,baseline_pair,120,0.2,2353,564,597,0.7916666666666666,0.9095744680851063,0.8592964824120602
600362.SH,c2_only,baseline_pair,120,0.2,2359,585,597,0.8128834355828221,0.905982905982906,0.8877721943048577
600363.SH,c2_only,baseline_pair,120,0.2,2222,506,524,0.8197879858657244,0.9169960474308301,0.8854961832061069
600369.SH,c2_only,baseline_pair,120,0.2,2365,461,507,0.7224199288256228,0.8806941431670282,0.8007889546351085
600372.SH,c2_only,baseline_pair,120,0.2,2344,556,562,0.8297872340425532,0.9118705035971223,0.902135231316726
600377.SH,c2_only,baseline_pair,120,0.2,2367,547,541,0.8758620689655172,0.9287020109689214,0.9390018484288355
600378.SH,c2_only,baseline_pair,120,0.2,2170,429,498,0.7166666666666667,0.9020979020979021,0.7771084337349398
600380.SH,c2_only,baseline_pair,120,0.2,2284,545,577,0.8303425774877651,0.9339449541284404,0.8821490467937608
600390.SH,c2_only,baseline_pair,120,0.2,2158,482,520,0.7456445993031359,0.8879668049792531,0.823076923076923
600392.SH,c2_only,baseline_pair,120,0.2,2302,467,521,0.7580071174377224,0.9122055674518201,0.817658349328215
600398.SH,c2_only,baseline_pair,120,0.2,2302,547,551,0.8673469387755102,0.9323583180987203,0.925589836660617
600406.SH,c2_only,baseline_pair,120,0.2,2258,515,541,0.8558875219683656,0.945631067961165,0.9001848428835489
600415.SH,c2_only,baseline_pair,120,0.2,2305,584,573,0.7882534775888718,0.8732876712328768,0.8900523560209425
600426.SH,c2_only,baseline_pair,120,0.2,2367,549,564,0.8580968280467446,0.936247723132969,0.9113475177304965
600435.SH,c2_only,baseline_pair,120,0.2,2367,561,595,0.7922480620155039,0.910873440285205,0.8588235294117647
600436.SH,c2_only,baseline_pair,120,0.2,2307,503,551,0.8266897746967071,0.94831013916501,0.8656987295825771
600438.SH,c2_only,baseline_pair,120,0.2,2234,476,489,0.8701550387596899,0.9432773109243697,0.918200408997955
600460.SH,c2_only,baseline_pair,120,0.2,2282,498,553,0.8183391003460208,0.9497991967871486,0.8553345388788427
600482.SH,c2_only,baseline_pair,120,0.2,2281,524,546,0.8480138169257341,0.9370229007633588,0.8992673992673993
600483.SH,c2_only,baseline_pair,120,0.2,2358,577,592,0.8733974358974359,0.9445407279029463,0.9206081081081081
600486.SH,c2_only,baseline_pair,120,0.2,2362,545,579,0.8517298187808896,0.9486238532110092,0.8929188255613126
600489.SH,c2_only,baseline_pair,120,0.2,2350,551,579,0.8433931484502447,0.9382940108892922,0.8929188255613126
600497.SH,c2_only,baseline_pair,120,0.2,2277,478,555,0.7449324324324325,0.9225941422594143,0.7945945945945946
600498.SH,c2_only,baseline_pair,120,0.2,2365,491,518,0.858195211786372,0.9490835030549898,0.8996138996138996
600499.SH,c2_only,baseline_pair,120,0.2,2295,572,591,0.8431061806656102,0.9300699300699301,0.9001692047377327
600511.SH,c2_only,baseline_pair,120,0.2,2157,524,538,0.8373702422145328,0.9236641221374046,0.8996282527881041
600515.SH,c2_only,baseline_pair,120,0.2,2022,400,410,0.7685589519650655,0.88,0.8585365853658536
600516.SH,c2_only,baseline_pair,120,0.2,2365,505,556,0.7308319738988581,0.8871287128712871,0.8057553956834532
600517.SH,c2_only,baseline_pair,120,0.2,2168,425,526,0.710431654676259,0.9294117647058824,0.7509505703422054
600519.SH,c2_only,baseline_pair,120,0.2,2367,564,591,0.905940594059406,0.973404255319149,0.9289340101522843
600521.SH,c2_only,baseline_pair,120,0.2,2367,527,534,0.8712522045855379,0.937381404174573,0.9250936329588015
600522.SH,c2_only,baseline_pair,120,0.2,2356,510,497,0.8409506398537477,0.9019607843137255,0.9255533199195171
600535.SH,c2_only,baseline_pair,120,0.2,2365,533,551,0.8066666666666666,0.9080675422138836,0.8784029038112523
600536.SH,c2_only,baseline_pair,120,0.2,2365,576,576,0.7916018662519441,0.8836805555555556,0.8836805555555556
600546.SH,c2_only,baseline_pair,120,0.2,2199,513,502,0.8589743589743589,0.9142300194931774,0.9342629482071713
600547.SH,c2_only,baseline_pair,120,0.2,2337,517,512,0.8507194244604317,0.9148936170212766,0.923828125
600549.SH,c2_only,baseline_pair,120,0.2,2367,546,562,0.8253706754530478,0.9175824175824175,0.891459074733096
600562.SH,c2_only,baseline_pair,120,0.2,2306,493,507,0.8621973929236499,0.9391480730223124,0.9132149901380671
600563.SH,c2_only,baseline_pair,120,0.2,2367,532,545,0.8795811518324608,0.9473684210526315,0.9247706422018349
600566.SH,c2_only,baseline_pair,120,0.2,2305,522,539,0.8614035087719298,0.9406130268199234,0.9109461966604824
600570.SH,c2_only,baseline_pair,120,0.2,2244,526,525,0.8634751773049646,0.9258555133079848,0.9276190476190476
600578.SH,c2_only,baseline_pair,120,0.2,2330,468,526,0.7877697841726619,0.9358974358974359,0.8326996197718631
600582.SH,c2_only,baseline_pair,120,0.2,2367,483,544,0.8017543859649123,0.9461697722567288,0.8400735294117647
600583.SH,c2_only,baseline_pair,120,0.2,2367,563,574,0.7962085308056872,0.8952042628774423,0.8780487804878049
600584.SH,c2_only,baseline_pair,120,0.2,2205,470,499,0.8044692737430168,0.9191489361702128,0.8657314629258517
600585.SH,c2_only,baseline_pair,120,0.2,2367,541,562,0.8569023569023569,0.9408502772643254,0.905693950177936
600588.SH,c2_only,baseline_pair,120,0.2,2365,548,580,0.8311688311688312,0.9343065693430657,0.8827586206896552
600595.SH,c2_only,baseline_pair,120,0.2,2168,468,507,0.7857142857142857,0.9166666666666666,0.8461538461538461
600598.SH,c2_only,baseline_pair,120,0.2,2367,581,583,0.7852760736196319,0.8812392426850258,0.8782161234991424
600600.SH,c2_only,baseline_pair,120,0.2,2367,579,615,0.8714733542319749,0.9602763385146805,0.9040650406504065
600601.SH,c2_only,baseline_pair,120,0.2,2127,433,467,0.8108651911468813,0.930715935334873,0.8629550321199143
600602.SH,c2_only,baseline_pair,120,0.2,2176,513,553,0.7649006622516556,0.9005847953216374,0.8354430379746836
600606.SH,c2_only,baseline_pair,120,0.2,2362,587,618,0.8229954614220878,0.9267461669505963,0.8802588996763754
600637.SH,c2_only,baseline_pair,120,0.2,2358,565,571,0.8592471358428805,0.9292035398230089,0.9194395796847635
600642.SH,c2_only,baseline_pair,120,0.2,2367,503,531,0.8013937282229965,0.9145129224652088,0.8662900188323918
600655.SH,c2_only,baseline_pair,120,0.2,2086,490,507,0.8811320754716981,0.9530612244897959,0.9211045364891519
600660.SH,c2_only,baseline_pair,120,0.2,2367,624,635,0.8847305389221557,0.9471153846153846,0.9307086614173228
600663.SH,c2_only,baseline_pair,120,0.2,2238,536,565,0.8258706467661692,0.9291044776119403,0.8814159292035398
600674.SH,c2_only,baseline_pair,120,0.2,2367,590,609,0.8971518987341772,0.9610169491525423,0.9310344827586207
600685.SH,c2_only,baseline_pair,120,0.2,2123,506,504,0.7876106194690266,0.8794466403162056,0.8829365079365079
600688.SH,c2_only,baseline_pair,120,0.2,2367,500,528,0.8003502626970228,0.914,0.865530303030303
600690.SH,c2_only,baseline_pair,120,0.2,2345,529,528,0.8908765652951699,0.941398865784499,0.9431818181818182
600699.SH,c2_only,baseline_pair,120,0.2,2200,448,460,0.816,0.9107142857142857,0.8869565217391304
600704.SH,c2_only,baseline_pair,120,0.2,2367,531,554,0.7874794069192751,0.9001883239171374,0.8628158844765343
600707.SH,c2_only,baseline_pair,120,0.2,2177,512,544,0.7718120805369127,0.8984375,0.8455882352941176
600711.SH,c2_only,baseline_pair,120,0.2,2189,478,509,0.7848101265822784,0.9079497907949791,0.8526522593320236
600737.SH,c2_only,baseline_pair,120,0.2,2352,493,575,0.7253634894991923,0.9107505070993914,0.7808695652173913
600741.SH,c2_only,baseline_pair,120,0.2,2367,564,573,0.8639344262295082,0.9343971631205674,0.9197207678883071
600754.SH,c2_only,baseline_pair,120,0.2,2367,546,556,0.8614864864864865,0.9340659340659341,0.9172661870503597
600760.SH,c2_only,baseline_pair,120,0.2,2142,539,539,0.8178752107925801,0.8998144712430427,0.8998144712430427
600763.SH,c2_only,baseline_pair,120,0.2,2289,545,554,0.8818493150684932,0.944954128440367,0.9296028880866426
600764.SH,c2_only,baseline_pair,120,0.2,2056,495,519,0.833634719710669,0.9313131313131313,0.8882466281310212
600765.SH,c2_only,baseline_pair,120,0.2,2357,533,554,0.8392554991539763,0.9305816135084428,0.8953068592057761
600795.SH,c2_only,baseline_pair,120,0.2,2303,537,588,0.8203883495145631,0.9441340782122905,0.8622448979591837
600801.SH,c2_only,baseline_pair,120,0.2,2304,602,614,0.8707692307692307,0.9401993355481728,0.9218241042345277
600803.SH,c2_only,baseline_pair,120,0.2,2244,524,547,0.7909698996655519,0.9026717557251909,0.8647166361974405
600808.SH,c2_only,baseline_pair,120,0.2,2367,552,570,0.8155339805825242,0.9130434782608695,0.8842105263157894
600809.SH,c2_only,baseline_pair,120,0.2,2355,554,574,0.9151103565365025,0.9729241877256317,0.9390243902439024
600816.SH,c2_only,baseline_pair,120,0.2,1774,417,459,0.7485029940119761,0.8992805755395683,0.8169934640522876
600820.SH,c2_only,baseline_pair,120,0.2,2367,597,650,0.7994227994227994,0.9279731993299832,0.8523076923076923
600845.SH,c2_only,baseline_pair,120,0.2,2365,597,612,0.8486238532110092,0.9296482412060302,0.9068627450980392
600848.SH,c2_only,baseline_pair,120,0.2,2158,455,483,0.7969348659003831,0.9142857142857143,0.8612836438923396
600862.SH,c2_only,baseline_pair,120,0.2,2367,556,584,0.8597063621533442,0.947841726618705,0.9023972602739726
600863.SH,c2_only,baseline_pair,120,0.2,2349,557,562,0.8434925864909391,0.9192100538599641,0.9110320284697508
600871.SH,c2_only,baseline_pair,120,0.2,2276,469,511,0.7013888888888888,0.8614072494669509,0.7906066536203522
600873.SH,c2_only,baseline_pair,120,0.2,2271,493,502,0.8425925925925926,0.922920892494929,0.9063745019920318
600875.SH,c2_only,baseline_pair,120,0.2,2230,489,519,0.8701298701298701,0.9591002044989775,0.9036608863198459
600879.SH,c2_only,baseline_pair,120,0.2,2358,481,501,0.7725631768953068,0.8898128898128899,0.8542914171656687
600884.SH,c2_only,baseline_pair,120,0.2,2359,537,556,0.8400673400673401,0.9292364990689013,0.8974820143884892
600885.SH,c2_only,baseline_pair,120,0.2,2307,535,558,0.8525423728813559,0.9401869158878504,0.9014336917562724
600886.SH,c2_only,baseline_pair,120,0.2,2367,539,545,0.8593481989708405,0.9294990723562152,0.9192660550458716
600887.SH,c2_only,baseline_pair,120,0.2,2343,630,652,0.8446043165467626,0.9317460317460318,0.9003067484662577
600893.SH,c2_only,baseline_pair,120,0.2,2276,543,554,0.8313856427378965,0.9171270718232044,0.8989169675090253
600900.SH,c2_only,baseline_pair,120,0.2,2350,528,536,0.8472222222222222,0.9242424242424242,0.9104477611940298
600901.SH,c2_only,baseline_pair,120,0.2,1840,434,447,0.8625792811839323,0.9400921658986175,0.912751677852349
600905.SH,c2_only,baseline_pair,120,0.2,1036,268,264,0.8798586572438163,0.9291044776119403,0.9431818181818182
600906.SH,c2_only,baseline_pair,120,0.2,1058,229,280,0.7080536912751678,0.9213973799126638,0.7535714285714286
600909.SH,c2_only,baseline_pair,120,0.2,2131,455,499,0.7536764705882353,0.9010989010989011,0.8216432865731463
600918.SH,c2_only,baseline_pair,120,0.2,1284,271,290,0.753125,0.8892988929889298,0.8310344827586207
600919.SH,c2_only,baseline_pair,120,0.2,2216,531,573,0.8554621848739495,0.9585687382297552,0.8883071553228621
600926.SH,c2_only,baseline_pair,120,0.2,2167,515,524,0.8553571428571428,0.9300970873786408,0.9141221374045801
600927.SH,c2_only,baseline_pair,120,0.2,907,188,215,0.775330396475771,0.9361702127659575,0.8186046511627907
600930.SH,c2_only,baseline_pair,120,0.2,52,0,0,,,
600938.SH,c2_only,baseline_pair,120,0.2,836,196,195,0.9166666666666666,0.9540816326530612,0.958974358974359
600941.SH,c2_only,baseline_pair,120,0.2,905,228,229,0.8962655601659751,0.9473684210526315,0.9432314410480349
600958.SH,c2_only,baseline_pair,120,0.2,2345,455,538,0.7091222030981067,0.9054945054945055,0.7657992565055762
600967.SH,c2_only,baseline_pair,120,0.2,2302,513,538,0.8246527777777778,0.9259259259259259,0.8828996282527881
600968.SH,c2_only,baseline_pair,120,0.2,1517,340,372,0.7755610972568578,0.9147058823529411,0.8360215053763441
600970.SH,c2_only,baseline_pair,120,0.2,2343,532,556,0.8043117744610282,0.9116541353383458,0.8723021582733813
600977.SH,c2_only,baseline_pair,120,0.2,2148,449,520,0.7365591397849462,0.9153674832962138,0.7903846153846154
600985.SH,c2_only,baseline_pair,120,0.2,2250,518,534,0.8391608391608392,0.9266409266409267,0.898876404494382
600988.SH,c2_only,baseline_pair,120,0.2,2355,587,614,0.8505392912172574,0.9403747870528109,0.8990228013029316
600989.SH,c2_only,baseline_pair,120,0.2,1549,314,321,0.829971181556196,0.9171974522292994,0.897196261682243
600995.SH,c2_only,baseline_pair,120,0.2,2278,556,567,0.7574334898278561,0.8705035971223022,0.8536155202821869
600998.SH,c2_only,baseline_pair,120,0.2,2358,553,572,0.8472906403940886,0.9330922242314648,0.9020979020979021
600999.SH,c2_only,baseline_pair,120,0.2,2361,528,549,0.8040201005025126,0.9090909090909091,0.8743169398907104
601000.SH,c2_only,baseline_pair,120,0.2,2268,470,536,0.7932263814616756,0.9468085106382979,0.8302238805970149
601001.SH,c2_only,baseline_pair,120,0.2,2214,528,517,0.8896925858951176,0.9318181818181818,0.9516441005802708
601006.SH,c2_only,baseline_pair,120,0.2,2367,599,597,0.8984126984126984,0.9449081803005008,0.948073701842546
601009.SH,c2_only,baseline_pair,120,0.2,2365,564,564,0.8957983193277311,0.9450354609929078,0.9450354609929078
601012.SH,c2_only,baseline_pair,120,0.2,2360,558,556,0.8913412563667232,0.9408602150537635,0.9442446043165468
601016.SH,c2_only,baseline_pair,120,0.2,2301,509,550,0.8258620689655173,0.9410609037328095,0.8709090909090909
601018.SH,c2_only,baseline_pair,120,0.2,2331,490,522,0.7569444444444444,0.889795918367347,0.8352490421455939
601019.SH,c2_only,baseline_pair,120,0.2,1904,464,511,0.8089053803339518,0.9396551724137931,0.8532289628180039
601021.SH,c2_only,baseline_pair,120,0.2,2360,556,582,0.8966666666666666,0.9676258992805755,0.9243986254295533
601058.SH,c2_only,baseline_pair,120,0.2,2313,509,554,0.8047538200339559,0.931237721021611,0.855595667870036
601059.SH,c2_only,baseline_pair,120,0.2,622,167,184,0.7908163265306123,0.9281437125748503,0.842391304347826
601066.SH,c2_only,baseline_pair,120,0.2,1702,390,437,0.7784946236559139,0.9282051282051282,0.8283752860411899
601077.SH,c2_only,baseline_pair,120,0.2,1438,334,341,0.8243243243243243,0.9131736526946108,0.8944281524926686
601088.SH,c2_only,baseline_pair,120,0.2,2183,538,551,0.8679245283018868,0.9405204460966543,0.9183303085299456
601098.SH,c2_only,baseline_pair,120,0.2,2367,600,607,0.8597842835130971,0.93,0.9192751235584844
601099.SH,c2_only,baseline_pair,120,0.2,2351,496,532,0.7190635451505016,0.8669354838709677,0.8082706766917294
601100.SH,c2_only,baseline_pair,120,0.2,2367,587,596,0.8718354430379747,0.938671209540034,0.924496644295302
601106.SH,c2_only,baseline_pair,120,0.2,2237,472,505,0.8433962264150944,0.9470338983050848,0.8851485148514852
601108.SH,c2_only,baseline_pair,120,0.2,1858,429,486,0.7362428842504743,0.9044289044289044,0.7983539094650206
601111.SH,c2_only,baseline_pair,120,0.2,2366,571,582,0.8747967479674796,0.9422066549912435,0.9243986254295533
601117.SH,c2_only,baseline_pair,120,0.2,2364,514,554,0.7889447236180904,0.9163424124513618,0.8501805054151624
601118.SH,c2_only,baseline_pair,120,0.2,2245,441,509,0.7335766423357665,0.9115646258503401,0.7897838899803536
601127.SH,c2_only,baseline_pair,120,0.2,2156,555,577,0.8258064516129032,0.9225225225225225,0.8873483535528596
601128.SH,c2_only,baseline_pair,120,0.2,2177,516,560,0.8330494037478705,0.9476744186046512,0.8732142857142857
601136.SH,c2_only,baseline_pair,120,0.2,667,140,139,0.8235294117647058,0.9,0.9064748201438849
601138.SH,c2_only,baseline_pair,120,0.2,1773,390,387,0.8633093525179856,0.9230769230769231,0.9302325581395349
601139.SH,c2_only,baseline_pair,120,0.2,2305,529,571,0.8092105263157895,0.9300567107750473,0.861646234676007
601155.SH,c2_only,baseline_pair,120,0.2,2296,524,542,0.8833922261484098,0.9541984732824428,0.922509225092251
601156.SH,c2_only,baseline_pair,120,0.2,1043,268,268,0.900709219858156,0.9477611940298507,0.9477611940298507
601162.SH,c2_only,baseline_pair,120,0.2,1669,384,417,0.7682119205298014,0.90625,0.8345323741007195
601166.SH,c2_only,baseline_pair,120,0.2,2362,566,586,0.8916256157635468,0.9593639575971732,0.9266211604095563
601169.SH,c2_only,baseline_pair,120,0.2,2359,643,658,0.880057803468208,0.9471228615863142,0.925531914893617
601179.SH,c2_only,baseline_pair,120,0.2,2367,528,543,0.7879799666110183,0.8939393939393939,0.8692449355432781
601186.SH,c2_only,baseline_pair,120,0.2,2367,570,605,0.7911585365853658,0.9105263157894737,0.8578512396694215
601198.SH,c2_only,baseline_pair,120,0.2,2287,564,623,0.7716417910447761,0.9166666666666666,0.8298555377207063
601211.SH,c2_only,baseline_pair,120,0.2,2288,497,542,0.7700170357751278,0.9094567404426559,0.8339483394833949
601212.SH,c2_only,baseline_pair,120,0.2,1919,386,407,0.7622222222222222,0.8886010362694301,0.8427518427518428
601216.SH,c2_only,baseline_pair,120,0.2,2223,473,514,0.7562277580071174,0.8985200845665962,0.8268482490272373
601225.SH,c2_only,baseline_pair,120,0.2,2367,593,609,0.8606811145510835,0.9376053962900506,0.9129720853858785
601228.SH,c2_only,baseline_pair,120,0.2,2056,453,505,0.7906542056074767,0.9337748344370861,0.8376237623762376
601229.SH,c2_only,baseline_pair,120,0.2,2154,567,589,0.814756671899529,0.9153439153439153,0.8811544991511036
601233.SH,c2_only,baseline_pair,120,0.2,2366,511,528,0.8454706927175843,0.9315068493150684,0.9015151515151515
601236.SH,c2_only,baseline_pair,120,0.2,1497,341,359,0.7456359102244389,0.8768328445747801,0.8328690807799443
601238.SH,c2_only,baseline_pair,120,0.2,2357,525,541,0.8191126279863481,0.9142857142857143,0.8872458410351202
601288.SH,c2_only,baseline_pair,120,0.2,2367,571,590,0.9158415841584159,0.9719789842381786,0.940677966101695
601298.SH,c2_only,baseline_pair,120,0.2,1614,411,435,0.7810526315789473,0.902676399026764,0.8528735632183908
601318.SH,c2_only,baseline_pair,120,0.2,2367,544,555,0.8754266211604096,0.9430147058823529,0.9243243243243243
601319.SH,c2_only,baseline_pair,120,0.2,1602,348,348,0.8412698412698413,0.9137931034482759,0.9137931034482759
601328.SH,c2_only,baseline_pair,120,0.2,2367,575,595,0.8541996830427893,0.9373913043478261,0.9058823529411765
601336.SH,c2_only,baseline_pair,120,0.2,2367,558,555,0.8305921052631579,0.9050179211469535,0.9099099099099099
601360.SH,c2_only,baseline_pair,120,0.2,2110,565,572,0.7519260400616333,0.863716814159292,0.8531468531468531
601377.SH,c2_only,baseline_pair,120,0.2,2352,522,547,0.741042345276873,0.8716475095785441,0.8318098720292505
601390.SH,c2_only,baseline_pair,120,0.2,2293,516,544,0.7520661157024794,0.8817829457364341,0.8363970588235294
601398.SH,c2_only,baseline_pair,120,0.2,2367,562,576,0.8903654485049833,0.9537366548042705,0.9305555555555556
601399.SH,c2_only,baseline_pair,120,0.2,1289,266,295,0.6846846846846847,0.8571428571428571,0.7728813559322034
601456.SH,c2_only,baseline_pair,120,0.2,1163,259,285,0.7719869706840391,0.915057915057915,0.8315789473684211
601555.SH,c2_only,baseline_pair,120,0.2,2343,526,557,0.8201680672268907,0.9277566539923955,0.8761220825852782
601567.SH,c2_only,baseline_pair,120,0.2,2246,508,517,0.8501805054151624,0.9271653543307087,0.9110251450676983
601577.SH,c2_only,baseline_pair,120,0.2,1699,434,455,0.8217213114754098,0.923963133640553,0.8813186813186813
601598.SH,c2_only,baseline_pair,120,0.2,1564,381,405,0.7945205479452054,0.9133858267716536,0.8592592592592593
601600.SH,c2_only,baseline_pair,120,0.2,2258,495,504,0.7526315789473684,0.8666666666666667,0.8511904761904762
601601.SH,c2_only,baseline_pair,120,0.2,2367,546,574,0.8887015177065767,0.9652014652014652,0.9181184668989547
601607.SH,c2_only,baseline_pair,120,0.2,2306,554,587,0.8403225806451613,0.9404332129963899,0.8875638841567292
601608.SH,c2_only,baseline_pair,120,0.2,2235,413,502,0.7102803738317757,0.9200968523002422,0.7569721115537849
601611.SH,c2_only,baseline_pair,120,0.2,2247,487,526,0.7771929824561403,0.9096509240246407,0.8422053231939164
601615.SH,c2_only,baseline_pair,120,0.2,1547,337,354,0.8575268817204301,0.9465875370919882,0.9011299435028248
601618.SH,c2_only,baseline_pair,120,0.2,2367,536,559,0.7950819672131147,0.9048507462686567,0.8676207513416816
601628.SH,c2_only,baseline_pair,120,0.2,2367,558,587,0.8956953642384106,0.9695340501792115,0.9216354344122658
601633.SH,c2_only,baseline_pair,120,0.2,2360,635,636,0.8857566765578635,0.9401574803149606,0.9386792452830188
601658.SH,c2_only,baseline_pair,120,0.2,1408,347,359,0.8826666666666667,0.9538904899135446,0.9220055710306406
601665.SH,c2_only,baseline_pair,120,0.2,1040,269,275,0.863013698630137,0.9368029739776952,0.9163636363636364
601666.SH,c2_only,baseline_pair,120,0.2,2307,536,568,0.824793388429752,0.9309701492537313,0.8785211267605634
601668.SH,c2_only,baseline_pair,120,0.2,2367,557,582,0.7908805031446541,0.9030520646319569,0.8642611683848798
601669.SH,c2_only,baseline_pair,120,0.2,2358,544,591,0.7434715821812596,0.8897058823529411,0.8189509306260575
601688.SH,c2_only,baseline_pair,120,0.2,2367,534,550,0.8218487394957983,0.9157303370786517,0.889090909090909
601689.SH,c2_only,baseline_pair,120,0.2,2297,548,556,0.84,0.9197080291970803,0.9064748201438849
601696.SH,c2_only,baseline_pair,120,0.2,1347,281,312,0.5898123324396782,0.7829181494661922,0.7051282051282052
