transition_path,W,q,K,lag_k,anchor_year,anchor_event_count,control_anchor_count,target_valid_event_count,target_true_event_count,target_valid_control_count,target_true_control_count,observed_probability,baseline_probability,absolute_difference,relative_lift
P_TO_V,250,0.2,not_applicable,10,2020,1852,132177,1800,486,130625,8974,0.27,0.06870047846889953,0.20129952153110048,3.930103632716737
P_TO_V,250,0.2,not_applicable,10,2021,2781,127713,2700,707,125579,10375,0.26185185185185184,0.08261731658955718,0.17923453526229466,3.1694548148148143
P_TO_V,250,0.2,not_applicable,10,2022,3786,131502,3736,1071,129966,19463,0.28667023554603854,0.1497545511903113,0.13691568435572724,1.9142672677889558
P_TO_V,250,0.2,not_applicable,10,2023,4517,113918,4451,1126,112369,11837,0.2529768591327792,0.10534044086892293,0.14763641826385626,2.4015169961891747
P_TO_V,250,0.2,not_applicable,10,2024,2102,168927,2081,502,167701,13819,0.24123017779913503,0.0824026094060262,0.15882756839310883,2.9274579960266838
P_TO_V,250,0.2,not_applicable,10,2025,3996,130578,3977,754,130110,9515,0.18959014332411364,0.07313042809930059,0.11645971522481305,2.592493278812446
P_TO_V,250,0.2,not_applicable,10,2026,683,84084,679,128,75966,4873,0.18851251840942562,0.06414711844772661,0.12436539996169901,2.938752713624139
P_TO_V,250,0.2,not_applicable,20,2017,1530,82809,1052,238,69402,9752,0.2262357414448669,0.14051468257398922,0.08572105887087769,1.6100505463245134
P_TO_V,250,0.2,not_applicable,20,2018,1713,117276,1684,442,115459,21053,0.26247030878859856,0.18234178366346496,0.0801285251251336,1.4394413804409254
P_TO_V,250,0.2,not_applicable,20,2019,3425,99466,3381,492,98423,8207,0.14551907719609583,0.08338498115277933,0.0621340960433165,1.7451473297028561
P_TO_V,250,0.2,not_applicable,20,2020,1852,132177,1807,310,130844,11037,0.17155506364139458,0.08435235853382654,0.08720270510756804,2.0337909528943223
P_TO_V,250,0.2,not_applicable,20,2021,2781,127713,2712,549,125869,14158,0.20243362831858408,0.11248202496246097,0.08995160335612311,1.7996975817793375
P_TO_V,250,0.2,not_applicable,20,2022,3786,131502,3742,867,130223,22252,0.2316942811330839,0.17087611251468635,0.06081816861839756,1.3559196643894296
P_TO_V,250,0.2,not_applicable,20,2023,4517,113918,4465,934,112585,16359,0.2091825307950728,0.14530354843007506,0.06387898236499773,1.4396243798253725
P_TO_V,250,0.2,not_applicable,20,2024,2102,168927,2084,430,167913,15693,0.20633397312859886,0.09345911275481945,0.1128748603737794,2.2077459013536243
P_TO_V,250,0.2,not_applicable,20,2025,3996,130578,3978,612,130160,11736,0.15384615384615385,0.09016594960049171,0.06368020424566215,1.7062555712862462
P_TO_V,250,0.2,not_applicable,20,2026,683,84084,673,84,68141,5115,0.12481426448736999,0.07506493887674087,0.049749325610629114,1.6627504978365355
P_TO_V,250,0.3,not_applicable,1,2017,1822,74149,1213,549,55540,8994,0.4525968672712284,0.16193734245588765,0.29065952481534074,2.794888815682013
P_TO_V,250,0.3,not_applicable,1,2018,2366,108279,2308,1015,105678,22220,0.43977469670710573,0.21026135998031756,0.22951333672678817,2.0915621241500233
P_TO_V,250,0.3,not_applicable,1,2019,3578,83799,3526,850,82632,5763,0.2410663641520136,0.0697429567237874,0.17132340742822622,3.4564976232186684
P_TO_V,250,0.3,not_applicable,1,2020,2451,120954,2389,893,119513,8716,0.3737965676015069,0.07292930476182508,0.30086726283968185,5.125464569040718
P_TO_V,250,0.3,not_applicable,1,2021,3347,113881,3252,1119,111976,9583,0.3440959409594096,0.08558083875116096,0.25851510220824864,4.02071241624448
P_TO_V,250,0.3,not_applicable,1,2022,4447,112690,4378,1693,111202,19464,0.38670625856555507,0.17503282315066276,0.2116734354148923,2.209335664046797
P_TO_V,250,0.3,not_applicable,1,2023,4588,92826,4517,1388,91489,9694,0.3072835953066194,0.10595809332269453,0.2013255019839249,2.9000483650719318
P_TO_V,250,0.3,not_applicable,1,2024,2958,157338,2930,1043,156061,17415,0.3559726962457338,0.11159098044995226,0.24438171579578155,3.1899773154639943
P_TO_V,250,0.3,not_applicable,1,2025,4338,111925,4312,1091,111511,7876,0.2530148423005566,0.0706298033377873,0.1823850389627693,3.5822674047457297
P_TO_V,250,0.3,not_applicable,1,2026,940,79313,936,332,78283,7603,0.3547008547008547,0.0971219805066234,0.2575788741942313,3.6521171917068274
P_TO_V,250,0.3,not_applicable,3,2017,1822,74149,1233,575,56430,9519,0.46634225466342255,0.1686868686868687,0.29765538597655383,2.764543904890948
P_TO_V,250,0.3,not_applicable,3,2018,2366,108279,2308,1019,105783,22719,0.44150779896013864,0.21476985905107626,0.22673793990906238,2.055725141837244
P_TO_V,250,0.3,not_applicable,3,2019,3578,83799,3528,884,82672,6155,0.25056689342403626,0.07445084188116896,0.1761160515428673,3.365534721876836
P_TO_V,250,0.3,not_applicable,3,2020,2451,120954,2392,906,119550,9479,0.3787625418060201,0.07928900041823504,0.29947354138778504,4.776987221532831
P_TO_V,250,0.3,not_applicable,3,2021,3347,113881,3258,1164,112027,10543,0.3572744014732965,0.0941112410401064,0.2631631604331901,3.7962989067484574
P_TO_V,250,0.3,not_applicable,3,2022,4447,112690,4384,1736,111248,20345,0.395985401459854,0.18287969221918596,0.21310570924066805,2.165278149009872
P_TO_V,250,0.3,not_applicable,3,2023,4588,92826,4518,1478,91521,10283,0.32713590084108013,0.11235672687142842,0.2147791739696517,2.911582688016775
P_TO_V,250,0.3,not_applicable,3,2024,2958,157338,2932,1032,156096,17762,0.3519781718963165,0.1137889503895039,0.23818922150681263,3.0932544038017915
P_TO_V,250,0.3,not_applicable,3,2025,4338,111925,4313,1184,111520,8991,0.27451889635984233,0.08062230989956959,0.19389658646027275,3.404999146040442
P_TO_V,250,0.3,not_applicable,3,2026,940,79313,936,327,76712,7733,0.34935897435897434,0.10080561059547398,0.24855336376350035,3.4656699393541497
P_TO_V,250,0.3,not_applicable,5,2017,1822,74149,1248,558,57322,10064,0.44711538461538464,0.17556958933742717,0.27154579527795747,2.5466562079613553
P_TO_V,250,0.3,not_applicable,5,2018,2366,108279,2310,999,105888,23275,0.43246753246753245,0.2198077213659716,0.21265981110156085,1.9674810774617433
P_TO_V,250,0.3,not_applicable,5,2019,3578,83799,3528,874,82715,6673,0.24773242630385486,0.08067460557335429,0.16705782073050057,3.070760923381291
P_TO_V,250,0.3,not_applicable,5,2020,2451,120954,2392,889,119587,10300,0.37165551839464883,0.08612976326858271,0.28552575512606615,4.315064900802026
P_TO_V,250,0.3,not_applicable,5,2021,3347,113881,3258,1162,112085,11665,0.35666052793124614,0.10407280189142169,0.25258772603982443,3.427029170439239
P_TO_V,250,0.3,not_applicable,5,2022,4447,112690,4388,1749,111299,21349,0.3985870556061987,0.19181663806503202,0.2067704175411667,2.0779587194676243
P_TO_V,250,0.3,not_applicable,5,2023,4588,92826,4523,1523,91549,11122,0.3367234136634977,0.1214868540344515,0.21523655962904617,2.771686009483865
P_TO_V,250,0.3,not_applicable,5,2024,2958,157338,2932,1017,156132,18106,0.34686221009549795,0.1159659775062127,0.23089623258928527,2.9910687389059034
P_TO_V,250,0.3,not_applicable,5,2025,4338,111925,4313,1231,111530,10165,0.2854161836308834,0.09114139693356048,0.1942747866973229,3.1315756970341786
P_TO_V,250,0.3,not_applicable,5,2026,940,79313,935,313,75148,7875,0.33475935828877007,0.1047932080694097,0.22996615021936037,3.194475715134539
P_TO_V,250,0.3,not_applicable,10,2017,1822,74149,1276,537,59567,11328,0.420846394984326,0.19017241089865194,0.23067398408567408,2.2129729175522024
P_TO_V,250,0.3,not_applicable,10,2018,2366,108279,2312,1003,106148,24962,0.4338235294117647,0.2351622263255078,0.19866130308625693,1.8447840717891195
P_TO_V,250,0.3,not_applicable,10,2019,3578,83799,3534,843,82800,8036,0.23853989813242785,0.09705314009661836,0.14148675803580948,2.457827720926459
P_TO_V,250,0.3,not_applicable,10,2020,2451,120954,2396,835,119677,12395,0.3484974958263773,0.10357044377783534,0.24492705204854195,3.36483540201802
P_TO_V,250,0.3,not_applicable,10,2021,3347,113881,3259,1123,112200,14534,0.34458422829088675,0.12953654188948308,0.21504768640140368,2.6601314444913644
P_TO_V,250,0.3,not_applicable,10,2022,4447,112690,4390,1744,111431,24048,0.39726651480637815,0.21581068104925918,0.18145583375711896,1.8408102549646341
P_TO_V,250,0.3,not_applicable,10,2023,4588,92826,4525,1574,91630,13736,0.3478453038674033,0.14990723562152133,0.19793806824588198,2.3204036978283464
P_TO_V,250,0.3,not_applicable,10,2024,2958,157338,2936,1006,156228,19171,0.34264305177111715,0.12271167780423484,0.2199313739668823,2.7922611596733655
P_TO_V,250,0.3,not_applicable,10,2025,4338,111925,4314,1225,111550,12761,0.28395920259619845,0.11439713133124159,0.16956207126495687,2.4822231055251107
P_TO_V,250,0.3,not_applicable,10,2026,940,79313,930,266,71250,8185,0.2860215053763441,0.11487719298245615,0.17114431239388794,2.489802352848444
P_TO_V,250,0.3,not_applicable,20,2017,1822,74149,1347,435,63552,13290,0.32293986636971045,0.2091200906344411,0.11381977573526936,1.5442794873986334
P_TO_V,250,0.3,not_applicable,20,2018,2366,108279,2320,914,106624,28764,0.3939655172413793,0.2697704081632653,0.12419510907811399,1.460373359419581
P_TO_V,250,0.3,not_applicable,20,2019,3578,83799,3541,784,82947,10666,0.22140638237785937,0.12858813459196836,0.09281824778589101,1.7218259140349055
P_TO_V,250,0.3,not_applicable,20,2020,2451,120954,2402,623,119858,16169,0.25936719400499586,0.1349012998715146,0.12446589413348125,1.9226441424361924
P_TO_V,250,0.3,not_applicable,20,2021,3347,113881,3268,1007,112407,20051,0.3081395348837209,0.1783785707295809,0.12976096415414,1.7274470449191768
P_TO_V,250,0.3,not_applicable,20,2022,4447,112690,4397,1496,111645,28209,0.3402319763475097,0.2526669353755206,0.08756504097198908,1.3465631181295943
P_TO_V,250,0.3,not_applicable,20,2023,4588,92826,4532,1417,91820,20089,0.31266548984995585,0.21878675669788716,0.09387873315206868,1.4290878230884039
P_TO_V,250,0.3,not_applicable,20,2024,2958,157338,2938,854,156426,22647,0.2906739278420694,0.14477772237351846,0.14589620546855095,2.0077255193457657
P_TO_V,250,0.3,not_applicable,20,2025,4338,111925,4316,1079,111591,16735,0.25,0.14996729126900915,0.10003270873099085,1.6670301762772632
P_TO_V,250,0.3,not_applicable,20,2026,940,79313,919,205,63506,8605,0.22306855277475518,0.13549900796775108,0.0875695448070041,1.646274434923138
P_TO_V,500,0.1,not_applicable,1,2018,380,92643,231,63,62665,3978,0.2727272727272727,0.06348041171307747,0.20924686101419523,4.296242972713561
P_TO_V,500,0.1,not_applicable,1,2019,1790,117214,1728,256,113953,4235,0.14814814814814814,0.03716444499047853,0.11098370315766962,3.9862871135598406
P_TO_V,500,0.1,not_applicable,1,2020,1055,134539,1030,164,132435,1968,0.15922330097087378,0.014860120058896817,0.14436318091197697,10.714805825242719
P_TO_V,500,0.1,not_applicable,1,2021,1284,138080,1253,154,135880,1935,0.12290502793296089,0.014240506329113924,0.10866452160384696,8.63066418373681
P_TO_V,500,0.1,not_applicable,1,2022,1934,143175,1902,351,140559,6323,0.18454258675078863,0.044984668359905805,0.13955791839088283,4.1023440536302545
P_TO_V,500,0.1,not_applicable,1,2023,3844,123554,3772,563,121457,4293,0.1492576882290562,0.035345842561565,0.11391184566749119,4.222779184541458
P_TO_V,500,0.1,not_applicable,1,2024,992,172501,972,171,170406,5904,0.17592592592592593,0.034646667370867225,0.1412792585550587,5.077715672990063
P_TO_V,500,0.1,not_applicable,1,2025,2652,154027,2634,185,152562,2013,0.07023538344722854,0.01319463562354977,0.057040747823678774,5.323025618219613
P_TO_V,500,0.1,not_applicable,1,2026,505,85272,505,41,84157,1012,0.08118811881188119,0.012025143481825635,0.06916297533005555,6.751530153015302
P_TO_V,500,0.1,not_applicable,3,2018,380,92643,241,72,63607,4160,0.2987551867219917,0.06540160674139639,0.2333535799805953,4.568009894669645
P_TO_V,500,0.1,not_applicable,3,2019,1790,117214,1726,258,114073,4284,0.14947856315179606,0.03755489905586774,0.11192366409592833,3.98026800523222
P_TO_V,500,0.1,not_applicable,3,2020,1055,134539,1032,152,132488,2113,0.14728682170542637,0.015948614214117505,0.13133820749130887,9.235085865645305
P_TO_V,500,0.1,not_applicable,3,2021,1284,138080,1254,163,135929,2087,0.12998405103668262,0.015353603719588903,0.11463044731709371,8.466028784554496
P_TO_V,500,0.1,not_applicable,3,2022,1934,143175,1902,366,140636,6692,0.19242902208201892,0.04758383344236184,0.1448451886396571,4.043999992457683
P_TO_V,500,0.1,not_applicable,3,2023,3844,123554,3773,613,121510,4521,0.16247018287834614,0.03720681425397087,0.12526336862437526,4.366678151193947
P_TO_V,500,0.1,not_applicable,3,2024,992,172501,972,170,170475,5961,0.1748971193415638,0.03496700395952486,0.13993011538203892,5.001775946947339
P_TO_V,500,0.1,not_applicable,3,2025,2652,154027,2634,191,152602,2245,0.07251328777524678,0.014711471671406665,0.057801816103840116,4.929030174199648
P_TO_V,500,0.1,not_applicable,3,2026,505,85272,505,38,82603,1039,0.07524752475247524,0.012578235657300582,0.06266928909517466,5.982359275388559
P_TO_V,500,0.1,not_applicable,5,2018,380,92643,245,69,64554,4335,0.2816326530612245,0.06715308114137002,0.21447957191985445,4.193890261987147
P_TO_V,500,0.1,not_applicable,5,2019,1790,117214,1725,256,114185,4351,0.14840579710144927,0.03810482988133292,0.11030096722011634,3.8946715564304726
P_TO_V,500,0.1,not_applicable,5,2020,1055,134539,1033,152,132540,2273,0.14714424007744434,0.01714953976158141,0.12999470031586294,8.580069326821148
P_TO_V,500,0.1,not_applicable,5,2021,1284,138080,1255,160,135977,2262,0.12749003984063745,0.01663516624134964,0.1108548735992878,7.66388733307266
P_TO_V,500,0.1,not_applicable,5,2022,1934,143175,1903,361,140715,7105,0.18970047293746717,0.050492129481576234,0.13920834345589095,3.757030548824165
P_TO_V,500,0.1,not_applicable,5,2023,3844,123554,3778,599,121564,4872,0.15854949708840657,0.040077654568786814,0.11847184251961976,3.9560572791574415
P_TO_V,500,0.1,not_applicable,5,2024,992,172501,972,164,170540,6028,0.16872427983539096,0.03534654626480591,0.13337773357058505,4.773430438475045
P_TO_V,500,0.1,not_applicable,5,2025,2652,154027,2635,186,152643,2465,0.07058823529411765,0.01614879162490255,0.0544394436692151,4.371115618661258
P_TO_V,500,0.1,not_applicable,5,2026,505,85272,505,35,81049,1071,0.06930693069306931,0.013214228429715357,0.05609270226335396,5.244871545978128
P_TO_V,500,0.1,not_applicable,10,2018,380,92643,268,56,66947,4686,0.208955223880597,0.06999566821515527,0.13895955566544174,2.9852593625980215
P_TO_V,500,0.1,not_applicable,10,2019,1790,117214,1726,218,114447,4643,0.12630359212050984,0.04056899700297954,0.0857345951175303,3.1133032968804635
P_TO_V,500,0.1,not_applicable,10,2020,1055,134539,1034,130,132666,2685,0.12572533849129594,0.020238795169824974,0.10548654332147096,6.212095998616859
P_TO_V,500,0.1,not_applicable,10,2021,1284,138080,1258,136,136109,2686,0.10810810810810811,0.01973418363223593,0.08837392447587218,5.478215370992735
P_TO_V,500,0.1,not_applicable,10,2022,1934,143175,1906,309,140905,8101,0.1621196222455404,0.05749263688300628,0.10462698536253413,2.819832782682122
P_TO_V,500,0.1,not_applicable,10,2023,3844,123554,3779,556,121712,5876,0.14712887007144748,0.04827790193243066,0.09885096813901682,3.0475406797372386
P_TO_V,500,0.1,not_applicable,10,2024,992,172501,975,142,170698,6302,0.14564102564102563,0.036919003151765106,0.10872202248926052,3.94487968817388
P_TO_V,500,0.1,not_applicable,10,2025,2652,154027,2635,177,152747,2845,0.06717267552182163,0.018625570387634453,0.048547105134187175,3.6064761574452335
P_TO_V,500,0.1,not_applicable,10,2026,505,85272,505,24,77159,1119,0.047524752475247525,0.014502520768802084,0.03302223170644544,3.276999442571603
P_TO_V,500,0.1,not_applicable,20,2018,380,92643,305,31,71837,5262,0.10163934426229508,0.07324916129571113,0.02839018296658395,1.3875837274364293
P_TO_V,500,0.1,not_applicable,20,2019,1790,117214,1740,161,114952,5096,0.0925287356321839,0.04433154708052057,0.048197188551663335,2.0871984337501575
P_TO_V,500,0.1,not_applicable,20,2020,1055,134539,1042,77,132906,3294,0.07389635316698656,0.024784434111326803,0.04911191905565976,2.9815630582912918
P_TO_V,500,0.1,not_applicable,20,2021,1284,138080,1262,87,136408,3434,0.06893819334389857,0.025174476570289133,0.043763716773609435,2.7384161554031787
P_TO_V,500,0.1,not_applicable,20,2022,1934,143175,1909,218,141307,9223,0.1141959140911472,0.06526923648509982,0.04892667760604738,1.749613144581778
P_TO_V,500,0.1,not_applicable,20,2023,3844,123554,3788,408,121984,8101,0.10770855332629356,0.06641034889821616,0.0412982044280774,1.6218639882674477
P_TO_V,500,0.1,not_applicable,20,2024,992,172501,976,99,171009,7148,0.1014344262295082,0.041798969644872494,0.059635456584635704,2.4267207323841586
P_TO_V,500,0.1,not_applicable,20,2025,2652,154027,2638,138,152952,3116,0.052312357846853674,0.020372404414456823,0.03193995343239685,2.5678048001899754
P_TO_V,500,0.1,not_applicable,20,2026,505,85272,505,11,69405,1136,0.02178217821782178,0.01636769685181183,0.00541448136600995,1.3308028866266906
P_TO_V,500,0.2,not_applicable,1,2018,710,88888,451,154,60112,8133,0.34146341463414637,0.1352974447697631,0.20616596986438326,2.523797956533605
P_TO_V,500,0.2,not_applicable,1,2019,2454,102054,2392,547,99188,7184,0.22867892976588627,0.07242811630439167,0.1562508134614946,3.15732261770862
P_TO_V,500,0.2,not_applicable,1,2020,1754,123553,1724,359,121687,3186,0.20823665893271462,0.02618192576035238,0.18205473317236223,7.953450820949543
P_TO_V,500,0.2,not_applicable,1,2021,1901,126755,1862,433,124828,3973,0.23254564983888293,0.03182779504598327,0.20071785479289966,7.30637009264739
P_TO_V,500,0.2,not_applicable,1,2022,3142,124597,3088,870,122303,10949,0.2817357512953368,0.08952356033784944,0.19221219095748734,3.1470570454537925
P_TO_V,500,0.2,not_applicable,1,2023,3930,94713,3852,774,93183,5252,0.20093457943925233,0.05636221199145767,0.14457236744779467,3.5650584379070547
P_TO_V,500,0.2,not_applicable,1,2024,2033,161144,2005,527,159230,10956,0.2628428927680798,0.06880612949821013,0.19403676326986968,3.820050549056348
P_TO_V,500,0.2,not_applicable,1,2025,3454,133770,3420,403,132496,3913,0.11783625730994152,0.029532967032967032,0.08830329027697448,3.9899904800761594
P_TO_V,500,0.2,not_applicable,1,2026,811,79396,807,137,78305,2183,0.1697645600991326,0.027878168699316773,0.14188639139981582,6.089516206396051
P_TO_V,500,0.2,not_applicable,3,2018,710,88888,467,172,60991,8428,0.3683083511777302,0.13818432227705726,0.23012402890067293,2.6653410828999697
P_TO_V,500,0.2,not_applicable,3,2019,2454,102054,2392,554,99294,7357,0.23160535117056857,0.07409309726670292,0.15751225390386564,3.1258694765706725
P_TO_V,500,0.2,not_applicable,3,2020,1754,123553,1724,378,121737,3497,0.21925754060324826,0.028725859845404437,0.19053168075784382,7.632758141383367
P_TO_V,500,0.2,not_applicable,3,2021,1901,126755,1862,449,124870,4417,0.24113856068743286,0.035372787699207174,0.20576577298822568,6.817064087172231
P_TO_V,500,0.2,not_applicable,3,2022,3142,124597,3088,894,122368,11543,0.28950777202072536,0.0943302170502092,0.19517755497051614,3.069088369282866
P_TO_V,500,0.2,not_applicable,3,2023,3930,94713,3854,853,93219,5638,0.2213284898806435,0.060481232366792176,0.16084725751385132,3.6594573427072907
P_TO_V,500,0.2,not_applicable,3,2024,2033,161144,2006,510,159290,11125,0.2542372881355932,0.06984117019273024,0.18439611794286298,3.640220910302799
P_TO_V,500,0.2,not_applicable,3,2025,3454,133770,3421,444,132529,4364,0.12978661210172465,0.03292864203306446,0.09685797006866019,3.9414504846996943
P_TO_V,500,0.2,not_applicable,3,2026,811,79396,807,135,76751,2290,0.16728624535315986,0.02983674479811338,0.13744950055504648,5.606719046768721
P_TO_V,500,0.2,not_applicable,5,2018,710,88888,476,179,61872,8745,0.3760504201680672,0.14134018619084562,0.2347102339772216,2.660605099672802
P_TO_V,500,0.2,not_applicable,5,2019,2454,102054,2394,528,99396,7553,0.22055137844611528,0.07598897339933197,0.1445624050467833,2.9024129236104956
P_TO_V,500,0.2,not_applicable,5,2020,1754,123553,1724,376,121782,3888,0.21809744779582366,0.031925900379366406,0.18617154741645725,6.831364039987397
P_TO_V,500,0.2,not_applicable,5,2021,1901,126755,1862,450,124912,4881,0.24167561761546724,0.03907550915844755,0.2026001084570197,6.18483604744586
P_TO_V,500,0.2,not_applicable,5,2022,3142,124597,3093,898,122435,12256,0.29033301002263173,0.10010209498917794,0.1902309150334538,2.9003689688414585
P_TO_V,500,0.2,not_applicable,5,2023,3930,94713,3856,875,93256,6190,0.22691908713692946,0.0663764261816934,0.16054266095523606,3.418669852995395
P_TO_V,500,0.2,not_applicable,5,2024,2033,161144,2008,498,159345,11303,0.24800796812749004,0.07093413662179547,0.17707383150569456,3.49631333993408
P_TO_V,500,0.2,not_applicable,5,2025,3454,133770,3423,456,132563,4839,0.13321647677475898,0.03650339838416451,0.09671307839059447,3.6494267019409743
P_TO_V,500,0.2,not_applicable,5,2026,811,79396,807,123,75197,2398,0.1524163568773234,0.03188957006263548,0.12052678681468793,4.779504915806542
P_TO_V,500,0.2,not_applicable,10,2018,710,88888,506,168,64103,9541,0.33201581027667987,0.1488385878976023,0.18317722237907758,2.2307105634803492
P_TO_V,500,0.2,not_applicable,10,2019,2454,102054,2395,487,99640,8119,0.20334029227557412,0.0814833400240867,0.12185695225148742,2.495483030217786
P_TO_V,500,0.2,not_applicable,10,2020,1754,123553,1724,338,121886,4877,0.19605568445475638,0.040012798844822214,0.15604288560993418,4.899824309094204
P_TO_V,500,0.2,not_applicable,10,2021,1901,126755,1865,412,125021,6064,0.22091152815013404,0.0485038513529727,0.17240767679716135,4.554515198030658
P_TO_V,500,0.2,not_applicable,10,2022,3142,124597,3098,879,122613,14027,0.2837314396384764,0.11440059373802125,0.16933084590045516,2.480157054850824
P_TO_V,500,0.2,not_applicable,10,2023,3930,94713,3864,868,93378,7854,0.2246376811594203,0.08410974747799267,0.14052793368142763,2.6707687027380125
P_TO_V,500,0.2,not_applicable,10,2024,2033,161144,2012,473,159484,11980,0.23508946322067595,0.07511725314138096,0.159972210079295,3.1296333849988547
P_TO_V,500,0.2,not_applicable,10,2025,3454,133770,3426,475,132654,5780,0.1386456509048453,0.04357199933662008,0.09507365156822521,3.1819896496767037
P_TO_V,500,0.2,not_applicable,10,2026,811,79396,805,107,71321,2598,0.13291925465838508,0.036426858849427236,0.09649239580895785,3.6489353970325955
P_TO_V,500,0.2,not_applicable,20,2018,710,88888,570,143,68719,11048,0.25087719298245614,0.16077067477699036,0.09010651820546578,1.5604661318393738
P_TO_V,500,0.2,not_applicable,20,2019,2454,102054,2408,382,100083,9447,0.15863787375415284,0.09439165492641108,0.06424621882774176,1.680634520899426
P_TO_V,500,0.2,not_applicable,20,2020,1754,123553,1732,245,122088,6538,0.14145496535796767,0.053551536596553304,0.08790342876141437,2.6414735103431566
P_TO_V,500,0.2,not_applicable,20,2021,1901,126755,1872,311,125269,8239,0.16613247863247863,0.06577046196584949,0.10036201666662914,2.5259436176492254
P_TO_V,500,0.2,not_applicable,20,2022,3142,124597,3102,762,122984,16678,0.24564796905222436,0.13561113640798803,0.11003683264423633,1.8114144277442596
P_TO_V,500,0.2,not_applicable,20,2023,3930,94713,3873,833,93624,11898,0.21507875032274723,0.12708279928223531,0.08799595104051192,1.6924300655754654
P_TO_V,500,0.2,not_applicable,20,2024,2033,161144,2015,363,159771,14021,0.18014888337468982,0.087756851994417,0.09239203138027281,2.0528184327549797
P_TO_V,500,0.2,not_applicable,20,2025,3454,133770,3430,413,132846,6966,0.12040816326530612,0.05243665597759812,0.06797150728770801,2.296259382305894
P_TO_V,500,0.2,not_applicable,20,2026,811,79396,800,71,63619,2691,0.08875,0.04229868435530266,0.04645131564469734,2.098174005945745
P_TO_V,500,0.3,not_applicable,1,2018,1096,84250,704,344,56987,12429,0.48863636363636365,0.21810237422570058,0.2705339894106631,2.2403991032702115
P_TO_V,500,0.3,not_applicable,1,2019,2737,88545,2664,777,86112,9334,0.2916666666666667,0.10839371980676328,0.18327294685990342,2.690807799442897
P_TO_V,500,0.3,not_applicable,1,2020,2155,112749,2115,483,111087,4018,0.22836879432624113,0.036169848857202015,0.19219894546903912,6.313789013270071
P_TO_V,500,0.3,not_applicable,1,2021,2340,115467,2297,699,113765,6065,0.304309969525468,0.05331165121082934,0.2509983183146387,5.708132511634768
P_TO_V,500,0.3,not_applicable,1,2022,3652,107324,3573,1273,105367,14868,0.35628323537643436,0.1411067981436313,0.21517643723280305,2.524918997976107
P_TO_V,500,0.3,not_applicable,1,2023,3663,73789,3609,899,72676,5830,0.24909947353837628,0.08021905443337553,0.16888041910500073,3.105240709927107
P_TO_V,500,0.3,not_applicable,1,2024,2916,147137,2881,956,145407,14868,0.33182922596320724,0.10225092327054405,0.2295783026926632,3.245244300486419
P_TO_V,500,0.3,not_applicable,1,2025,3827,115953,3787,638,114897,5280,0.1684710852917877,0.045954202459594244,0.12251688283219345,3.6660648270398735
P_TO_V,500,0.3,not_applicable,1,2026,1114,72930,1107,266,71884,3437,0.24028906955736223,0.04781314339769629,0.19247592615966594,5.025586114652728
P_TO_V,500,0.3,not_applicable,3,2018,1096,84250,716,360,57801,12882,0.5027932960893855,0.2228681164685732,0.2799251796208123,2.2560126771667885
P_TO_V,500,0.3,not_applicable,3,2019,2737,88545,2667,791,86201,9608,0.29658792650918636,0.11146042389299428,0.1851275026161921,2.6609258797895894
P_TO_V,500,0.3,not_applicable,3,2020,2155,112749,2115,535,111133,4457,0.25295508274231676,0.0401050992954388,0.21284998344687797,6.307304736459926
P_TO_V,500,0.3,not_applicable,3,2021,2340,115467,2298,742,113805,6682,0.3228894691035683,0.05871446772988884,0.26417500137367944,5.499316975655731
P_TO_V,500,0.3,not_applicable,3,2022,3652,107324,3575,1331,105419,15591,0.3723076923076923,0.14789554065206462,0.22441215165562767,2.517369290961748
P_TO_V,500,0.3,not_applicable,3,2023,3663,73789,3609,1003,72708,6208,0.27791632031033525,0.08538262639599493,0.19253369391434033,3.2549516457995904
P_TO_V,500,0.3,not_applicable,3,2024,2916,147137,2881,958,145461,15110,0.3325234293648039,0.10387664047407896,0.22864678889072493,3.201137694165039
P_TO_V,500,0.3,not_applicable,3,2025,3827,115953,3787,717,114923,5922,0.18933192500660154,0.05153015497332997,0.13780177003327157,3.674196693268097
P_TO_V,500,0.3,not_applicable,3,2026,1114,72930,1107,274,70332,3579,0.24751580849141824,0.05088722061081727,0.19662858788060097,4.864007220681315
P_TO_V,500,0.3,not_applicable,5,2018,1096,84250,733,345,58611,13350,0.47066848567530695,0.2277729436453908,0.24289554202991614,2.0663933044131397
P_TO_V,500,0.3,not_applicable,5,2019,2737,88545,2669,786,86290,9973,0.2944923192206819,0.11557538532854328,0.17891693389213864,2.5480539682695924
P_TO_V,500,0.3,not_applicable,5,2020,2155,112749,2117,541,111171,5016,0.2555503070382617,0.045119680492214695,0.210430626546047,5.663832373156019
P_TO_V,500,0.3,not_applicable,5,2021,2340,115467,2299,742,113843,7384,0.3227490213136146,0.06486125629155942,0.2578877650220552,4.975990903765687
P_TO_V,500,0.3,not_applicable,5,2022,3652,107324,3582,1330,105474,16453,0.3713009491903964,0.15599104992699622,0.2153098992634002,2.3802708512069453
P_TO_V,500,0.3,not_applicable,5,2023,3663,73789,3610,1072,72739,6850,0.2969529085872576,0.09417231471425233,0.20278059387300526,3.153293082880077
P_TO_V,500,0.3,not_applicable,5,2024,2916,147137,2882,944,145506,15428,0.3275503122831367,0.10602999189036878,0.22152032039276792,3.089223213577268
