transition_path,W,q,K,lag_k,primary_stay_out_baseline_probability,unconditional_lag_support_marginal_probability,target_status_standardized_baseline_probability,target_status_matched_event_count,target_status_matched_true_count,target_status_matched_observed_probability,target_status_matched_event_coverage,security_year_standardized_baseline_probability,security_year_matched_anchor_count,security_year_unmatched_stratum_count,security_year_coverage,observed_probability,primary_absolute_difference,target_status_standardized_absolute_difference,security_year_standardized_absolute_difference,warnings
P_TO_C,500,0.1,not_applicable,10,0.08836797542118624,0.11008625370207094,0.1285186026944296,14067,3004,0.21354944195635175,0.9951892465511143,0.1301404886467096,14135,0,1.0,0.213937035726919,0.12556906030573275,0.08503083926192215,0.0837965470802094,""
P_TO_C,500,0.1,not_applicable,20,0.09253382463943381,0.11008625370207094,0.10965032483719644,14038,2820,0.2008833167117823,0.9898462840219997,0.1368244181501128,14182,0,1.0,0.20109998589761668,0.10856616125818287,0.09123299187458586,0.0642755677475039,""
P_TO_C,500,0.2,not_applicable,1,0.1377124207525228,0.21039634913675065,0.29976415099601567,19695,6625,0.3363797918253364,0.9995432399512789,0.16664179271443347,19703,1,0.9999492488834755,0.33637840032480715,0.19866597957228435,0.03661564082932073,0.16973660761037368,""
P_TO_C,500,0.2,not_applicable,3,0.14185959254864977,0.21039634913675065,0.2635270342740575,19691,6782,0.3444213092275659,0.9983775287735132,0.1748785204256624,19722,1,0.9999492977741723,0.3443695178218324,0.20250992527318262,0.08089427495350843,0.16949099739617,""
P_TO_C,500,0.2,not_applicable,5,0.14712272025607373,0.21039634913675065,0.2441864453535487,19689,6643,0.3373965158210168,0.9974669436141649,0.18508546847688895,19738,1,0.9999493388722833,0.33745377172095853,0.1903310514648848,0.09321007046746813,0.15236830324406958,""
P_TO_C,500,0.2,not_applicable,10,0.1565963612160665,0.21039634913675065,0.21818027664175185,19670,6250,0.3177427554651754,0.9949418310571573,0.20268437618952137,19769,1,0.9999494183105716,0.31780475467880626,0.16120839346273977,0.09956247882342353,0.11512037848928489,""
P_TO_C,500,0.2,not_applicable,20,0.16821270448156378,0.21039634913675065,0.19615607357784132,19624,6019,0.3067162657969833,0.9904108206318765,0.2225822425019713,19813,1,0.9999495306349047,0.30685373977995356,0.13864103529838978,0.11056019221914198,0.08427149727798225,""
P_TO_C,500,0.3,not_applicable,1,0.19127482168723298,0.3082141257255743,0.36376759851099844,22814,9133,0.40032436223371615,0.9994304989705174,0.21649981255197348,22825,2,0.9999123844570027,0.40018399264029436,0.20890917095306138,0.03655676372271771,0.18368418008832088,""
P_TO_C,500,0.3,not_applicable,3,0.19715130741806428,0.3082141257255743,0.3316300927223868,22810,9364,0.4105217010083297,0.9982494529540481,0.22636909449949036,22847,2,0.9998687089715537,0.4104157549234136,0.2132644475053493,0.07889160828594288,0.18404666042392323,""
P_TO_C,500,0.3,not_applicable,5,0.20496854523729252,0.3082141257255743,0.31473009793403317,22805,9340,0.40955930716948036,0.9968527341871749,0.2402253484289697,22874,2,0.9998688639244656,0.40962538794422343,0.2046568427069309,0.09482920923544719,0.16940003951525373,""
P_TO_C,500,0.3,not_applicable,10,0.2204285281508478,0.3082141257255743,0.292546190728476,22785,9050,0.39719113451832344,0.9940665765018978,0.2669836797411234,22917,3,0.9998254875441734,0.3968849526634964,0.1764564245126486,0.10464494378984746,0.12990127292237297,""
