audit,scope,observed,expected,mismatch_count,status,details
source_trigger_oracle,committed dense source facts and trigger ledger,source_trigger_membership_key_mismatch=0;source_trigger_membership_flag_mismatch=0;source_trigger_membership_availability_mismatch=0;source_trigger_accepted_reentry_mismatch=0;source_trigger_unqualified_reentry_mismatch=0,all source-trigger mismatches equal zero,0,passed,"{""accepted_reentry_count"":194,""expected_atomic_interval_count"":9848,""expected_component_count"":9848,""expected_event_count"":5647,""expected_membership_count"":27388,""expected_transition_count"":16815,""quality_break_count"":9,""right_censor_count"":0,""unqualified_reentry_count"":128}"
